,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Glyma.07G151800.Wm82.a4.v1,679.5486466507101,5.127876501692974,0.9781622602153944,5.24235774600811,1.585376095929091e-07,0.0015427294789485985
Glyma.01G238600.Wm82.a4.v1,354.9905251353799,4.639196879551108,0.959838832620192,4.8333081782979255,1.3428266541097498e-06,0.00456143649691453
Glyma.14G096800.Wm82.a4.v1,145.3421051151797,4.762341268578299,0.9871947084804491,4.824115473540968,1.4062593249145606e-06,0.00456143649691453
Glyma.07G061500.Wm82.a4.v1,299.4817491523872,10.096047854238213,2.2353266041842854,4.516587345822092,6.2844201714483506e-06,0.015288423172090974
Glyma.18G278900.Wm82.a4.v1,129.08025241359744,3.0792894712297216,0.6954316340184615,4.427882369164668,9.51627731287318e-06,0.018520578906313784
Glyma.17G252900.Wm82.a4.v1,52.83965037966319,2.534506587593179,0.6032934770364269,4.201117174419814,2.6560107176843873e-05,0.040030519630396326
Glyma.11G092900.Wm82.a4.v1,111.35121648848634,-1.52026854237507,0.3634584520508018,-4.182784947762274,2.8795975481736133e-05,0.040030519630396326
Glyma.18G180800.Wm82.a4.v1,163.32335404484326,2.4573789352904702,0.5981279769105673,4.108450081173682,3.983232750754535e-05,0.04845104737199048
Glyma.15G077700.Wm82.a4.v1,135.97288512539572,3.8188307036017726,0.9557447369151996,3.9956596736567813,6.451435690136926e-05,0.06975435633413603
Glyma.06G170432.Wm82.a4.v1,65.13182748101873,1.8505084949086434,0.46613801808105165,3.9698724908271235,7.191110475375302e-05,0.06997669603587707
Glyma.01G145200.Wm82.a4.v1,125.99096009526207,-1.2923562110135807,0.33176722036493766,-3.895370403356948,9.804877665483904e-05,0.0867375132389308
Glyma.08G062300.Wm82.a4.v1,237.8654654293794,3.4851929959120986,0.9226893090339242,3.777211854292721,0.0001585938228717896,0.1110174566163501
Glyma.19G219100.Wm82.a4.v1,729.0911376355751,4.41167700170614,1.1738755206452613,3.758215350875627,0.00017112957036740842,0.1110174566163501
Glyma.19G011400.Wm82.a4.v1,405.14066602723364,5.574071887601778,1.477551571319545,3.7725058101517135,0.00016161620172539068,0.1110174566163501
Glyma.05G022200.Wm82.a4.v1,509.89823417131487,4.2232773644231605,1.1113941245831995,3.7999817265607687,0.00014470675796951073,0.1110174566163501
Glyma.18G264400.Wm82.a4.v1,134.97728905463367,3.608837590115803,0.9720629838765202,3.7125553076036364,0.00020517720543943154,0.12478621163319427
Glyma.02G244300.Wm82.a4.v1,274.0686916232572,3.256582241677226,0.8864058619302378,3.6739177633434092,0.00023885963692542227,0.1367260662894873
Glyma.06G161700.Wm82.a4.v1,51.727949064808314,1.1816938809529756,0.3289470077031759,3.5923533374082934,0.00032770509614668693,0.17716101614463392
Glyma.01G241400.Wm82.a4.v1,324.7731624558132,2.9768204638197124,0.8453633303983334,3.521350355257355,0.000429354927297114,0.18165446945774852
Glyma.08G106700.Wm82.a4.v1,303.56163070360606,4.1546392705890245,1.1770665646326242,3.5296553274246936,0.00041610136960580266,0.18165446945774852
Glyma.14G113900.Wm82.a4.v1,466.85650641335127,3.155524385194161,0.8858922916167141,3.5619729565943836,0.000368078306203069,0.18165446945774852
Glyma.17G227600.Wm82.a4.v1,86.95845021133795,9.417651744394377,2.6636306624638006,3.535644741258254,0.00040678133350439104,0.18165446945774852
Glyma.08G006600.Wm82.a4.v1,123.28455016263139,3.2518798692613897,0.9149601990141818,3.554121668642098,0.00037924372196600594,0.18165446945774852
Glyma.06G134900.Wm82.a4.v1,1448.662444818596,3.701605910666284,1.0638895936614703,3.4793139558089656,0.0005026992784726721,0.1956706671527029
Glyma.13G175700.Wm82.a4.v1,430.7043738916785,8.78214602161361,2.5216093400225006,3.4827543990359926,0.0004962834364656651,0.1956706671527029
Glyma.05G216000.Wm82.a4.v1,100.73688003894561,-1.5169007493973206,0.43835081254465347,-3.4604720830597264,0.0005392291422455939,0.2004444038112458
Glyma.02G124500.Wm82.a4.v1,476.9539987505634,1.514026384056142,0.4385762774214125,3.452139256044092,0.0005561606107186966,0.2004444038112458
Glyma.18G094600.Wm82.a4.v1,468.7621601026068,9.802695797173186,2.8845222915770163,3.398377549654466,0.0006778680070590469,0.21428070063973814
Glyma.08G068800.Wm82.a4.v1,949.3902860780486,10.327161392754443,3.0405653364666856,3.396460937345029,0.0006826329996744304,0.21428070063973814
Glyma.09G072100.Wm82.a4.v1,318.28305277954223,2.269724033755581,0.6642477987488274,3.4169838997296154,0.000633190241499024,0.21428070063973814
Glyma.19G174300.Wm82.a4.v1,65.30986347961888,1.655291478312679,0.4873153538327668,3.396756259152732,0.0006818967608063343,0.21428070063973814
Glyma.07G228400.Wm82.a4.v1,197.39041715032639,2.6589988930663426,0.7912422639217664,3.3605369863423387,0.0007779111428132728,0.2293894948701805
