,conservation_score
Glyma.07G069700.Wm82.a4.v1,0.9974691701025873
Glyma.09G154700.Wm82.a4.v1,0.9974598312468773
Glyma.05G152500.Wm82.a4.v1,0.9974364841076023
Glyma.15G107900.Wm82.a4.v1,0.9974178063961823
Glyma.02G069100.Wm82.a4.v1,0.9973991286847622
Glyma.07G047600.Wm82.a4.v1,0.9973827856872698
Glyma.08G178500.Wm82.a4.v1,0.9973757815454872
Glyma.07G142700.Wm82.a4.v1,0.9973384261226472
Glyma.10G176400.Wm82.a4.v1,0.9972940665580247
Glyma.03G262300.Wm82.a4.v1,0.9972730541326771
Glyma.16G202500.Wm82.a4.v1,0.9972356987098371
Glyma.10G026600.Wm82.a4.v1,0.9971983432869971
Glyma.10G249000.Wm82.a4.v1,0.997179665575577
Glyma.13G175700.Wm82.a4.v1,0.997137640724882
Glyma.12G037400.Wm82.a4.v1,0.997109624157752
Glyma.03G215100.Wm82.a4.v1,0.9970582604513469
Glyma.01G215500.Wm82.a4.v1,0.9970255744563619
Glyma.06G119500.Wm82.a4.v1,0.9970022273170869
Glyma.11G140500.Wm82.a4.v1,0.9969695413221018
Glyma.13G282000.Wm82.a4.v1,0.9969625371803192
Glyma.13G176000.Wm82.a4.v1,0.9968738180510742
Glyma.04G230000.Wm82.a4.v1,0.9968294584864517
Glyma.08G126800.Wm82.a4.v1,0.9968154502028866
Glyma.01G152900.Wm82.a4.v1,0.9968107807750316
Glyma.14G031800.Wm82.a4.v1,0.9967827642079016
Glyma.10G042100.Wm82.a4.v1,0.9967687559243366
Glyma.08G204800.Wm82.a4.v1,0.9967454087850616
Glyma.04G112800.Wm82.a4.v1,0.9967360699293516
Glyma.06G054700.Wm82.a4.v1,0.996691710364729
Glyma.07G200200.Wm82.a4.v1,0.9966473508001065
Glyma.01G199400.Wm82.a4.v1,0.9966426813722514
Glyma.03G006600.Wm82.a4.v1,0.9966240036608315
Glyma.07G059600.Wm82.a4.v1,0.9966146648051214
Glyma.05G051300.Wm82.a4.v1,0.9966099953772665
Glyma.01G115900.Wm82.a4.v1,0.9965936523797739
Glyma.20G008600.Wm82.a4.v1,0.9965446233872963
Glyma.12G122700.Wm82.a4.v1,0.9965212762480213
Glyma.09G210900.Wm82.a4.v1,0.9965072679644563
Glyma.18G030400.Wm82.a4.v1,0.9965002638226738
Glyma.13G347700.Wm82.a4.v1,0.9964932596808913
Glyma.04G057800.Wm82.a4.v1,0.9964559042580513
Glyma.15G275700.Wm82.a4.v1,0.9964138794073563
Glyma.05G172300.Wm82.a4.v1,0.9963881975541536
Glyma.05G075100.Wm82.a4.v1,0.9963718545566612
Glyma.15G264600.Wm82.a4.v1,0.9963415032756037
Glyma.17G214100.Wm82.a4.v1,0.9963344991338211
Glyma.20G021500.Wm82.a4.v1,0.9963018131388361
Glyma.04G055300.Wm82.a4.v1,0.9962317717210111
Glyma.03G119500.Wm82.a4.v1,0.9961920815842434
Glyma.06G055500.Wm82.a4.v1,0.9961687344449685
Glyma.05G046400.Wm82.a4.v1,0.9961523914474759
Glyma.08G186200.Wm82.a4.v1,0.9961430525917659
Glyma.03G086200.Wm82.a4.v1,0.9960263168953908
Glyma.01G040200.Wm82.a4.v1,0.9960076391839708
Glyma.19G106800.Wm82.a4.v1,0.9959866267586233
Glyma.17G214400.Wm82.a4.v1,0.9959305936243632
Glyma.19G190400.Wm82.a4.v1,0.9958535480647557
Glyma.16G044900.Wm82.a4.v1,0.9958442092090456
Glyma.04G215800.Wm82.a4.v1,0.9958255314976256
Glyma.10G274400.Wm82.a4.v1,0.9957788372190756
Glyma.09G160000.Wm82.a4.v1,0.9957414817962356
Glyma.20G158500.Wm82.a4.v1,0.9956714403784105
Glyma.16G172600.Wm82.a4.v1,0.9956294155277154
Glyma.15G077700.Wm82.a4.v1,0.9956224113859329
Glyma.01G193600.Wm82.a4.v1,0.9955873906770203
Glyma.07G035600.Wm82.a4.v1,0.9955873906770203
Glyma.06G193600.Wm82.a4.v1,0.9955453658263252
Glyma.11G221000.Wm82.a4.v1,0.9955266881149053
Glyma.16G206200.Wm82.a4.v1,0.9955126798313403
Glyma.04G066000.Wm82.a4.v1,0.9954893326920652
Glyma.11G111100.Wm82.a4.v1,0.9954823285502827
Glyma.14G071100.Wm82.a4.v1,0.9954473078413701
Glyma.09G087700.Wm82.a4.v1,0.9954239607020952
Glyma.03G219400.Wm82.a4.v1,0.9953609234260526
Glyma.05G022900.Wm82.a4.v1,0.9953562539981976
Glyma.07G027200.Wm82.a4.v1,0.9953539192842701
Glyma.07G014100.Wm82.a4.v1,0.99533524157285
Glyma.06G202200.Wm82.a4.v1,0.99527920843859
Glyma.17G023100.Wm82.a4.v1,0.99526986958288
Glyma.03G114600.Wm82.a4.v1,0.995218505876475
Glyma.17G100700.Wm82.a4.v1,0.9952138364486199
Glyma.05G007100.Wm82.a4.v1,0.9951601380282874
Glyma.01G198500.Wm82.a4.v1,0.9950690841851147
Glyma.06G015900.Wm82.a4.v1,0.9950504064736948
Glyma.08G173700.Wm82.a4.v1,0.9950037121951447
Glyma.03G230000.Wm82.a4.v1,0.9949803650558697
Glyma.04G062200.Wm82.a4.v1,0.9949803650558697
Glyma.11G248900.Wm82.a4.v1,0.9949663567723047
Glyma.12G199400.Wm82.a4.v1,0.9949546832026672
Glyma.08G106700.Wm82.a4.v1,0.9949453443469571
Glyma.19G227700.Wm82.a4.v1,0.9949173277798271
Glyma.08G332000.Wm82.a4.v1,0.9949149930658996
Glyma.11G150300.Wm82.a4.v1,0.9949103236380447
Glyma.19G216300.Wm82.a4.v1,0.9949079889241171
Glyma.09G067700.Wm82.a4.v1,0.9948729682152045
Glyma.04G221700.Wm82.a4.v1,0.9948589599316395
Glyma.02G019200.Wm82.a4.v1,0.9948542905037846
Glyma.07G222500.Wm82.a4.v1,0.9948169350809445
Glyma.04G054400.Wm82.a4.v1,0.9948146003670171
Glyma.16G209400.Wm82.a4.v1,0.9947982573695245
Glyma.09G130500.Wm82.a4.v1,0.9947795796581045
Glyma.15G238600.Wm82.a4.v1,0.9947282159516995
Glyma.13G357300.Wm82.a4.v1,0.9947095382402794
Glyma.04G229800.Wm82.a4.v1,0.9947095382402794
Glyma.12G052500.Wm82.a4.v1,0.9947048688124244
Glyma.13G161500.Wm82.a4.v1,0.9947001993845694
Glyma.16G029300.Wm82.a4.v1,0.9946721828174394
Glyma.02G047600.Wm82.a4.v1,0.9945577818349918
Glyma.17G133200.Wm82.a4.v1,0.9945554471210643
Glyma.10G178400.Wm82.a4.v1,0.9945507776932092
Glyma.17G142700.Wm82.a4.v1,0.9945461082653543
Glyma.07G061500.Wm82.a4.v1,0.9945297652678617
Glyma.08G245100.Wm82.a4.v1,0.9944807362753841
Glyma.10G089300.Wm82.a4.v1,0.9944480502803992
Glyma.12G202500.Wm82.a4.v1,0.9943733394347191
Glyma.07G021600.Wm82.a4.v1,0.994312636872604
Glyma.16G017600.Wm82.a4.v1,0.994275281449764
Glyma.12G092000.Wm82.a4.v1,0.9942472648826339
Glyma.06G321900.Wm82.a4.v1,0.9942332565990689
Glyma.08G154300.Wm82.a4.v1,0.9942145788876489
Glyma.03G142800.Wm82.a4.v1,0.9941351986141138
Glyma.17G214900.Wm82.a4.v1,0.9940978431912738
Glyma.09G134600.Wm82.a4.v1,0.9940838349077088
Glyma.12G117900.Wm82.a4.v1,0.9940674919102163
Glyma.03G259400.Wm82.a4.v1,0.9940651571962887
Glyma.12G222200.Wm82.a4.v1,0.9940651571962887
Glyma.20G007900.Wm82.a4.v1,0.9940091240620287
Glyma.20G018500.Wm82.a4.v1,0.9939857769227537
Glyma.18G284900.Wm82.a4.v1,0.9939764380670436
Glyma.16G145800.Wm82.a4.v1,0.9939764380670436
Glyma.08G243600.Wm82.a4.v1,0.9939250743606386
Glyma.07G032500.Wm82.a4.v1,0.9938877189377986
Glyma.11G150400.Wm82.a4.v1,0.9938737106542336
Glyma.11G060100.Wm82.a4.v1,0.9938597023706686
Glyma.19G011400.Wm82.a4.v1,0.993857367656741
Glyma.01G231900.Wm82.a4.v1,0.9938363552313935
Glyma.05G128000.Wm82.a4.v1,0.9937943303806984
Glyma.15G043200.Wm82.a4.v1,0.9937429666742934
Glyma.12G022700.Wm82.a4.v1,0.9937196195350184
Glyma.08G220200.Wm82.a4.v1,0.9937149501071634
Glyma.01G022100.Wm82.a4.v1,0.9936916029678884
Glyma.04G020300.Wm82.a4.v1,0.9936589169729033
Glyma.15G250800.Wm82.a4.v1,0.9936495781171933
Glyma.13G127200.Wm82.a4.v1,0.9936309004057733
Glyma.08G163500.Wm82.a4.v1,0.9936215615500633
Glyma.17G243700.Wm82.a4.v1,0.9936122226943532
Glyma.08G199500.Wm82.a4.v1,0.9935188341372532
Glyma.06G204200.Wm82.a4.v1,0.9935141647093981
Glyma.04G035900.Wm82.a4.v1,0.9934581315751381
Glyma.10G089500.Wm82.a4.v1,0.993430115008008
Glyma.20G118600.Wm82.a4.v1,0.9934114372965881
Glyma.13G302900.Wm82.a4.v1,0.993392759585168
Glyma.10G281400.Wm82.a4.v1,0.9933834207294581
Glyma.08G348500.Wm82.a4.v1,0.9933320570230529
Glyma.03G120300.Wm82.a4.v1,0.993313379311633
Glyma.01G229800.Wm82.a4.v1,0.993308709883778
Glyma.11G127800.Wm82.a4.v1,0.9932900321723579
Glyma.08G230400.Wm82.a4.v1,0.993271354460938
Glyma.08G068700.Wm82.a4.v1,0.9932573461773729
Glyma.01G214300.Wm82.a4.v1,0.9932573461773729
Glyma.03G105000.Wm82.a4.v1,0.9932153213266779
Glyma.05G038800.Wm82.a4.v1,0.9931826353316928
Glyma.13G129500.Wm82.a4.v1,0.9930915814885202
Glyma.15G090300.Wm82.a4.v1,0.9930705690631727
Glyma.13G129400.Wm82.a4.v1,0.9930565607796077
Glyma.18G049600.Wm82.a4.v1,0.9929771805060726
Glyma.13G308200.Wm82.a4.v1,0.9929678416503626
Glyma.13G138600.Wm82.a4.v1,0.9929631722225076
Glyma.10G263000.Wm82.a4.v1,0.9929444945110876
Glyma.13G176200.Wm82.a4.v1,0.9929351556553776
Glyma.20G091300.Wm82.a4.v1,0.9928464365261325
Glyma.05G003200.Wm82.a4.v1,0.9928324282425675
Glyma.04G200700.Wm82.a4.v1,0.9928137505311474
Glyma.01G238600.Wm82.a4.v1,0.9928114158172199
Glyma.15G124700.Wm82.a4.v1,0.9927810645361624
Glyma.13G286300.Wm82.a4.v1,0.9926689982676422
Glyma.09G247900.Wm82.a4.v1,0.9925756097105422
Glyma.13G033500.Wm82.a4.v1,0.9924542045863121
Glyma.01G044000.Wm82.a4.v1,0.992435526874892
Glyma.16G016100.Wm82.a4.v1,0.992384163168487
Glyma.11G096600.Wm82.a4.v1,0.9923608160292119
Glyma.13G299200.Wm82.a4.v1,0.9923421383177919
Glyma.15G041600.Wm82.a4.v1,0.9923327994620819
Glyma.06G176900.Wm82.a4.v1,0.9923001134670969
Glyma.15G016300.Wm82.a4.v1,0.9922720968999669
Glyma.16G039800.Wm82.a4.v1,0.9922487497606918
Glyma.14G003400.Wm82.a4.v1,0.9922347414771268
Glyma.10G174700.Wm82.a4.v1,0.9922020554821418
Glyma.13G132100.Wm82.a4.v1,0.9921693694871567
Glyma.07G258500.Wm82.a4.v1,0.9921436876339542
Glyma.08G332900.Wm82.a4.v1,0.9921226752086066
Glyma.19G007700.Wm82.a4.v1,0.9921203404946792
Glyma.01G016500.Wm82.a4.v1,0.9920993280693317
Glyma.05G051600.Wm82.a4.v1,0.9920339560793616
Glyma.17G037700.Wm82.a4.v1,0.9920246172236515
Glyma.04G174400.Wm82.a4.v1,0.9919779229451016
Glyma.05G022200.Wm82.a4.v1,0.9919405675222615
Glyma.06G097300.Wm82.a4.v1,0.9918705261044364
Glyma.06G289000.Wm82.a4.v1,0.9918471789651614
Glyma.13G277900.Wm82.a4.v1,0.9918425095373063
Glyma.02G218300.Wm82.a4.v1,0.9918285012537413
Glyma.17G064600.Wm82.a4.v1,0.9917818069751914
Glyma.07G220200.Wm82.a4.v1,0.9917211044130763
Glyma.11G099400.Wm82.a4.v1,0.9917000919877288
Glyma.19G173400.Wm82.a4.v1,0.9916557324231062
Glyma.08G354700.Wm82.a4.v1,0.9916323852838311
Glyma.08G175800.Wm82.a4.v1,0.9915880257192087
Glyma.06G221100.Wm82.a4.v1,0.9915576744381511
Glyma.19G139300.Wm82.a4.v1,0.991464285881051
Glyma.12G078100.Wm82.a4.v1,0.9914502775974859
Glyma.19G161400.Wm82.a4.v1,0.991426930458211
Glyma.12G215900.Wm82.a4.v1,0.9913335419011109
Glyma.17G174500.Wm82.a4.v1,0.9912658351972133
Glyma.10G230600.Wm82.a4.v1,0.9911981284933157
Glyma.10G005700.Wm82.a4.v1,0.9911561036426206
Glyma.19G145800.Wm82.a4.v1,0.9911187482197806
Glyma.04G219100.Wm82.a4.v1,0.9911047399362156
Glyma.16G012100.Wm82.a4.v1,0.9910113513791156
Glyma.06G157000.Wm82.a4.v1,0.9910020125234055
Glyma.02G209000.Wm82.a4.v1,0.9909436446752179
Glyma.11G228800.Wm82.a4.v1,0.9909132933941605
Glyma.11G245400.Wm82.a4.v1,0.9908619296877553
Glyma.09G218100.Wm82.a4.v1,0.9907732105585103
Glyma.13G333900.Wm82.a4.v1,0.9906564748621352
Glyma.07G020000.Wm82.a4.v1,0.9906424665785701
Glyma.02G061100.Wm82.a4.v1,0.9905934375860925
Glyma.13G335600.Wm82.a4.v1,0.9905864334443101
Glyma.03G186500.Wm82.a4.v1,0.990544408593615
Glyma.01G209400.Wm82.a4.v1,0.99052106145434
Glyma.05G178200.Wm82.a4.v1,0.99050238374292
Glyma.04G008300.Wm82.a4.v1,0.9904626936061525
Glyma.14G222500.Wm82.a4.v1,0.9904346770390224
Glyma.02G001500.Wm82.a4.v1,0.9904230034693849
Glyma.10G261200.Wm82.a4.v1,0.9903389537679949
Glyma.12G028500.Wm82.a4.v1,0.9903389537679949
Glyma.09G104000.Wm82.a4.v1,0.9903202760565748
Glyma.10G179400.Wm82.a4.v1,0.9903202760565748
Glyma.14G185700.Wm82.a4.v1,0.9902315569273297
Glyma.20G083800.Wm82.a4.v1,0.9902315569273297
Glyma.02G308700.Wm82.a4.v1,0.9902082097880547
Glyma.12G215500.Wm82.a4.v1,0.9901942015044897
Glyma.17G186500.Wm82.a4.v1,0.9901334989423746
Glyma.11G103700.Wm82.a4.v1,0.9901288295145196
Glyma.10G169600.Wm82.a4.v1,0.9901101518030996
Glyma.11G200300.Wm82.a4.v1,0.9900681269524045
Glyma.08G200100.Wm82.a4.v1,0.9900681269524045
Glyma.11G201200.Wm82.a4.v1,0.9900587880966946
Glyma.04G190400.Wm82.a4.v1,0.9900447798131295
Glyma.14G011600.Wm82.a4.v1,0.9899887466788695
Glyma.08G124900.Wm82.a4.v1,0.9899350482585368
Glyma.10G097800.Wm82.a4.v1,0.9899350482585368
Glyma.15G194300.Wm82.a4.v1,0.9899303788306819
Glyma.09G249400.Wm82.a4.v1,0.9898393249875093
Glyma.11G043400.Wm82.a4.v1,0.9898253167039442
Glyma.08G242100.Wm82.a4.v1,0.9897692835696842
Glyma.05G048000.Wm82.a4.v1,0.9896642214429466
Glyma.04G200000.Wm82.a4.v1,0.9896572173011641
Glyma.15G258500.Wm82.a4.v1,0.9896572173011641
Glyma.04G001500.Wm82.a4.v1,0.989629200734034
Glyma.02G048400.Wm82.a4.v1,0.9893817210577188
Glyma.07G201300.Wm82.a4.v1,0.9893677127741538
Glyma.17G188500.Wm82.a4.v1,0.9893303573513137
Glyma.05G166800.Wm82.a4.v1,0.9892276299385037
Glyma.17G214600.Wm82.a4.v1,0.9892182910827936
Glyma.08G082900.Wm82.a4.v1,0.9892136216549386
Glyma.11G067100.Wm82.a4.v1,0.9891622579485335
Glyma.15G193000.Wm82.a4.v1,0.9891482496649685
Glyma.04G133900.Wm82.a4.v1,0.9890875471028535
Glyma.18G065900.Wm82.a4.v1,0.9890688693914335
Glyma.05G184100.Wm82.a4.v1,0.9890361833964484
Glyma.14G096800.Wm82.a4.v1,0.9890034974014634
Glyma.05G149900.Wm82.a4.v1,0.9889661419786233
Glyma.02G002000.Wm82.a4.v1,0.9889614725507684
Glyma.19G172500.Wm82.a4.v1,0.9889287865557833
Glyma.02G138600.Wm82.a4.v1,0.9888961005607982
Glyma.04G014500.Wm82.a4.v1,0.9888167202872632
Glyma.13G176300.Wm82.a4.v1,0.9887887037201332
Glyma.18G138300.Wm82.a4.v1,0.9887676912947857
Glyma.15G261900.Wm82.a4.v1,0.9887256664440907
Glyma.09G131500.Wm82.a4.v1,0.9887186623023081
Glyma.17G015600.Wm82.a4.v1,0.988713992874453
Glyma.20G055800.Wm82.a4.v1,0.9886813068794681
Glyma.02G251000.Wm82.a4.v1,0.988643951456628
Glyma.10G040600.Wm82.a4.v1,0.988629943173063
Glyma.16G178000.Wm82.a4.v1,0.988597257178078
Glyma.08G297400.Wm82.a4.v1,0.988592587750223
Glyma.01G030500.Wm82.a4.v1,0.9885809141805855
Glyma.05G156300.Wm82.a4.v1,0.9885739100388029
Glyma.15G243300.Wm82.a4.v1,0.988569240610948
Glyma.13G136300.Wm82.a4.v1,0.9885458934716729
Glyma.17G181000.Wm82.a4.v1,0.9885365546159629
Glyma.09G146500.Wm82.a4.v1,0.9884805214817028
Glyma.03G172500.Wm82.a4.v1,0.9883170915067777
Glyma.07G060700.Wm82.a4.v1,0.9882937443675026
Glyma.12G040200.Wm82.a4.v1,0.9882750666560827
Glyma.05G139800.Wm82.a4.v1,0.9882657278003726
Glyma.07G030500.Wm82.a4.v1,0.9881956863825475
Glyma.07G049000.Wm82.a4.v1,0.98811864082294
Glyma.13G286000.Wm82.a4.v1,0.9881163061090125
Glyma.14G008000.Wm82.a4.v1,0.9880182481240574
Glyma.07G013500.Wm82.a4.v1,0.9879015124276822
Glyma.17G130100.Wm82.a4.v1,0.9878968429998273
Glyma.03G146100.Wm82.a4.v1,0.9878875041441172
Glyma.04G015900.Wm82.a4.v1,0.9878454792934221
Glyma.15G015100.Wm82.a4.v1,0.9878268015820022
Glyma.15G209000.Wm82.a4.v1,0.9877660990198871
Glyma.13G230500.Wm82.a4.v1,0.9877567601641771
Glyma.03G166700.Wm82.a4.v1,0.9877380824527571
Glyma.01G031400.Wm82.a4.v1,0.9877380824527571
Glyma.13G137100.Wm82.a4.v1,0.987640024467802
Glyma.03G110100.Wm82.a4.v1,0.9875466359107019
Glyma.18G195200.Wm82.a4.v1,0.9875232887714268
Glyma.08G305400.Wm82.a4.v1,0.9875139499157168
Glyma.18G158100.Wm82.a4.v1,0.9874765944928768
Glyma.11G142100.Wm82.a4.v1,0.9874765944928768
Glyma.16G135200.Wm82.a4.v1,0.9874719250650218
Glyma.16G094600.Wm82.a4.v1,0.9874299002143268
Glyma.04G055400.Wm82.a4.v1,0.9873995489332692
Glyma.04G161600.Wm82.a4.v1,0.9872991562343866
Glyma.10G122200.Wm82.a4.v1,0.9872991562343866
Glyma.01G205400.Wm82.a4.v1,0.9872944868065316
Glyma.11G101500.Wm82.a4.v1,0.9872898173786766
Glyma.05G001100.Wm82.a4.v1,0.9872384536722716
Glyma.16G203100.Wm82.a4.v1,0.987222110674779
Glyma.14G208900.Wm82.a4.v1,0.9872197759608515
Glyma.18G186800.Wm82.a4.v1,0.9871917593937215
Glyma.06G263900.Wm82.a4.v1,0.9871637428265915
Glyma.03G063200.Wm82.a4.v1,0.9871590733987364
Glyma.09G138400.Wm82.a4.v1,0.9871403956873165
Glyma.19G126000.Wm82.a4.v1,0.9870329988466513
Glyma.07G057200.Wm82.a4.v1,0.9869349408616962
Glyma.06G309000.Wm82.a4.v1,0.9868648994438711
Glyma.01G234600.Wm82.a4.v1,0.9868415523045961
Glyma.11G037500.Wm82.a4.v1,0.9868275440210311
Glyma.18G244900.Wm82.a4.v1,0.986818205165321
Glyma.08G260500.Wm82.a4.v1,0.986790188598191
Glyma.12G169500.Wm82.a4.v1,0.986734155463931
Glyma.11G171355.Wm82.a4.v1,0.9866921306132359
Glyma.08G145600.Wm82.a4.v1,0.9866034114839909
Glyma.11G181100.Wm82.a4.v1,0.9865240312104557
Glyma.16G136600.Wm82.a4.v1,0.9864820063597607
Glyma.08G062300.Wm82.a4.v1,0.9864633286483407
Glyma.13G046700.Wm82.a4.v1,0.9863676053773132
Glyma.02G303000.Wm82.a4.v1,0.9862205183998805
Glyma.10G216700.Wm82.a4.v1,0.9861925018327504
Glyma.20G149400.Wm82.a4.v1,0.9861784935491854
Glyma.13G334300.Wm82.a4.v1,0.9861504769820554
Glyma.13G003000.Wm82.a4.v1,0.9861411381263454
Glyma.04G226700.Wm82.a4.v1,0.9861084521313603
Glyma.14G150500.Wm82.a4.v1,0.9860967785617228
Glyma.18G174600.Wm82.a4.v1,0.9860150635742603
Glyma.01G199700.Wm82.a4.v1,0.9859263444450151
Glyma.14G031200.Wm82.a4.v1,0.9858796501664651
Glyma.03G086400.Wm82.a4.v1,0.9858563030271901
Glyma.01G211200.Wm82.a4.v1,0.9858422947436251
Glyma.16G144700.Wm82.a4.v1,0.985814278176495
Glyma.11G207000.Wm82.a4.v1,0.98580960874864
Glyma.10G075000.Wm82.a4.v1,0.98570688133583
Glyma.14G004200.Wm82.a4.v1,0.9855901456394548
Glyma.15G185000.Wm82.a4.v1,0.9855714679280347
Glyma.10G000600.Wm82.a4.v1,0.9855527902166148
