,highly_variable,in_integrated
Glyma.02G215800.Wm82.a4.v1,False,False
Glyma.19G028700.Wm82.a4.v1,False,False
Glyma.15G172900.Wm82.a4.v1,False,False
Glyma.11G084000.Wm82.a4.v1,False,False
Glyma.06G023300.Wm82.a4.v1,False,False
Glyma.10G071800.Wm82.a4.v1,False,False
Glyma.03G208900.Wm82.a4.v1,False,False
Glyma.08G326600.Wm82.a4.v1,False,False
Glyma.06G173800.Wm82.a4.v1,False,False
Glyma.14G052100.Wm82.a4.v1,True,True
Glyma.06G031900.Wm82.a4.v1,False,False
Glyma.08G180700.Wm82.a4.v1,False,False
Glyma.20G084100.Wm82.a4.v1,False,False
Glyma.09G208500.Wm82.a4.v1,False,False
Glyma.10G156500.Wm82.a4.v1,False,False
Glyma.13G217800.Wm82.a4.v1,False,True
Glyma.06G124600.Wm82.a4.v1,False,False
Glyma.18G286900.Wm82.a4.v1,False,False
Glyma.10G060600.Wm82.a4.v1,False,False
Glyma.13G269800.Wm82.a4.v1,False,False
Glyma.17G260000.Wm82.a4.v1,False,False
Glyma.18G215400.Wm82.a4.v1,False,False
Glyma.19G066800.Wm82.a4.v1,False,False
Glyma.09G178500.Wm82.a4.v1,False,False
Glyma.05G144000.Wm82.a4.v1,False,False
Glyma.20G218200.Wm82.a4.v1,False,False
Glyma.17G144000.Wm82.a4.v1,False,False
Glyma.09G248100.Wm82.a4.v1,False,False
Glyma.02G276100.Wm82.a4.v1,False,False
Glyma.09G165400.Wm82.a4.v1,False,False
Glyma.02G277300.Wm82.a4.v1,False,False
Glyma.17G247300.Wm82.a4.v1,False,False
Glyma.08G218500.Wm82.a4.v1,False,False
Glyma.08G223800.Wm82.a4.v1,False,False
Glyma.14G019100.Wm82.a4.v1,False,False
Glyma.19G056500.Wm82.a4.v1,False,False
Glyma.10G171500.Wm82.a4.v1,False,False
Glyma.02G141700.Wm82.a4.v1,False,False
Glyma.02G057900.Wm82.a4.v1,False,False
Glyma.19G188800.Wm82.a4.v1,False,False
Glyma.07G121300.Wm82.a4.v1,False,False
Glyma.15G028300.Wm82.a4.v1,False,False
Glyma.05G016400.Wm82.a4.v1,False,False
Glyma.15G041600.Wm82.a4.v1,False,False
Glyma.17G079500.Wm82.a4.v1,False,False
Glyma.05G053800.Wm82.a4.v1,False,False
Glyma.19G170100.Wm82.a4.v1,False,False
Glyma.09G023400.Wm82.a4.v1,False,False
Glyma.15G009400.Wm82.a4.v1,False,False
Glyma.13G096925.Wm82.a4.v1,False,False
Glyma.02G225400.Wm82.a4.v1,False,False
Glyma.14G076000.Wm82.a4.v1,False,False
Glyma.04G050100.Wm82.a4.v1,True,False
Glyma.19G011500.Wm82.a4.v1,False,False
Glyma.18G243000.Wm82.a4.v1,False,False
Glyma.11G189600.Wm82.a4.v1,False,True
Glyma.16G155100.Wm82.a4.v1,False,False
Glyma.11G001366.Wm82.a4.v1,False,False
Glyma.06G175100.Wm82.a4.v1,False,False
Glyma.12G163071.Wm82.a4.v1,False,False
Glyma.08G072200.Wm82.a4.v1,False,False
Glyma.05G159500.Wm82.a4.v1,False,False
Glyma.06G204100.Wm82.a4.v1,False,False
Glyma.18G051400.Wm82.a4.v1,False,False
Glyma.06G068300.Wm82.a4.v1,False,False
Glyma.03G172500.Wm82.a4.v1,False,False
Glyma.15G079600.Wm82.a4.v1,False,False
Glyma.06G038000.Wm82.a4.v1,False,False
Glyma.04G158600.Wm82.a4.v1,False,False
Glyma.05G149300.Wm82.a4.v1,False,False
Glyma.05G183300.Wm82.a4.v1,False,False
Glyma.11G166300.Wm82.a4.v1,False,False
Glyma.06G170900.Wm82.a4.v1,False,False
Glyma.01G044900.Wm82.a4.v1,False,False
Glyma.03G074800.Wm82.a4.v1,False,False
Glyma.18G010400.Wm82.a4.v1,False,False
Glyma.05G166700.Wm82.a4.v1,False,False
Glyma.10G095500.Wm82.a4.v1,False,False
Glyma.11G089400.Wm82.a4.v1,False,True
Glyma.05G095400.Wm82.a4.v1,False,False
Glyma.05G157800.Wm82.a4.v1,False,False
Glyma.03G220100.Wm82.a4.v1,False,False
Glyma.14G181500.Wm82.a4.v1,False,False
Glyma.13G025900.Wm82.a4.v1,False,False
Glyma.03G178200.Wm82.a4.v1,False,False
Glyma.17G180600.Wm82.a4.v1,False,False
Glyma.20G217500.Wm82.a4.v1,False,False
Glyma.05G064100.Wm82.a4.v1,False,False
Glyma.01G011200.Wm82.a4.v1,False,False
Glyma.16G147900.Wm82.a4.v1,False,False
Glyma.09G191500.Wm82.a4.v1,False,False
Glyma.13G253700.Wm82.a4.v1,False,False
Glyma.09G224300.Wm82.a4.v1,False,False
Glyma.13G146200.Wm82.a4.v1,False,False
Glyma.18G077951.Wm82.a4.v1,False,False
Glyma.16G182000.Wm82.a4.v1,False,False
Glyma.07G185700.Wm82.a4.v1,False,False
Glyma.01G161200.Wm82.a4.v1,False,False
Glyma.13G258500.Wm82.a4.v1,False,False
Glyma.04G028400.Wm82.a4.v1,False,False
Glyma.06G024200.Wm82.a4.v1,False,False
Glyma.09G114100.Wm82.a4.v1,False,False
Glyma.20G222700.Wm82.a4.v1,False,False
Glyma.15G182000.Wm82.a4.v1,True,True
Glyma.06G064100.Wm82.a4.v1,False,False
Glyma.06G005600.Wm82.a4.v1,False,False
Glyma.04G176000.Wm82.a4.v1,False,False
Glyma.02G221600.Wm82.a4.v1,True,True
Glyma.06G034900.Wm82.a4.v1,False,False
Glyma.05G030500.Wm82.a4.v1,False,False
Glyma.08G205900.Wm82.a4.v1,False,False
Glyma.04G146000.Wm82.a4.v1,False,False
Glyma.09G277000.Wm82.a4.v1,False,False
Glyma.15G006400.Wm82.a4.v1,False,False
Glyma.04G048200.Wm82.a4.v1,False,False
Glyma.20G010800.Wm82.a4.v1,False,False
Glyma.02G063400.Wm82.a4.v1,False,False
Glyma.19G125500.Wm82.a4.v1,False,False
Glyma.03G098400.Wm82.a4.v1,False,False
Glyma.07G005300.Wm82.a4.v1,False,False
Glyma.06G045600.Wm82.a4.v1,False,False
Glyma.05G243900.Wm82.a4.v1,False,False
Glyma.10G190000.Wm82.a4.v1,False,False
Glyma.02G273500.Wm82.a4.v1,False,False
Glyma.05G050700.Wm82.a4.v1,False,False
Glyma.16G025200.Wm82.a4.v1,False,False
Glyma.20G248800.Wm82.a4.v1,False,False
Glyma.13G093500.Wm82.a4.v1,False,True
Glyma.10G096200.Wm82.a4.v1,False,False
Glyma.03G233000.Wm82.a4.v1,False,False
Glyma.07G032600.Wm82.a4.v1,False,False
Glyma.07G105900.Wm82.a4.v1,False,False
Glyma.19G203100.Wm82.a4.v1,False,False
Glyma.11G237200.Wm82.a4.v1,False,False
Glyma.05G224200.Wm82.a4.v1,False,False
Glyma.17G233900.Wm82.a4.v1,False,False
Glyma.18G170400.Wm82.a4.v1,False,False
Glyma.07G184900.Wm82.a4.v1,False,False
Glyma.03G104700.Wm82.a4.v1,False,False
Glyma.13G312100.Wm82.a4.v1,False,False
Glyma.09G166100.Wm82.a4.v1,False,False
Glyma.07G257200.Wm82.a4.v1,False,False
Glyma.19G103400.Wm82.a4.v1,False,False
Glyma.08G132300.Wm82.a4.v1,False,False
Glyma.13G038900.Wm82.a4.v1,False,False
Glyma.04G253100.Wm82.a4.v1,False,False
Glyma.03G021000.Wm82.a4.v1,False,False
Glyma.13G200400.Wm82.a4.v1,False,False
Glyma.19G125000.Wm82.a4.v1,False,False
Glyma.07G080400.Wm82.a4.v1,False,False
Glyma.15G181200.Wm82.a4.v1,False,False
Glyma.13G194600.Wm82.a4.v1,False,False
Glyma.04G165800.Wm82.a4.v1,False,False
Glyma.08G028100.Wm82.a4.v1,False,False
Glyma.18G002400.Wm82.a4.v1,False,False
Glyma.07G109200.Wm82.a4.v1,False,False
Glyma.08G058400.Wm82.a4.v1,False,False
Glyma.15G168000.Wm82.a4.v1,False,False
Glyma.14G098600.Wm82.a4.v1,False,False
Glyma.08G002900.Wm82.a4.v1,False,False
Glyma.09G207700.Wm82.a4.v1,False,False
Glyma.05G214200.Wm82.a4.v1,False,False
Glyma.16G136400.Wm82.a4.v1,False,False
Glyma.06G180500.Wm82.a4.v1,False,False
Glyma.16G048700.Wm82.a4.v1,False,False
Glyma.08G139300.Wm82.a4.v1,False,False
Glyma.17G178700.Wm82.a4.v1,False,False
Glyma.14G015500.Wm82.a4.v1,False,False
Glyma.01G215500.Wm82.a4.v1,True,True
Glyma.14G169800.Wm82.a4.v1,False,False
Glyma.14G000100.Wm82.a4.v1,False,False
Glyma.13G148300.Wm82.a4.v1,False,False
Glyma.14G199400.Wm82.a4.v1,False,False
Glyma.09G065900.Wm82.a4.v1,False,False
Glyma.19G045800.Wm82.a4.v1,False,False
Glyma.11G074100.Wm82.a4.v1,False,False
Glyma.09G217600.Wm82.a4.v1,False,False
Glyma.13G035300.Wm82.a4.v1,False,False
Glyma.20G225900.Wm82.a4.v1,True,True
Glyma.01G019600.Wm82.a4.v1,False,False
Glyma.13G107400.Wm82.a4.v1,False,False
Glyma.20G077900.Wm82.a4.v1,True,True
Glyma.20G108800.Wm82.a4.v1,False,False
Glyma.10G096600.Wm82.a4.v1,False,False
Glyma.05G104900.Wm82.a4.v1,False,False
Glyma.07G023800.Wm82.a4.v1,False,False
Glyma.07G113400.Wm82.a4.v1,False,False
Glyma.15G130300.Wm82.a4.v1,False,False
Glyma.07G212600.Wm82.a4.v1,False,False
Glyma.12G108100.Wm82.a4.v1,False,False
Glyma.06G094100.Wm82.a4.v1,False,False
Glyma.03G190700.Wm82.a4.v1,False,False
Glyma.03G209500.Wm82.a4.v1,False,False
Glyma.06G242900.Wm82.a4.v1,True,True
Glyma.11G199400.Wm82.a4.v1,False,False
Glyma.01G227000.Wm82.a4.v1,False,False
Glyma.13G260500.Wm82.a4.v1,False,False
Glyma.03G232900.Wm82.a4.v1,False,False
Glyma.11G022300.Wm82.a4.v1,False,False
Glyma.14G098000.Wm82.a4.v1,False,False
Glyma.08G063500.Wm82.a4.v1,False,False
Glyma.05G174700.Wm82.a4.v1,False,False
Glyma.08G224000.Wm82.a4.v1,False,False
Glyma.16G026600.Wm82.a4.v1,False,False
Glyma.20G109000.Wm82.a4.v1,False,False
Glyma.01G004100.Wm82.a4.v1,False,False
Glyma.12G170900.Wm82.a4.v1,False,False
Glyma.02G203600.Wm82.a4.v1,False,False
Glyma.19G082300.Wm82.a4.v1,False,False
Glyma.08G021100.Wm82.a4.v1,True,True
Glyma.02G032100.Wm82.a4.v1,False,False
Glyma.11G039900.Wm82.a4.v1,False,False
Glyma.08G335400.Wm82.a4.v1,False,False
Glyma.13G293800.Wm82.a4.v1,False,False
Glyma.20G211700.Wm82.a4.v1,False,True
Glyma.06G303700.Wm82.a4.v1,False,False
Glyma.15G250200.Wm82.a4.v1,False,False
Glyma.12G171100.Wm82.a4.v1,True,False
Glyma.09G041200.Wm82.a4.v1,False,False
Glyma.15G040200.Wm82.a4.v1,False,True
Glyma.06G054300.Wm82.a4.v1,False,False
Glyma.14G069300.Wm82.a4.v1,False,False
Glyma.14G062000.Wm82.a4.v1,False,False
Glyma.07G183000.Wm82.a4.v1,False,False
Glyma.17G156702.Wm82.a4.v1,False,False
Glyma.05G078900.Wm82.a4.v1,False,False
Glyma.17G188500.Wm82.a4.v1,False,True
Glyma.14G057700.Wm82.a4.v1,False,False
Glyma.08G141100.Wm82.a4.v1,False,False
Glyma.02G192900.Wm82.a4.v1,False,False
Glyma.05G068400.Wm82.a4.v1,False,False
Glyma.08G095800.Wm82.a4.v1,False,False
Glyma.09G202100.Wm82.a4.v1,False,False
Glyma.11G020700.Wm82.a4.v1,False,True
Glyma.06G264100.Wm82.a4.v1,False,False
Glyma.03G234300.Wm82.a4.v1,False,False
Glyma.07G266900.Wm82.a4.v1,False,False
Glyma.19G206800.Wm82.a4.v1,False,False
Glyma.07G002300.Wm82.a4.v1,False,False
Glyma.06G198000.Wm82.a4.v1,False,False
Glyma.06G214400.Wm82.a4.v1,False,False
Glyma.17G110900.Wm82.a4.v1,False,False
Glyma.07G206300.Wm82.a4.v1,False,False
Glyma.18G248100.Wm82.a4.v1,False,False
Glyma.13G368300.Wm82.a4.v1,False,False
Glyma.11G231000.Wm82.a4.v1,False,False
Glyma.12G205000.Wm82.a4.v1,False,False
Glyma.18G282800.Wm82.a4.v1,False,False
Glyma.10G109500.Wm82.a4.v1,False,False
Glyma.08G082700.Wm82.a4.v1,False,False
Glyma.16G179100.Wm82.a4.v1,True,True
Glyma.U031808.Wm82.a4.v1,False,False
Glyma.06G085600.Wm82.a4.v1,False,False
Glyma.13G246000.Wm82.a4.v1,False,False
Glyma.13G224300.Wm82.a4.v1,True,True
Glyma.10G186400.Wm82.a4.v1,False,False
Glyma.09G168600.Wm82.a4.v1,False,False
Glyma.18G165200.Wm82.a4.v1,True,True
Glyma.10G012300.Wm82.a4.v1,False,False
Glyma.04G194800.Wm82.a4.v1,True,True
Glyma.20G054800.Wm82.a4.v1,False,False
Glyma.09G087300.Wm82.a4.v1,False,False
Glyma.09G020900.Wm82.a4.v1,False,False
Glyma.11G103800.Wm82.a4.v1,False,False
Glyma.16G068400.Wm82.a4.v1,False,False
Glyma.03G138000.Wm82.a4.v1,True,True
Glyma.01G126000.Wm82.a4.v1,False,False
Glyma.07G080800.Wm82.a4.v1,False,False
Glyma.08G231100.Wm82.a4.v1,False,False
Glyma.12G209500.Wm82.a4.v1,False,False
Glyma.03G205600.Wm82.a4.v1,False,False
Glyma.19G260200.Wm82.a4.v1,False,False
Glyma.06G255200.Wm82.a4.v1,False,False
Glyma.03G000600.Wm82.a4.v1,False,False
Glyma.13G169000.Wm82.a4.v1,False,False
Glyma.07G021700.Wm82.a4.v1,False,False
Glyma.03G133900.Wm82.a4.v1,False,False
Glyma.11G241400.Wm82.a4.v1,False,False
Glyma.01G034402.Wm82.a4.v1,False,False
Glyma.07G121500.Wm82.a4.v1,True,True
Glyma.13G061700.Wm82.a4.v1,False,False
Glyma.08G132200.Wm82.a4.v1,False,False
Glyma.09G121700.Wm82.a4.v1,False,False
Glyma.10G193500.Wm82.a4.v1,True,True
Glyma.18G131200.Wm82.a4.v1,False,False
Glyma.17G003400.Wm82.a4.v1,False,False
Glyma.20G071666.Wm82.a4.v1,False,False
Glyma.17G083700.Wm82.a4.v1,False,False
Glyma.05G153000.Wm82.a4.v1,False,False
Glyma.01G213300.Wm82.a4.v1,False,False
Glyma.05G246600.Wm82.a4.v1,False,False
Glyma.10G134100.Wm82.a4.v1,False,False
Glyma.14G079000.Wm82.a4.v1,False,False
Glyma.06G036100.Wm82.a4.v1,False,False
Glyma.15G091800.Wm82.a4.v1,False,False
Glyma.15G054000.Wm82.a4.v1,True,True
Glyma.14G149000.Wm82.a4.v1,False,False
Glyma.13G323000.Wm82.a4.v1,False,False
Glyma.18G052500.Wm82.a4.v1,False,False
Glyma.04G061400.Wm82.a4.v1,False,False
Glyma.02G202400.Wm82.a4.v1,False,False
Glyma.14G047100.Wm82.a4.v1,False,False
Glyma.05G025000.Wm82.a4.v1,False,False
Glyma.17G166200.Wm82.a4.v1,False,False
Glyma.17G192700.Wm82.a4.v1,False,False
Glyma.03G167200.Wm82.a4.v1,False,False
Glyma.02G099500.Wm82.a4.v1,False,False
Glyma.13G139400.Wm82.a4.v1,False,False
Glyma.10G018400.Wm82.a4.v1,False,False
Glyma.02G009700.Wm82.a4.v1,False,False
Glyma.02G015000.Wm82.a4.v1,False,False
Glyma.01G200000.Wm82.a4.v1,False,False
Glyma.09G114000.Wm82.a4.v1,False,False
Glyma.10G224500.Wm82.a4.v1,False,False
Glyma.03G099500.Wm82.a4.v1,False,False
Glyma.19G136800.Wm82.a4.v1,False,False
Glyma.02G023900.Wm82.a4.v1,False,True
Glyma.09G273900.Wm82.a4.v1,False,False
Glyma.03G206000.Wm82.a4.v1,False,False
Glyma.04G207600.Wm82.a4.v1,False,False
Glyma.14G180600.Wm82.a4.v1,False,False
Glyma.14G005100.Wm82.a4.v1,False,False
Glyma.03G175400.Wm82.a4.v1,False,False
Glyma.02G255400.Wm82.a4.v1,False,False
Glyma.17G027100.Wm82.a4.v1,False,False
Glyma.09G259000.Wm82.a4.v1,False,False
Glyma.01G087700.Wm82.a4.v1,False,False
Glyma.18G289700.Wm82.a4.v1,False,False
Glyma.09G203800.Wm82.a4.v1,False,False
Glyma.20G060100.Wm82.a4.v1,False,False
Glyma.16G203800.Wm82.a4.v1,False,False
Glyma.11G176312.Wm82.a4.v1,False,False
Glyma.16G042000.Wm82.a4.v1,False,False
Glyma.06G283600.Wm82.a4.v1,False,False
Glyma.10G184300.Wm82.a4.v1,False,False
Glyma.20G121200.Wm82.a4.v1,False,False
Glyma.07G092600.Wm82.a4.v1,False,False
Glyma.19G250600.Wm82.a4.v1,False,False
Glyma.01G093100.Wm82.a4.v1,False,False
Glyma.10G069800.Wm82.a4.v1,False,False
Glyma.13G197500.Wm82.a4.v1,False,False
Glyma.06G061700.Wm82.a4.v1,False,False
Glyma.13G220000.Wm82.a4.v1,False,False
Glyma.08G017600.Wm82.a4.v1,True,False
Glyma.03G195700.Wm82.a4.v1,False,False
Glyma.15G098000.Wm82.a4.v1,False,False
Glyma.04G224700.Wm82.a4.v1,False,False
Glyma.08G152600.Wm82.a4.v1,False,False
Glyma.04G069600.Wm82.a4.v1,False,True
Glyma.19G145500.Wm82.a4.v1,False,False
Glyma.01G194300.Wm82.a4.v1,False,False
Glyma.12G120400.Wm82.a4.v1,False,False
Glyma.07G013800.Wm82.a4.v1,False,False
Glyma.11G048366.Wm82.a4.v1,False,False
Glyma.20G072700.Wm82.a4.v1,False,False
Glyma.19G052400.Wm82.a4.v1,False,False
Glyma.17G250300.Wm82.a4.v1,False,False
Glyma.11G069000.Wm82.a4.v1,False,False
Glyma.16G006400.Wm82.a4.v1,False,False
Glyma.11G156500.Wm82.a4.v1,False,False
Glyma.08G311500.Wm82.a4.v1,False,True
Glyma.16G088100.Wm82.a4.v1,False,False
Glyma.06G083900.Wm82.a4.v1,False,False
Glyma.01G238000.Wm82.a4.v1,False,False
Glyma.04G251300.Wm82.a4.v1,False,False
Glyma.15G196000.Wm82.a4.v1,False,False
Glyma.07G177100.Wm82.a4.v1,False,False
Glyma.17G112400.Wm82.a4.v1,False,False
Glyma.18G234300.Wm82.a4.v1,False,False
Glyma.14G127800.Wm82.a4.v1,False,False
Glyma.03G016700.Wm82.a4.v1,False,False
Glyma.18G279900.Wm82.a4.v1,False,False
Glyma.13G329700.Wm82.a4.v1,False,False
Glyma.06G084300.Wm82.a4.v1,False,False
Glyma.11G041400.Wm82.a4.v1,False,False
Glyma.07G244600.Wm82.a4.v1,False,False
Glyma.16G178200.Wm82.a4.v1,True,True
Glyma.04G213400.Wm82.a4.v1,False,False
Glyma.15G069500.Wm82.a4.v1,False,False
Glyma.18G193900.Wm82.a4.v1,False,False
Glyma.14G044800.Wm82.a4.v1,False,False
Glyma.17G102800.Wm82.a4.v1,False,False
Glyma.16G068000.Wm82.a4.v1,False,False
Glyma.03G160000.Wm82.a4.v1,False,False
Glyma.02G266000.Wm82.a4.v1,False,True
Glyma.11G011400.Wm82.a4.v1,False,False
Glyma.06G038700.Wm82.a4.v1,False,False
Glyma.13G293100.Wm82.a4.v1,False,False
Glyma.14G149300.Wm82.a4.v1,False,False
Glyma.19G136400.Wm82.a4.v1,False,True
Glyma.06G208100.Wm82.a4.v1,False,False
Glyma.15G032800.Wm82.a4.v1,False,False
Glyma.10G247400.Wm82.a4.v1,False,False
Glyma.01G023000.Wm82.a4.v1,False,False
Glyma.01G102700.Wm82.a4.v1,False,True
Glyma.13G067700.Wm82.a4.v1,False,False
Glyma.05G184200.Wm82.a4.v1,False,False
Glyma.20G197500.Wm82.a4.v1,False,False
Glyma.18G034300.Wm82.a4.v1,False,False
Glyma.09G096800.Wm82.a4.v1,False,False
Glyma.03G171300.Wm82.a4.v1,False,False
Glyma.05G011900.Wm82.a4.v1,False,False
Glyma.16G030300.Wm82.a4.v1,False,False
Glyma.04G142300.Wm82.a4.v1,False,False
Glyma.19G243500.Wm82.a4.v1,False,False
Glyma.16G094600.Wm82.a4.v1,False,False
Glyma.12G205500.Wm82.a4.v1,False,False
Glyma.07G136650.Wm82.a4.v1,False,False
Glyma.06G178000.Wm82.a4.v1,False,False
Glyma.13G065500.Wm82.a4.v1,False,False
Glyma.19G228600.Wm82.a4.v1,False,False
Glyma.05G185300.Wm82.a4.v1,False,False
Glyma.07G077100.Wm82.a4.v1,False,False
Glyma.09G089400.Wm82.a4.v1,False,False
Glyma.12G146700.Wm82.a4.v1,False,True
Glyma.06G240500.Wm82.a4.v1,False,False
Glyma.14G029700.Wm82.a4.v1,False,False
Glyma.03G097900.Wm82.a4.v1,False,False
Glyma.02G016100.Wm82.a4.v1,False,False
Glyma.11G141900.Wm82.a4.v1,False,False
Glyma.01G226700.Wm82.a4.v1,False,False
Glyma.15G225932.Wm82.a4.v1,False,False
Glyma.06G307200.Wm82.a4.v1,False,False
Glyma.13G256800.Wm82.a4.v1,False,False
Glyma.05G152851.Wm82.a4.v1,False,False
Glyma.15G019100.Wm82.a4.v1,False,False
Glyma.02G129500.Wm82.a4.v1,False,False
Glyma.01G175200.Wm82.a4.v1,True,True
Glyma.06G309900.Wm82.a4.v1,False,False
Glyma.09G194900.Wm82.a4.v1,False,False
Glyma.03G025500.Wm82.a4.v1,False,False
Glyma.03G262400.Wm82.a4.v1,False,True
Glyma.13G318400.Wm82.a4.v1,False,False
Glyma.18G123400.Wm82.a4.v1,False,False
Glyma.07G220800.Wm82.a4.v1,False,False
Glyma.01G170502.Wm82.a4.v1,False,False
Glyma.05G198400.Wm82.a4.v1,False,False
Glyma.03G171200.Wm82.a4.v1,False,False
Glyma.15G129200.Wm82.a4.v1,True,True
Glyma.17G250200.Wm82.a4.v1,False,False
Glyma.04G133400.Wm82.a4.v1,False,False
Glyma.02G250700.Wm82.a4.v1,False,False
Glyma.01G061500.Wm82.a4.v1,False,False
Glyma.05G176167.Wm82.a4.v1,False,False
Glyma.09G274000.Wm82.a4.v1,True,True
Glyma.08G033600.Wm82.a4.v1,False,False
Glyma.20G018800.Wm82.a4.v1,False,False
Glyma.07G236600.Wm82.a4.v1,False,True
Glyma.05G146600.Wm82.a4.v1,False,False
Glyma.11G254700.Wm82.a4.v1,True,False
Glyma.14G214500.Wm82.a4.v1,False,False
Glyma.11G016400.Wm82.a4.v1,False,False
Glyma.17G237900.Wm82.a4.v1,False,True
Glyma.10G286666.Wm82.a4.v1,False,False
Glyma.09G203100.Wm82.a4.v1,False,False
Glyma.16G195400.Wm82.a4.v1,False,False
Glyma.07G009300.Wm82.a4.v1,False,False
Glyma.10G298400.Wm82.a4.v1,False,False
Glyma.19G122400.Wm82.a4.v1,False,False
Glyma.09G002600.Wm82.a4.v1,False,False
Glyma.17G156651.Wm82.a4.v1,False,False
Glyma.02G009200.Wm82.a4.v1,False,False
Glyma.14G053300.Wm82.a4.v1,False,False
Glyma.04G230700.Wm82.a4.v1,False,False
Glyma.18G116300.Wm82.a4.v1,True,True
Glyma.13G323900.Wm82.a4.v1,False,False
Glyma.12G216000.Wm82.a4.v1,False,False
Glyma.05G168000.Wm82.a4.v1,False,False
Glyma.10G188600.Wm82.a4.v1,False,False
Glyma.17G059400.Wm82.a4.v1,False,False
Glyma.05G139300.Wm82.a4.v1,False,False
Glyma.07G140700.Wm82.a4.v1,False,False
Glyma.13G369900.Wm82.a4.v1,True,True
Glyma.19G111300.Wm82.a4.v1,False,False
Glyma.15G058700.Wm82.a4.v1,False,False
Glyma.09G034400.Wm82.a4.v1,False,False
Glyma.10G101800.Wm82.a4.v1,False,False
Glyma.09G213700.Wm82.a4.v1,True,True
Glyma.18G057100.Wm82.a4.v1,False,False
Glyma.08G286000.Wm82.a4.v1,False,False
Glyma.13G184700.Wm82.a4.v1,False,False
Glyma.10G218000.Wm82.a4.v1,False,False
Glyma.05G216950.Wm82.a4.v1,False,False
Glyma.10G179100.Wm82.a4.v1,False,False
Glyma.10G166800.Wm82.a4.v1,False,False
Glyma.14G181400.Wm82.a4.v1,False,False
Glyma.03G148700.Wm82.a4.v1,False,False
Glyma.13G192900.Wm82.a4.v1,False,False
Glyma.14G147200.Wm82.a4.v1,False,False
Glyma.17G124900.Wm82.a4.v1,False,False
Glyma.11G092000.Wm82.a4.v1,False,False
Glyma.15G118600.Wm82.a4.v1,False,False
Glyma.04G096900.Wm82.a4.v1,False,False
Glyma.13G070100.Wm82.a4.v1,False,False
Glyma.08G217600.Wm82.a4.v1,False,False
Glyma.07G075200.Wm82.a4.v1,False,False
Glyma.06G101200.Wm82.a4.v1,True,True
Glyma.07G004800.Wm82.a4.v1,False,False
Glyma.14G219300.Wm82.a4.v1,False,False
Glyma.15G038100.Wm82.a4.v1,False,False
Glyma.16G053800.Wm82.a4.v1,True,True
Glyma.19G228400.Wm82.a4.v1,False,False
Glyma.16G147800.Wm82.a4.v1,False,False
Glyma.03G258300.Wm82.a4.v1,False,False
Glyma.11G246200.Wm82.a4.v1,True,True
Glyma.02G193800.Wm82.a4.v1,True,True
Glyma.09G135800.Wm82.a4.v1,False,False
Glyma.08G337400.Wm82.a4.v1,False,False
Glyma.11G075500.Wm82.a4.v1,False,False
Glyma.12G085600.Wm82.a4.v1,False,False
Glyma.11G036900.Wm82.a4.v1,False,False
Glyma.19G143900.Wm82.a4.v1,False,False
Glyma.13G249500.Wm82.a4.v1,False,False
Glyma.15G102800.Wm82.a4.v1,True,True
Glyma.12G069100.Wm82.a4.v1,False,False
Glyma.09G129300.Wm82.a4.v1,False,False
Glyma.06G170700.Wm82.a4.v1,False,False
Glyma.18G173400.Wm82.a4.v1,False,False
Glyma.11G019500.Wm82.a4.v1,False,False
Glyma.08G084500.Wm82.a4.v1,False,False
Glyma.06G084550.Wm82.a4.v1,False,False
Glyma.10G166700.Wm82.a4.v1,False,False
Glyma.16G036300.Wm82.a4.v1,False,False
Glyma.16G016600.Wm82.a4.v1,False,False
Glyma.13G158600.Wm82.a4.v1,False,False
Glyma.02G292800.Wm82.a4.v1,False,False
Glyma.07G031100.Wm82.a4.v1,True,False
Glyma.06G142000.Wm82.a4.v1,True,True
Glyma.02G107700.Wm82.a4.v1,False,False
Glyma.01G024600.Wm82.a4.v1,False,False
Glyma.05G112100.Wm82.a4.v1,False,False
Glyma.08G030000.Wm82.a4.v1,False,False
Glyma.05G240000.Wm82.a4.v1,False,False
Glyma.13G321500.Wm82.a4.v1,False,False
Glyma.09G256100.Wm82.a4.v1,True,True
Glyma.07G166850.Wm82.a4.v1,False,False
Glyma.16G010400.Wm82.a4.v1,False,False
Glyma.09G234100.Wm82.a4.v1,False,False
Glyma.05G182600.Wm82.a4.v1,False,False
Glyma.04G195633.Wm82.a4.v1,False,False
Glyma.19G138951.Wm82.a4.v1,False,False
Glyma.06G130267.Wm82.a4.v1,False,False
Glyma.07G211600.Wm82.a4.v1,False,False
Glyma.20G169300.Wm82.a4.v1,False,False
Glyma.08G151900.Wm82.a4.v1,False,False
Glyma.12G242500.Wm82.a4.v1,False,False
Glyma.08G344000.Wm82.a4.v1,False,False
Glyma.02G283300.Wm82.a4.v1,False,False
Glyma.04G000700.Wm82.a4.v1,False,False
Glyma.07G219200.Wm82.a4.v1,False,False
Glyma.04G081800.Wm82.a4.v1,False,False
Glyma.17G143000.Wm82.a4.v1,False,False
Glyma.13G358600.Wm82.a4.v1,False,False
Glyma.10G244300.Wm82.a4.v1,False,False
Glyma.14G002800.Wm82.a4.v1,False,False
Glyma.04G063200.Wm82.a4.v1,False,False
Glyma.08G137200.Wm82.a4.v1,False,False
Glyma.08G117000.Wm82.a4.v1,False,False
Glyma.18G090400.Wm82.a4.v1,False,False
