,conservation_score
Glyma.10G029400.Wm82.a4.v1,0.9714999899612504
Glyma.05G156300.Wm82.a4.v1,0.9713443893428635
Glyma.18G289100.Wm82.a4.v1,0.9713393699680768
Glyma.17G015600.Wm82.a4.v1,0.9712791374706367
Glyma.04G139200.Wm82.a4.v1,0.9712314534101633
Glyma.01G209400.Wm82.a4.v1,0.9711787499749032
Glyma.10G002600.Wm82.a4.v1,0.9710783624791696
Glyma.08G030900.Wm82.a4.v1,0.9710432268556629
Glyma.03G236200.Wm82.a4.v1,0.9709528781095027
Glyma.10G048100.Wm82.a4.v1,0.970932800610356
Glyma.13G003200.Wm82.a4.v1,0.970822374365049
Glyma.08G343800.Wm82.a4.v1,0.9707420643684622
Glyma.02G171100.Wm82.a4.v1,0.9707119481197422
Glyma.12G015800.Wm82.a4.v1,0.9706667737466621
Glyma.04G241000.Wm82.a4.v1,0.9706567349970887
Glyma.11G049900.Wm82.a4.v1,0.9705613668761419
Glyma.09G045700.Wm82.a4.v1,0.9705412893769952
Glyma.06G309000.Wm82.a4.v1,0.9705262312526352
Glyma.09G263100.Wm82.a4.v1,0.9702451462645812
Glyma.14G078100.Wm82.a4.v1,0.970235107515008
Glyma.08G151700.Wm82.a4.v1,0.9701547975184212
Glyma.08G135000.Wm82.a4.v1,0.9700995843957677
Glyma.05G200500.Wm82.a4.v1,0.970064448772261
Glyma.17G092700.Wm82.a4.v1,0.9699590419017408
Glyma.16G127300.Wm82.a4.v1,0.9698586544060072
Glyma.02G263200.Wm82.a4.v1,0.9698184994077138
Glyma.04G002300.Wm82.a4.v1,0.9697683056598471
Glyma.01G201000.Wm82.a4.v1,0.9697331700363403
Glyma.12G221000.Wm82.a4.v1,0.9697331700363403
Glyma.13G357200.Wm82.a4.v1,0.9697281506615536
Glyma.17G030700.Wm82.a4.v1,0.9696478406649668
Glyma.16G094300.Wm82.a4.v1,0.9696026662918866
Glyma.15G095400.Wm82.a4.v1,0.9695424337944466
Glyma.11G141800.Wm82.a4.v1,0.9695072981709398
Glyma.03G239000.Wm82.a4.v1,0.9694571044230731
Glyma.12G163008.Wm82.a4.v1,0.9693717750516996
Glyma.18G065900.Wm82.a4.v1,0.9692362519324593
Glyma.10G171300.Wm82.a4.v1,0.969211155058526
