clustering,libraries,cluster,n_cells,median_cv,mean_cv,genes_used,silhouette_within_library,silhouette_global
cluster_annot,leaf_Heat_rep2,Hydathode cells-16,27,3.116900147407775,3.368732206898229,1706,0.34517597445638587,0.3226320059841831
cluster_annot,leaf_Heat_rep2,Mesophyll-0,339,3.344449093436054,3.909930263720277,1982,0.3505397218670105,0.2803156740652237
cluster_annot,leaf_Heat_rep2,Mesophyll-1,660,3.338669808028079,4.0348124902676465,1972,0.18835561480646879,0.23809382346975408
cluster_annot,leaf_Heat_rep2,Mesophyll-2,153,3.2291444258229967,3.5516114611638896,1989,-0.13806513849183544,-0.1878593594673228
cluster_annot,leaf_Heat_rep2,Mesophyll-5,347,3.236453425725784,3.6184322670507583,1997,0.23043247329634825,0.1637489866536461
cluster_annot,leaf_Heat_rep2,Unknown-14,28,3.0644573798304466,3.341344713667036,1666,0.06187301390948328,0.057361514277099304
cluster_annot,leaf_Heat_rep2,Vascular/Phloem parenchyma-11,57,3.137480437941345,3.461858043149505,1937,-0.05503694832097571,-0.03476066050046804
cluster_annot,leaf_Heat_rep3,Bundle sheath-10,38,3.1110599587389562,3.3641234781783056,1830,0.3068748782042657,0.28324771918117997
cluster_annot,leaf_Heat_rep3,Bundle sheath-3,104,3.214292254758967,3.5336249511180644,1951,0.04804397396316959,0.07635446212709372
cluster_annot,leaf_Heat_rep3,Companion cells-6,115,3.212658961558796,3.722227316828923,1927,0.3000169966816987,0.25184318524828403
cluster_annot,leaf_Heat_rep3,Epidermal-4,113,3.455534294799154,3.846172876744198,1940,0.11719170965890569,0.11700376532590344
cluster_annot,leaf_Heat_rep3,Epidermal/Pavement-9,167,3.4385075923928277,4.012402129642776,1940,0.0359233757180417,0.10278691759546005
cluster_annot,leaf_Heat_rep3,Guard cells-12,27,2.921866467827211,3.0977434998808095,1751,0.3399926219734653,0.22526485662992116
cluster_annot,leaf_Heat_rep3,Hydathode cells-15,6,2.449489742783178,2.053724873968663,789,0.7974421683512235,0.6201758387510429
cluster_annot,leaf_Heat_rep3,Hydathode cells-16,3,1.7320508075688774,1.5852405207376392,703,0.7503376833884929,0.5376163977171154
cluster_annot,leaf_Heat_rep3,Mesophyll-0,453,3.390985498365426,4.152095436899847,1955,0.32674419993292675,0.31878501128970016
cluster_annot,leaf_Heat_rep3,Mesophyll-1,1,,,0,0.0,-0.02994555029267243
