celltype_call,replicate,treatment,metric,value,organelle_set,n_cells,total_umis
Guard cells,rep2,Control,median_gene,0.0,ct,35,46266
Guard cells,rep2,Control,median_gene_per_cell,0.0,ct,35,46266
Guard cells,rep2,Control,pct_reads,0.0432,ct,35,46266
Guard cells,rep2,Control,total,10821.0,cr,35,46266
Guard cells,rep2,Control,median_gene,0.0,cr,35,46266
Guard cells,rep2,Control,median_gene_per_cell,0.0,cr,35,46266
Guard cells,rep2,Control,pct_reads,23.3887,cr,35,46266
Guard cells,rep2,Control,total,11191.0,organelle,35,46266
Guard cells,rep2,Control,median_gene,0.0,organelle,35,46266
Guard cells,rep2,Control,median_gene_per_cell,0.0,organelle,35,46266
Guard cells,rep2,Control,pct_reads,24.1884,organelle,35,46266
Guard cells,rep2,Drought,total,3537.0,cp,85,247683
Guard cells,rep2,Drought,median_gene,9.0,cp,85,247683
Guard cells,rep2,Drought,median_gene_per_cell,0.1059,cp,85,247683
Guard cells,rep2,Drought,pct_reads,1.428,cp,85,247683
Guard cells,rep2,Drought,total,339.0,ct,85,247683
Guard cells,rep2,Drought,median_gene,0.0,ct,85,247683
Guard cells,rep2,Drought,median_gene_per_cell,0.0,ct,85,247683
Guard cells,rep2,Drought,pct_reads,0.1369,ct,85,247683
Guard cells,rep2,Drought,total,92682.0,cr,85,247683
Guard cells,rep2,Drought,median_gene,0.5,cr,85,247683
Guard cells,rep2,Drought,median_gene_per_cell,0.0059,cr,85,247683
Guard cells,rep2,Drought,pct_reads,37.4196,cr,85,247683
Guard cells,rep2,Drought,total,96558.0,organelle,85,247683
Guard cells,rep2,Drought,median_gene,2.0,organelle,85,247683
Guard cells,rep2,Drought,median_gene_per_cell,0.0235,organelle,85,247683
Guard cells,rep2,Drought,pct_reads,38.9845,organelle,85,247683
Guard cells,rep2,HD,total,1172.0,cp,69,165989
Guard cells,rep2,HD,median_gene,3.0,cp,69,165989
Guard cells,rep2,HD,median_gene_per_cell,0.0435,cp,69,165989
Guard cells,rep2,HD,pct_reads,0.7061,cp,69,165989
Guard cells,rep2,HD,total,133.0,ct,69,165989
Guard cells,rep2,HD,median_gene,0.0,ct,69,165989
Guard cells,rep2,HD,median_gene_per_cell,0.0,ct,69,165989
Guard cells,rep2,HD,pct_reads,0.0801,ct,69,165989
Guard cells,rep2,HD,total,22724.0,cr,69,165989
Guard cells,rep2,HD,median_gene,0.0,cr,69,165989
Guard cells,rep2,HD,median_gene_per_cell,0.0,cr,69,165989
Guard cells,rep2,HD,pct_reads,13.6901,cr,69,165989
Guard cells,rep2,HD,total,24029.0,organelle,69,165989
Guard cells,rep2,HD,median_gene,1.0,organelle,69,165989
Guard cells,rep2,HD,median_gene_per_cell,0.0145,organelle,69,165989
Guard cells,rep2,HD,pct_reads,14.4763,organelle,69,165989
Guard cells,rep2,Heat,total,432.0,cp,80,89844
Guard cells,rep2,Heat,median_gene,1.0,cp,80,89844
Guard cells,rep2,Heat,median_gene_per_cell,0.0125,cp,80,89844
Guard cells,rep2,Heat,pct_reads,0.4808,cp,80,89844
Guard cells,rep2,Heat,total,44.0,ct,80,89844
Guard cells,rep2,Heat,median_gene,0.0,ct,80,89844
Guard cells,rep2,Heat,median_gene_per_cell,0.0,ct,80,89844
Guard cells,rep2,Heat,pct_reads,0.049,ct,80,89844
Guard cells,rep2,Heat,total,11951.0,cr,80,89844
Guard cells,rep2,Heat,median_gene,0.0,cr,80,89844
Guard cells,rep2,Heat,median_gene_per_cell,0.0,cr,80,89844
Guard cells,rep2,Heat,pct_reads,13.3019,cr,80,89844
Guard cells,rep2,Heat,total,12427.0,organelle,80,89844
Guard cells,rep2,Heat,median_gene,0.0,organelle,80,89844
Guard cells,rep2,Heat,median_gene_per_cell,0.0,organelle,80,89844
Guard cells,rep2,Heat,pct_reads,13.8318,organelle,80,89844
Guard cells,rep3,Control,total,217.0,cp,30,26573
Guard cells,rep3,Control,median_gene,1.0,cp,30,26573
Guard cells,rep3,Control,median_gene_per_cell,0.0333,cp,30,26573
Guard cells,rep3,Control,pct_reads,0.8166,cp,30,26573
Guard cells,rep3,Control,total,19.0,ct,30,26573
Guard cells,rep3,Control,median_gene,0.0,ct,30,26573
Guard cells,rep3,Control,median_gene_per_cell,0.0,ct,30,26573
Guard cells,rep3,Control,pct_reads,0.0715,ct,30,26573
Guard cells,rep3,Control,total,26.0,cr,30,26573
Guard cells,rep3,Control,median_gene,0.0,cr,30,26573
Guard cells,rep3,Control,median_gene_per_cell,0.0,cr,30,26573
Guard cells,rep3,Control,pct_reads,0.0978,cr,30,26573
Guard cells,rep3,Control,total,262.0,organelle,30,26573
Guard cells,rep3,Control,median_gene,0.0,organelle,30,26573
Guard cells,rep3,Control,median_gene_per_cell,0.0,organelle,30,26573
Guard cells,rep3,Control,pct_reads,0.986,organelle,30,26573
Guard cells,rep3,Drought,total,67.0,cp,14,13253
Guard cells,rep3,Drought,median_gene,0.0,cp,14,13253
Guard cells,rep3,Drought,median_gene_per_cell,0.0,cp,14,13253
Guard cells,rep3,Drought,pct_reads,0.5055,cp,14,13253
Guard cells,rep3,Drought,total,4.0,ct,14,13253
Guard cells,rep3,Drought,median_gene,0.0,ct,14,13253
Guard cells,rep3,Drought,median_gene_per_cell,0.0,ct,14,13253
Guard cells,rep3,Drought,pct_reads,0.0302,ct,14,13253
Guard cells,rep3,Drought,total,16.0,cr,14,13253
Guard cells,rep3,Drought,median_gene,0.0,cr,14,13253
Guard cells,rep3,Drought,median_gene_per_cell,0.0,cr,14,13253
Guard cells,rep3,Drought,pct_reads,0.1207,cr,14,13253
Guard cells,rep3,Drought,total,87.0,organelle,14,13253
Guard cells,rep3,Drought,median_gene,0.0,organelle,14,13253
Guard cells,rep3,Drought,median_gene_per_cell,0.0,organelle,14,13253
Guard cells,rep3,Drought,pct_reads,0.6565,organelle,14,13253
Guard cells,rep3,HD,total,81.0,cp,13,13888
Guard cells,rep3,HD,median_gene,0.0,cp,13,13888
Guard cells,rep3,HD,median_gene_per_cell,0.0,cp,13,13888
Guard cells,rep3,HD,pct_reads,0.5832,cp,13,13888
Guard cells,rep3,HD,total,11.0,ct,13,13888
Guard cells,rep3,HD,median_gene,0.0,ct,13,13888
Guard cells,rep3,HD,median_gene_per_cell,0.0,ct,13,13888
Guard cells,rep3,HD,pct_reads,0.0792,ct,13,13888
Guard cells,rep3,HD,total,21.0,cr,13,13888
Guard cells,rep3,HD,median_gene,0.0,cr,13,13888
Guard cells,rep3,HD,median_gene_per_cell,0.0,cr,13,13888
Guard cells,rep3,HD,pct_reads,0.1512,cr,13,13888
Guard cells,rep3,HD,total,113.0,organelle,13,13888
Guard cells,rep3,HD,median_gene,0.0,organelle,13,13888
Guard cells,rep3,HD,median_gene_per_cell,0.0,organelle,13,13888
Guard cells,rep3,HD,pct_reads,0.8137,organelle,13,13888
Guard cells,rep3,Heat,total,162.0,cp,27,26092
Guard cells,rep3,Heat,median_gene,0.5,cp,27,26092
Guard cells,rep3,Heat,median_gene_per_cell,0.0185,cp,27,26092
Guard cells,rep3,Heat,pct_reads,0.6209,cp,27,26092
Guard cells,rep3,Heat,total,19.0,ct,27,26092
Guard cells,rep3,Heat,median_gene,0.0,ct,27,26092
Guard cells,rep3,Heat,median_gene_per_cell,0.0,ct,27,26092
Guard cells,rep3,Heat,pct_reads,0.0728,ct,27,26092
Guard cells,rep3,Heat,total,66.0,cr,27,26092
Guard cells,rep3,Heat,median_gene,0.0,cr,27,26092
Guard cells,rep3,Heat,median_gene_per_cell,0.0,cr,27,26092
Guard cells,rep3,Heat,pct_reads,0.253,cr,27,26092
Guard cells,rep3,Heat,total,247.0,organelle,27,26092
Guard cells,rep3,Heat,median_gene,0.0,organelle,27,26092
Guard cells,rep3,Heat,median_gene_per_cell,0.0,organelle,27,26092
Guard cells,rep3,Heat,pct_reads,0.9467,organelle,27,26092
Hydathode cells,rep1,Control,total,1622.0,cp,74,129845
Hydathode cells,rep1,Control,median_gene,7.0,cp,74,129845
Hydathode cells,rep1,Control,median_gene_per_cell,0.0946,cp,74,129845
Hydathode cells,rep1,Control,pct_reads,1.2492,cp,74,129845
Hydathode cells,rep1,Control,total,143.0,ct,74,129845
Hydathode cells,rep1,Control,median_gene,0.0,ct,74,129845
Hydathode cells,rep1,Control,median_gene_per_cell,0.0,ct,74,129845
Hydathode cells,rep1,Control,pct_reads,0.1101,ct,74,129845
Hydathode cells,rep1,Control,total,20380.0,cr,74,129845
Hydathode cells,rep1,Control,median_gene,0.0,cr,74,129845
Hydathode cells,rep1,Control,median_gene_per_cell,0.0,cr,74,129845
Hydathode cells,rep1,Control,pct_reads,15.6956,cr,74,129845
Hydathode cells,rep1,Control,total,22145.0,organelle,74,129845
Hydathode cells,rep1,Control,median_gene,2.0,organelle,74,129845
Hydathode cells,rep1,Control,median_gene_per_cell,0.027,organelle,74,129845
Hydathode cells,rep1,Control,pct_reads,17.055,organelle,74,129845
Hydathode cells,rep1,Drought,total,369.0,cp,24,27123
Hydathode cells,rep1,Drought,median_gene,1.0,cp,24,27123
Hydathode cells,rep1,Drought,median_gene_per_cell,0.0417,cp,24,27123
Hydathode cells,rep1,Drought,pct_reads,1.3605,cp,24,27123
Hydathode cells,rep1,Drought,total,44.0,ct,24,27123
Hydathode cells,rep1,Drought,median_gene,0.0,ct,24,27123
Hydathode cells,rep1,Drought,median_gene_per_cell,0.0,ct,24,27123
Hydathode cells,rep1,Drought,pct_reads,0.1622,ct,24,27123
Hydathode cells,rep1,Drought,total,6787.0,cr,24,27123
Hydathode cells,rep1,Drought,median_gene,0.0,cr,24,27123
Hydathode cells,rep1,Drought,median_gene_per_cell,0.0,cr,24,27123
Hydathode cells,rep1,Drought,pct_reads,25.023,cr,24,27123
Hydathode cells,rep1,Drought,total,7200.0,organelle,24,27123
Hydathode cells,rep1,Drought,median_gene,0.0,organelle,24,27123
Hydathode cells,rep1,Drought,median_gene_per_cell,0.0,organelle,24,27123
Hydathode cells,rep1,Drought,pct_reads,26.5457,organelle,24,27123
Hydathode cells,rep1,HD,total,410.0,cp,42,56474
Hydathode cells,rep1,HD,median_gene,2.0,cp,42,56474
Hydathode cells,rep1,HD,median_gene_per_cell,0.0476,cp,42,56474
Hydathode cells,rep1,HD,pct_reads,0.726,cp,42,56474
Hydathode cells,rep1,HD,total,72.0,ct,42,56474
Hydathode cells,rep1,HD,median_gene,0.0,ct,42,56474
Hydathode cells,rep1,HD,median_gene_per_cell,0.0,ct,42,56474
Hydathode cells,rep1,HD,pct_reads,0.1275,ct,42,56474
Hydathode cells,rep1,HD,total,4243.0,cr,42,56474
Hydathode cells,rep1,HD,median_gene,0.0,cr,42,56474
Hydathode cells,rep1,HD,median_gene_per_cell,0.0,cr,42,56474
Hydathode cells,rep1,HD,pct_reads,7.5132,cr,42,56474
Hydathode cells,rep1,HD,total,4725.0,organelle,42,56474
Hydathode cells,rep1,HD,median_gene,0.0,organelle,42,56474
Hydathode cells,rep1,HD,median_gene_per_cell,0.0,organelle,42,56474
Hydathode cells,rep1,HD,pct_reads,8.3667,organelle,42,56474
Hydathode cells,rep1,Heat,total,118.0,cp,15,15349
Hydathode cells,rep1,Heat,median_gene,0.0,cp,15,15349
Hydathode cells,rep1,Heat,median_gene_per_cell,0.0,cp,15,15349
Hydathode cells,rep1,Heat,pct_reads,0.7688,cp,15,15349
Hydathode cells,rep1,Heat,total,2.0,ct,15,15349
Hydathode cells,rep1,Heat,median_gene,0.0,ct,15,15349
Hydathode cells,rep1,Heat,median_gene_per_cell,0.0,ct,15,15349
Hydathode cells,rep1,Heat,pct_reads,0.013,ct,15,15349
Hydathode cells,rep1,Heat,total,1643.0,cr,15,15349
Hydathode cells,rep1,Heat,median_gene,0.0,cr,15,15349
Hydathode cells,rep1,Heat,median_gene_per_cell,0.0,cr,15,15349
Hydathode cells,rep1,Heat,pct_reads,10.7043,cr,15,15349
Hydathode cells,rep1,Heat,total,1763.0,organelle,15,15349
Hydathode cells,rep1,Heat,median_gene,0.0,organelle,15,15349
Hydathode cells,rep1,Heat,median_gene_per_cell,0.0,organelle,15,15349
Hydathode cells,rep1,Heat,pct_reads,11.4861,organelle,15,15349
Hydathode cells,rep1A,Control,total,819.0,cp,47,58279
Hydathode cells,rep1A,Control,median_gene,3.0,cp,47,58279
Hydathode cells,rep1A,Control,median_gene_per_cell,0.0638,cp,47,58279
Hydathode cells,rep1A,Control,pct_reads,1.4053,cp,47,58279
Hydathode cells,rep1A,Control,total,64.0,ct,47,58279
Hydathode cells,rep1A,Control,median_gene,0.0,ct,47,58279
Hydathode cells,rep1A,Control,median_gene_per_cell,0.0,ct,47,58279
Hydathode cells,rep1A,Control,pct_reads,0.1098,ct,47,58279
Hydathode cells,rep1A,Control,total,7488.0,cr,47,58279
Hydathode cells,rep1A,Control,median_gene,0.0,cr,47,58279
Hydathode cells,rep1A,Control,median_gene_per_cell,0.0,cr,47,58279
Hydathode cells,rep1A,Control,pct_reads,12.8485,cr,47,58279
Hydathode cells,rep1A,Control,total,8371.0,organelle,47,58279
Hydathode cells,rep1A,Control,median_gene,1.0,organelle,47,58279
Hydathode cells,rep1A,Control,median_gene_per_cell,0.0213,organelle,47,58279
Hydathode cells,rep1A,Control,pct_reads,14.3637,organelle,47,58279
Hydathode cells,rep2,Control,total,284.0,cp,32,42074
Hydathode cells,rep2,Control,median_gene,0.5,cp,32,42074
Hydathode cells,rep2,Control,median_gene_per_cell,0.0156,cp,32,42074
Hydathode cells,rep2,Control,pct_reads,0.675,cp,32,42074
Hydathode cells,rep2,Control,total,14.0,ct,32,42074
Hydathode cells,rep2,Control,median_gene,0.0,ct,32,42074
Hydathode cells,rep2,Control,median_gene_per_cell,0.0,ct,32,42074
Hydathode cells,rep2,Control,pct_reads,0.0333,ct,32,42074
Hydathode cells,rep2,Control,total,10550.0,cr,32,42074
Hydathode cells,rep2,Control,median_gene,0.0,cr,32,42074
Hydathode cells,rep2,Control,median_gene_per_cell,0.0,cr,32,42074
Hydathode cells,rep2,Control,pct_reads,25.0749,cr,32,42074
Hydathode cells,rep2,Control,total,10848.0,organelle,32,42074
Hydathode cells,rep2,Control,median_gene,0.0,organelle,32,42074
Hydathode cells,rep2,Control,median_gene_per_cell,0.0,organelle,32,42074
Hydathode cells,rep2,Control,pct_reads,25.7831,organelle,32,42074
Hydathode cells,rep2,Drought,total,1662.0,cp,45,119881
Hydathode cells,rep2,Drought,median_gene,3.0,cp,45,119881
Hydathode cells,rep2,Drought,median_gene_per_cell,0.0667,cp,45,119881
Hydathode cells,rep2,Drought,pct_reads,1.3864,cp,45,119881
Hydathode cells,rep2,Drought,total,169.0,ct,45,119881
Hydathode cells,rep2,Drought,median_gene,0.0,ct,45,119881
Hydathode cells,rep2,Drought,median_gene_per_cell,0.0,ct,45,119881
Hydathode cells,rep2,Drought,pct_reads,0.141,ct,45,119881
Hydathode cells,rep2,Drought,total,45235.0,cr,45,119881
Hydathode cells,rep2,Drought,median_gene,0.0,cr,45,119881
Hydathode cells,rep2,Drought,median_gene_per_cell,0.0,cr,45,119881
Hydathode cells,rep2,Drought,pct_reads,37.7333,cr,45,119881
Hydathode cells,rep2,Drought,total,47066.0,organelle,45,119881
Hydathode cells,rep2,Drought,median_gene,0.5,organelle,45,119881
Hydathode cells,rep2,Drought,median_gene_per_cell,0.0111,organelle,45,119881
Hydathode cells,rep2,Drought,pct_reads,39.2606,organelle,45,119881
Hydathode cells,rep2,HD,total,612.0,cp,50,82694
Hydathode cells,rep2,HD,median_gene,1.5,cp,50,82694
Hydathode cells,rep2,HD,median_gene_per_cell,0.03,cp,50,82694
Hydathode cells,rep2,HD,pct_reads,0.7401,cp,50,82694
Hydathode cells,rep2,HD,total,36.0,ct,50,82694
Hydathode cells,rep2,HD,median_gene,0.0,ct,50,82694
Hydathode cells,rep2,HD,median_gene_per_cell,0.0,ct,50,82694
Hydathode cells,rep2,HD,pct_reads,0.0435,ct,50,82694
Hydathode cells,rep2,HD,total,10084.0,cr,50,82694
Hydathode cells,rep2,HD,median_gene,0.0,cr,50,82694
Hydathode cells,rep2,HD,median_gene_per_cell,0.0,cr,50,82694
Hydathode cells,rep2,HD,pct_reads,12.1944,cr,50,82694
Hydathode cells,rep2,HD,total,10732.0,organelle,50,82694
Hydathode cells,rep2,HD,median_gene,0.0,organelle,50,82694
Hydathode cells,rep2,HD,median_gene_per_cell,0.0,organelle,50,82694
Hydathode cells,rep2,HD,pct_reads,12.978,organelle,50,82694
Hydathode cells,rep2,Heat,total,319.0,cp,63,71100
Hydathode cells,rep2,Heat,median_gene,1.0,cp,63,71100
Hydathode cells,rep2,Heat,median_gene_per_cell,0.0159,cp,63,71100
Hydathode cells,rep2,Heat,pct_reads,0.4487,cp,63,71100
Hydathode cells,rep2,Heat,total,28.0,ct,63,71100
Hydathode cells,rep2,Heat,median_gene,0.0,ct,63,71100
Hydathode cells,rep2,Heat,median_gene_per_cell,0.0,ct,63,71100
Hydathode cells,rep2,Heat,pct_reads,0.0394,ct,63,71100
Hydathode cells,rep2,Heat,total,7751.0,cr,63,71100
Hydathode cells,rep2,Heat,median_gene,0.0,cr,63,71100
Hydathode cells,rep2,Heat,median_gene_per_cell,0.0,cr,63,71100
Hydathode cells,rep2,Heat,pct_reads,10.9015,cr,63,71100
Hydathode cells,rep2,Heat,total,8098.0,organelle,63,71100
Hydathode cells,rep2,Heat,median_gene,0.0,organelle,63,71100
Hydathode cells,rep2,Heat,median_gene_per_cell,0.0,organelle,63,71100
Hydathode cells,rep2,Heat,pct_reads,11.3896,organelle,63,71100
Hydathode cells,rep3,Control,total,56.0,cp,9,11253
Hydathode cells,rep3,Control,median_gene,0.0,cp,9,11253
Hydathode cells,rep3,Control,median_gene_per_cell,0.0,cp,9,11253
Hydathode cells,rep3,Control,pct_reads,0.4976,cp,9,11253
Hydathode cells,rep3,Control,total,9.0,ct,9,11253
Hydathode cells,rep3,Control,median_gene,0.0,ct,9,11253
Hydathode cells,rep3,Control,median_gene_per_cell,0.0,ct,9,11253
Hydathode cells,rep3,Control,pct_reads,0.08,ct,9,11253
Hydathode cells,rep3,Control,total,9.0,cr,9,11253
Hydathode cells,rep3,Control,median_gene,0.0,cr,9,11253
Hydathode cells,rep3,Control,median_gene_per_cell,0.0,cr,9,11253
Hydathode cells,rep3,Control,pct_reads,0.08,cr,9,11253
Hydathode cells,rep3,Control,total,74.0,organelle,9,11253
Hydathode cells,rep3,Control,median_gene,0.0,organelle,9,11253
Hydathode cells,rep3,Control,median_gene_per_cell,0.0,organelle,9,11253
Hydathode cells,rep3,Control,pct_reads,0.6576,organelle,9,11253
Hydathode cells,rep3,Drought,total,20.0,cp,4,4034
Hydathode cells,rep3,Drought,median_gene,0.0,cp,4,4034
Hydathode cells,rep3,Drought,median_gene_per_cell,0.0,cp,4,4034
Hydathode cells,rep3,Drought,pct_reads,0.4958,cp,4,4034
Hydathode cells,rep3,Drought,total,4.0,ct,4,4034
Hydathode cells,rep3,Drought,median_gene,0.0,ct,4,4034
Hydathode cells,rep3,Drought,median_gene_per_cell,0.0,ct,4,4034
Hydathode cells,rep3,Drought,pct_reads,0.0992,ct,4,4034
Hydathode cells,rep3,Drought,total,4.0,cr,4,4034
Hydathode cells,rep3,Drought,median_gene,0.0,cr,4,4034
Hydathode cells,rep3,Drought,median_gene_per_cell,0.0,cr,4,4034
Hydathode cells,rep3,Drought,pct_reads,0.0992,cr,4,4034
Hydathode cells,rep3,Drought,total,28.0,organelle,4,4034
Hydathode cells,rep3,Drought,median_gene,0.0,organelle,4,4034
Hydathode cells,rep3,Drought,median_gene_per_cell,0.0,organelle,4,4034
Hydathode cells,rep3,Drought,pct_reads,0.6941,organelle,4,4034
Hydathode cells,rep3,HD,total,57.0,cp,7,10647
Hydathode cells,rep3,HD,median_gene,0.0,cp,7,10647
Hydathode cells,rep3,HD,median_gene_per_cell,0.0,cp,7,10647
Hydathode cells,rep3,HD,pct_reads,0.5354,cp,7,10647
Hydathode cells,rep3,HD,total,15.0,ct,7,10647
Hydathode cells,rep3,HD,median_gene,0.0,ct,7,10647
Hydathode cells,rep3,HD,median_gene_per_cell,0.0,ct,7,10647
Hydathode cells,rep3,HD,pct_reads,0.1409,ct,7,10647
Hydathode cells,rep3,HD,total,11.0,cr,7,10647
Hydathode cells,rep3,HD,median_gene,0.0,cr,7,10647
Hydathode cells,rep3,HD,median_gene_per_cell,0.0,cr,7,10647
Hydathode cells,rep3,HD,pct_reads,0.1033,cr,7,10647
Hydathode cells,rep3,HD,total,83.0,organelle,7,10647
Hydathode cells,rep3,HD,median_gene,0.0,organelle,7,10647
Hydathode cells,rep3,HD,median_gene_per_cell,0.0,organelle,7,10647
Hydathode cells,rep3,HD,pct_reads,0.7796,organelle,7,10647
Hydathode cells,rep3,Heat,total,20.0,cp,9,11360
Hydathode cells,rep3,Heat,median_gene,0.0,cp,9,11360
Hydathode cells,rep3,Heat,median_gene_per_cell,0.0,cp,9,11360
Hydathode cells,rep3,Heat,pct_reads,0.1761,cp,9,11360
Hydathode cells,rep3,Heat,total,3.0,ct,9,11360
Hydathode cells,rep3,Heat,median_gene,0.0,ct,9,11360
Hydathode cells,rep3,Heat,median_gene_per_cell,0.0,ct,9,11360
Hydathode cells,rep3,Heat,pct_reads,0.0264,ct,9,11360
Hydathode cells,rep3,Heat,total,21.0,cr,9,11360
Hydathode cells,rep3,Heat,median_gene,0.0,cr,9,11360
Hydathode cells,rep3,Heat,median_gene_per_cell,0.0,cr,9,11360
Hydathode cells,rep3,Heat,pct_reads,0.1849,cr,9,11360
Hydathode cells,rep3,Heat,total,44.0,organelle,9,11360
Hydathode cells,rep3,Heat,median_gene,0.0,organelle,9,11360
Hydathode cells,rep3,Heat,median_gene_per_cell,0.0,organelle,9,11360
Hydathode cells,rep3,Heat,pct_reads,0.3873,organelle,9,11360
Mesophyll,rep1,Control,total,31507.0,cp,1900,2442675
Mesophyll,rep1,Control,median_gene,154.5,cp,1900,2442675
Mesophyll,rep1,Control,median_gene_per_cell,0.0813,cp,1900,2442675
Mesophyll,rep1,Control,pct_reads,1.2899,cp,1900,2442675
Mesophyll,rep1,Control,total,3681.0,ct,1900,2442675
Mesophyll,rep1,Control,median_gene,0.0,ct,1900,2442675
Mesophyll,rep1,Control,median_gene_per_cell,0.0,ct,1900,2442675
Mesophyll,rep1,Control,pct_reads,0.1507,ct,1900,2442675
Mesophyll,rep1,Control,total,435785.0,cr,1900,2442675
Mesophyll,rep1,Control,median_gene,0.5,cr,1900,2442675
Mesophyll,rep1,Control,median_gene_per_cell,0.0003,cr,1900,2442675
Mesophyll,rep1,Control,pct_reads,17.8405,cr,1900,2442675
Mesophyll,rep1,Control,total,470973.0,organelle,1900,2442675
Mesophyll,rep1,Control,median_gene,32.5,organelle,1900,2442675
Mesophyll,rep1,Control,median_gene_per_cell,0.0171,organelle,1900,2442675
Mesophyll,rep1,Control,pct_reads,19.281,organelle,1900,2442675
Mesophyll,rep1,Drought,total,16737.0,cp,795,960230
Mesophyll,rep1,Drought,median_gene,60.5,cp,795,960230
Mesophyll,rep1,Drought,median_gene_per_cell,0.0761,cp,795,960230
Mesophyll,rep1,Drought,pct_reads,1.743,cp,795,960230
Mesophyll,rep1,Drought,total,2122.0,ct,795,960230
Mesophyll,rep1,Drought,median_gene,0.0,ct,795,960230
Mesophyll,rep1,Drought,median_gene_per_cell,0.0,ct,795,960230
Mesophyll,rep1,Drought,pct_reads,0.221,ct,795,960230
Mesophyll,rep1,Drought,total,276871.0,cr,795,960230
Mesophyll,rep1,Drought,median_gene,12.5,cr,795,960230
Mesophyll,rep1,Drought,median_gene_per_cell,0.0157,cr,795,960230
Mesophyll,rep1,Drought,pct_reads,28.8338,cr,795,960230
Mesophyll,rep1,Drought,total,295730.0,organelle,795,960230
Mesophyll,rep1,Drought,median_gene,17.0,organelle,795,960230
Mesophyll,rep1,Drought,median_gene_per_cell,0.0214,organelle,795,960230
Mesophyll,rep1,Drought,pct_reads,30.7978,organelle,795,960230
Mesophyll,rep1,HD,total,69408.0,cp,3768,5438241
Mesophyll,rep1,HD,median_gene,254.0,cp,3768,5438241
Mesophyll,rep1,HD,median_gene_per_cell,0.0674,cp,3768,5438241
Mesophyll,rep1,HD,pct_reads,1.2763,cp,3768,5438241
Mesophyll,rep1,HD,total,12322.0,ct,3768,5438241
Mesophyll,rep1,HD,median_gene,1.0,ct,3768,5438241
Mesophyll,rep1,HD,median_gene_per_cell,0.0003,ct,3768,5438241
Mesophyll,rep1,HD,pct_reads,0.2266,ct,3768,5438241
Mesophyll,rep1,HD,total,772264.0,cr,3768,5438241
Mesophyll,rep1,HD,median_gene,5.5,cr,3768,5438241
Mesophyll,rep1,HD,median_gene_per_cell,0.0015,cr,3768,5438241
Mesophyll,rep1,HD,pct_reads,14.2006,cr,3768,5438241
Mesophyll,rep1,HD,total,853994.0,organelle,3768,5438241
Mesophyll,rep1,HD,median_gene,49.5,organelle,3768,5438241
Mesophyll,rep1,HD,median_gene_per_cell,0.0131,organelle,3768,5438241
Mesophyll,rep1,HD,pct_reads,15.7035,organelle,3768,5438241
Mesophyll,rep1,Heat,total,4972.0,cp,462,411655
Mesophyll,rep1,Heat,median_gene,18.5,cp,462,411655
Mesophyll,rep1,Heat,median_gene_per_cell,0.04,cp,462,411655
Mesophyll,rep1,Heat,pct_reads,1.2078,cp,462,411655
Mesophyll,rep1,Heat,total,405.0,ct,462,411655
Mesophyll,rep1,Heat,median_gene,0.0,ct,462,411655
Mesophyll,rep1,Heat,median_gene_per_cell,0.0,ct,462,411655
Mesophyll,rep1,Heat,pct_reads,0.0984,ct,462,411655
Mesophyll,rep1,Heat,total,67919.0,cr,462,411655
Mesophyll,rep1,Heat,median_gene,1.0,cr,462,411655
Mesophyll,rep1,Heat,median_gene_per_cell,0.0022,cr,462,411655
Mesophyll,rep1,Heat,pct_reads,16.499,cr,462,411655
Mesophyll,rep1,Heat,total,73296.0,organelle,462,411655
Mesophyll,rep1,Heat,median_gene,3.5,organelle,462,411655
Mesophyll,rep1,Heat,median_gene_per_cell,0.0076,organelle,462,411655
Mesophyll,rep1,Heat,pct_reads,17.8052,organelle,462,411655
Mesophyll,rep1A,Control,total,37141.0,cp,1865,2021323
Mesophyll,rep1A,Control,median_gene,143.5,cp,1865,2021323
Mesophyll,rep1A,Control,median_gene_per_cell,0.0769,cp,1865,2021323
Mesophyll,rep1A,Control,pct_reads,1.8375,cp,1865,2021323
Mesophyll,rep1A,Control,total,3338.0,ct,1865,2021323
Mesophyll,rep1A,Control,median_gene,0.5,ct,1865,2021323
Mesophyll,rep1A,Control,median_gene_per_cell,0.0003,ct,1865,2021323
Mesophyll,rep1A,Control,pct_reads,0.1651,ct,1865,2021323
Mesophyll,rep1A,Control,total,356084.0,cr,1865,2021323
Mesophyll,rep1A,Control,median_gene,2.0,cr,1865,2021323
Mesophyll,rep1A,Control,median_gene_per_cell,0.0011,cr,1865,2021323
Mesophyll,rep1A,Control,pct_reads,17.6164,cr,1865,2021323
Mesophyll,rep1A,Control,total,396563.0,organelle,1865,2021323
Mesophyll,rep1A,Control,median_gene,27.0,organelle,1865,2021323
Mesophyll,rep1A,Control,median_gene_per_cell,0.0145,organelle,1865,2021323
Mesophyll,rep1A,Control,pct_reads,19.619,organelle,1865,2021323
Mesophyll,rep2,Control,total,4462.0,cp,393,478025
Mesophyll,rep2,Control,median_gene,12.5,cp,393,478025
Mesophyll,rep2,Control,median_gene_per_cell,0.0318,cp,393,478025
Mesophyll,rep2,Control,pct_reads,0.9334,cp,393,478025
Mesophyll,rep2,Control,total,277.0,ct,393,478025
Mesophyll,rep2,Control,median_gene,0.0,ct,393,478025
Mesophyll,rep2,Control,median_gene_per_cell,0.0,ct,393,478025
