celltype_call,replicate,treatment,metric,value,organelle_set,n_cells,total_umis
Epidermal,rep1,Control,total,1264.0,ct,603,786652
Epidermal,rep1,Control,median_gene,0.0,ct,603,786652
Epidermal,rep1,Control,median_gene_per_cell,0.0,ct,603,786652
Epidermal,rep1,Control,pct_reads,0.1607,ct,603,786652
Epidermal,rep1,Control,total,146466.0,cr,603,786652
Epidermal,rep1,Control,median_gene,1.0,cr,603,786652
Epidermal,rep1,Control,median_gene_per_cell,0.0017,cr,603,786652
Epidermal,rep1,Control,pct_reads,18.6189,cr,603,786652
Epidermal,rep1,Control,total,158983.0,organelle,603,786652
Epidermal,rep1,Control,median_gene,13.5,organelle,603,786652
Epidermal,rep1,Control,median_gene_per_cell,0.0224,organelle,603,786652
Epidermal,rep1,Control,pct_reads,20.2101,organelle,603,786652
Epidermal,rep1,Drought,total,2959.0,cp,118,141124
Epidermal,rep1,Drought,median_gene,12.0,cp,118,141124
Epidermal,rep1,Drought,median_gene_per_cell,0.1017,cp,118,141124
Epidermal,rep1,Drought,pct_reads,2.0967,cp,118,141124
Epidermal,rep1,Drought,total,328.0,ct,118,141124
Epidermal,rep1,Drought,median_gene,0.0,ct,118,141124
Epidermal,rep1,Drought,median_gene_per_cell,0.0,ct,118,141124
Epidermal,rep1,Drought,pct_reads,0.2324,ct,118,141124
Epidermal,rep1,Drought,total,45190.0,cr,118,141124
Epidermal,rep1,Drought,median_gene,2.0,cr,118,141124
Epidermal,rep1,Drought,median_gene_per_cell,0.0169,cr,118,141124
Epidermal,rep1,Drought,pct_reads,32.0215,cr,118,141124
Epidermal,rep1,Drought,total,48477.0,organelle,118,141124
Epidermal,rep1,Drought,median_gene,3.0,organelle,118,141124
Epidermal,rep1,Drought,median_gene_per_cell,0.0254,organelle,118,141124
Epidermal,rep1,Drought,pct_reads,34.3506,organelle,118,141124
Epidermal,rep1,HD,total,7635.0,cp,497,687465
Epidermal,rep1,HD,median_gene,30.5,cp,497,687465
Epidermal,rep1,HD,median_gene_per_cell,0.0614,cp,497,687465
Epidermal,rep1,HD,pct_reads,1.1106,cp,497,687465
Epidermal,rep1,HD,total,1250.0,ct,497,687465
Epidermal,rep1,HD,median_gene,0.0,ct,497,687465
Epidermal,rep1,HD,median_gene_per_cell,0.0,ct,497,687465
Epidermal,rep1,HD,pct_reads,0.1818,ct,497,687465
Epidermal,rep1,HD,total,87317.0,cr,497,687465
Epidermal,rep1,HD,median_gene,0.0,cr,497,687465
Epidermal,rep1,HD,median_gene_per_cell,0.0,cr,497,687465
Epidermal,rep1,HD,pct_reads,12.7013,cr,497,687465
Epidermal,rep1,HD,total,96202.0,organelle,497,687465
Epidermal,rep1,HD,median_gene,7.0,organelle,497,687465
Epidermal,rep1,HD,median_gene_per_cell,0.0141,organelle,497,687465
Epidermal,rep1,HD,pct_reads,13.9937,organelle,497,687465
Epidermal,rep1,Heat,total,1173.0,cp,99,90734
Epidermal,rep1,Heat,median_gene,4.5,cp,99,90734
Epidermal,rep1,Heat,median_gene_per_cell,0.0455,cp,99,90734
Epidermal,rep1,Heat,pct_reads,1.2928,cp,99,90734
Epidermal,rep1,Heat,total,99.0,ct,99,90734
Epidermal,rep1,Heat,median_gene,0.0,ct,99,90734
Epidermal,rep1,Heat,median_gene_per_cell,0.0,ct,99,90734
Epidermal,rep1,Heat,pct_reads,0.1091,ct,99,90734
Epidermal,rep1,Heat,total,15570.0,cr,99,90734
Epidermal,rep1,Heat,median_gene,0.0,cr,99,90734
Epidermal,rep1,Heat,median_gene_per_cell,0.0,cr,99,90734
Epidermal,rep1,Heat,pct_reads,17.1601,cr,99,90734
Epidermal,rep1,Heat,total,16842.0,organelle,99,90734
Epidermal,rep1,Heat,median_gene,1.0,organelle,99,90734
Epidermal,rep1,Heat,median_gene_per_cell,0.0101,organelle,99,90734
Epidermal,rep1,Heat,pct_reads,18.562,organelle,99,90734
Epidermal,rep1A,Control,total,7282.0,cp,309,372036
Epidermal,rep1A,Control,median_gene,31.0,cp,309,372036
Epidermal,rep1A,Control,median_gene_per_cell,0.1003,cp,309,372036
Epidermal,rep1A,Control,pct_reads,1.9573,cp,309,372036
Epidermal,rep1A,Control,total,644.0,ct,309,372036
Epidermal,rep1A,Control,median_gene,0.0,ct,309,372036
Epidermal,rep1A,Control,median_gene_per_cell,0.0,ct,309,372036
Epidermal,rep1A,Control,pct_reads,0.1731,ct,309,372036
Epidermal,rep1A,Control,total,71475.0,cr,309,372036
Epidermal,rep1A,Control,median_gene,1.0,cr,309,372036
Epidermal,rep1A,Control,median_gene_per_cell,0.0032,cr,309,372036
Epidermal,rep1A,Control,pct_reads,19.2119,cr,309,372036
Epidermal,rep1A,Control,total,79401.0,organelle,309,372036
Epidermal,rep1A,Control,median_gene,5.0,organelle,309,372036
Epidermal,rep1A,Control,median_gene_per_cell,0.0162,organelle,309,372036
Epidermal,rep1A,Control,pct_reads,21.3423,organelle,309,372036
Epidermal,rep2,Control,total,612.0,cp,51,63284
Epidermal,rep2,Control,median_gene,1.5,cp,51,63284
Epidermal,rep2,Control,median_gene_per_cell,0.0294,cp,51,63284
Epidermal,rep2,Control,pct_reads,0.9671,cp,51,63284
Epidermal,rep2,Control,total,38.0,ct,51,63284
Epidermal,rep2,Control,median_gene,0.0,ct,51,63284
Epidermal,rep2,Control,median_gene_per_cell,0.0,ct,51,63284
Epidermal,rep2,Control,pct_reads,0.06,ct,51,63284
Epidermal,rep2,Control,total,20296.0,cr,51,63284
Epidermal,rep2,Control,median_gene,0.0,cr,51,63284
Epidermal,rep2,Control,median_gene_per_cell,0.0,cr,51,63284
Epidermal,rep2,Control,pct_reads,32.0713,cr,51,63284
Epidermal,rep2,Control,total,20946.0,organelle,51,63284
Epidermal,rep2,Control,median_gene,0.0,organelle,51,63284
Epidermal,rep2,Control,median_gene_per_cell,0.0,organelle,51,63284
Epidermal,rep2,Control,pct_reads,33.0984,organelle,51,63284
Epidermal,rep2,Drought,total,16244.0,cp,407,956040
Epidermal,rep2,Drought,median_gene,39.5,cp,407,956040
Epidermal,rep2,Drought,median_gene_per_cell,0.0971,cp,407,956040
Epidermal,rep2,Drought,pct_reads,1.6991,cp,407,956040
Epidermal,rep2,Drought,total,1520.0,ct,407,956040
Epidermal,rep2,Drought,median_gene,0.5,ct,407,956040
Epidermal,rep2,Drought,median_gene_per_cell,0.0012,ct,407,956040
Epidermal,rep2,Drought,pct_reads,0.159,ct,407,956040
Epidermal,rep2,Drought,total,391256.0,cr,407,956040
Epidermal,rep2,Drought,median_gene,6.0,cr,407,956040
Epidermal,rep2,Drought,median_gene_per_cell,0.0147,cr,407,956040
Epidermal,rep2,Drought,pct_reads,40.9246,cr,407,956040
Epidermal,rep2,Drought,total,409020.0,organelle,407,956040
Epidermal,rep2,Drought,median_gene,11.0,organelle,407,956040
Epidermal,rep2,Drought,median_gene_per_cell,0.027,organelle,407,956040
Epidermal,rep2,Drought,pct_reads,42.7827,organelle,407,956040
Epidermal,rep2,HD,total,3883.0,cp,238,504160
Epidermal,rep2,HD,median_gene,10.0,cp,238,504160
Epidermal,rep2,HD,median_gene_per_cell,0.042,cp,238,504160
Epidermal,rep2,HD,pct_reads,0.7702,cp,238,504160
Epidermal,rep2,HD,total,376.0,ct,238,504160
Epidermal,rep2,HD,median_gene,0.0,ct,238,504160
Epidermal,rep2,HD,median_gene_per_cell,0.0,ct,238,504160
Epidermal,rep2,HD,pct_reads,0.0746,ct,238,504160
Epidermal,rep2,HD,total,72035.0,cr,238,504160
Epidermal,rep2,HD,median_gene,0.5,cr,238,504160
Epidermal,rep2,HD,median_gene_per_cell,0.0021,cr,238,504160
Epidermal,rep2,HD,pct_reads,14.2881,cr,238,504160
Epidermal,rep2,HD,total,76294.0,organelle,238,504160
Epidermal,rep2,HD,median_gene,3.0,organelle,238,504160
Epidermal,rep2,HD,median_gene_per_cell,0.0126,organelle,238,504160
Epidermal,rep2,HD,pct_reads,15.1329,organelle,238,504160
Epidermal,rep2,Heat,total,661.0,cp,114,116273
Epidermal,rep2,Heat,median_gene,2.0,cp,114,116273
Epidermal,rep2,Heat,median_gene_per_cell,0.0175,cp,114,116273
Epidermal,rep2,Heat,pct_reads,0.5685,cp,114,116273
Epidermal,rep2,Heat,total,67.0,ct,114,116273
Epidermal,rep2,Heat,median_gene,0.0,ct,114,116273
Epidermal,rep2,Heat,median_gene_per_cell,0.0,ct,114,116273
Epidermal,rep2,Heat,pct_reads,0.0576,ct,114,116273
Epidermal,rep2,Heat,total,16796.0,cr,114,116273
Epidermal,rep2,Heat,median_gene,0.0,cr,114,116273
Epidermal,rep2,Heat,median_gene_per_cell,0.0,cr,114,116273
Epidermal,rep2,Heat,pct_reads,14.4453,cr,114,116273
Epidermal,rep2,Heat,total,17524.0,organelle,114,116273
Epidermal,rep2,Heat,median_gene,0.0,organelle,114,116273
Epidermal,rep2,Heat,median_gene_per_cell,0.0,organelle,114,116273
Epidermal,rep2,Heat,pct_reads,15.0714,organelle,114,116273
Epidermal,rep3,Control,total,0.0,cp,1,598
Epidermal,rep3,Control,median_gene,0.0,cp,1,598
Epidermal,rep3,Control,median_gene_per_cell,0.0,cp,1,598
Epidermal,rep3,Control,pct_reads,0.0,cp,1,598
Epidermal,rep3,Control,total,0.0,ct,1,598
Epidermal,rep3,Control,median_gene,0.0,ct,1,598
Epidermal,rep3,Control,median_gene_per_cell,0.0,ct,1,598
Epidermal,rep3,Control,pct_reads,0.0,ct,1,598
Epidermal,rep3,Control,total,0.0,cr,1,598
Epidermal,rep3,Control,median_gene,0.0,cr,1,598
Epidermal,rep3,Control,median_gene_per_cell,0.0,cr,1,598
Epidermal,rep3,Control,pct_reads,0.0,cr,1,598
Epidermal,rep3,Control,total,0.0,organelle,1,598
Epidermal,rep3,Control,median_gene,0.0,organelle,1,598
Epidermal,rep3,Control,median_gene_per_cell,0.0,organelle,1,598
Epidermal,rep3,Control,pct_reads,0.0,organelle,1,598
Epidermal,rep3,Drought,total,58.0,cp,14,11734
Epidermal,rep3,Drought,median_gene,0.0,cp,14,11734
Epidermal,rep3,Drought,median_gene_per_cell,0.0,cp,14,11734
Epidermal,rep3,Drought,pct_reads,0.4943,cp,14,11734
Epidermal,rep3,Drought,total,8.0,ct,14,11734
Epidermal,rep3,Drought,median_gene,0.0,ct,14,11734
Epidermal,rep3,Drought,median_gene_per_cell,0.0,ct,14,11734
Epidermal,rep3,Drought,pct_reads,0.0682,ct,14,11734
Epidermal,rep3,Drought,total,17.0,cr,14,11734
Epidermal,rep3,Drought,median_gene,0.0,cr,14,11734
Epidermal,rep3,Drought,median_gene_per_cell,0.0,cr,14,11734
Epidermal,rep3,Drought,pct_reads,0.1449,cr,14,11734
Epidermal,rep3,Drought,total,83.0,organelle,14,11734
Epidermal,rep3,Drought,median_gene,0.0,organelle,14,11734
Epidermal,rep3,Drought,median_gene_per_cell,0.0,organelle,14,11734
Epidermal,rep3,Drought,pct_reads,0.7073,organelle,14,11734
Epidermal,rep3,HD,total,2.0,cp,1,849
Epidermal,rep3,HD,median_gene,0.0,cp,1,849
Epidermal,rep3,HD,median_gene_per_cell,0.0,cp,1,849
Epidermal,rep3,HD,pct_reads,0.2356,cp,1,849
Epidermal,rep3,HD,total,0.0,ct,1,849
Epidermal,rep3,HD,median_gene,0.0,ct,1,849
Epidermal,rep3,HD,median_gene_per_cell,0.0,ct,1,849
Epidermal,rep3,HD,pct_reads,0.0,ct,1,849
Epidermal,rep3,HD,total,3.0,cr,1,849
Epidermal,rep3,HD,median_gene,0.0,cr,1,849
Epidermal,rep3,HD,median_gene_per_cell,0.0,cr,1,849
Epidermal,rep3,HD,pct_reads,0.3534,cr,1,849
Epidermal,rep3,HD,total,5.0,organelle,1,849
Epidermal,rep3,HD,median_gene,0.0,organelle,1,849
Epidermal,rep3,HD,median_gene_per_cell,0.0,organelle,1,849
Epidermal,rep3,HD,pct_reads,0.5889,organelle,1,849
Epidermal,rep3,Heat,total,509.0,cp,113,98293
Epidermal,rep3,Heat,median_gene,2.0,cp,113,98293
Epidermal,rep3,Heat,median_gene_per_cell,0.0177,cp,113,98293
Epidermal,rep3,Heat,pct_reads,0.5178,cp,113,98293
Epidermal,rep3,Heat,total,61.0,ct,113,98293
Epidermal,rep3,Heat,median_gene,0.0,ct,113,98293
Epidermal,rep3,Heat,median_gene_per_cell,0.0,ct,113,98293
Epidermal,rep3,Heat,pct_reads,0.0621,ct,113,98293
Epidermal,rep3,Heat,total,261.0,cr,113,98293
Epidermal,rep3,Heat,median_gene,0.0,cr,113,98293
Epidermal,rep3,Heat,median_gene_per_cell,0.0,cr,113,98293
Epidermal,rep3,Heat,pct_reads,0.2655,cr,113,98293
Epidermal,rep3,Heat,total,831.0,organelle,113,98293
Epidermal,rep3,Heat,median_gene,0.0,organelle,113,98293
Epidermal,rep3,Heat,median_gene_per_cell,0.0,organelle,113,98293
Epidermal,rep3,Heat,pct_reads,0.8454,organelle,113,98293
Epidermal/Pavement,rep1,Control,total,33.0,cp,4,3592
Epidermal/Pavement,rep1,Control,median_gene,0.0,cp,4,3592
Epidermal/Pavement,rep1,Control,median_gene_per_cell,0.0,cp,4,3592
Epidermal/Pavement,rep1,Control,pct_reads,0.9187,cp,4,3592
Epidermal/Pavement,rep1,Control,total,4.0,ct,4,3592
Epidermal/Pavement,rep1,Control,median_gene,0.0,ct,4,3592
Epidermal/Pavement,rep1,Control,median_gene_per_cell,0.0,ct,4,3592
Epidermal/Pavement,rep1,Control,pct_reads,0.1114,ct,4,3592
Epidermal/Pavement,rep1,Control,total,610.0,cr,4,3592
Epidermal/Pavement,rep1,Control,median_gene,0.0,cr,4,3592
Epidermal/Pavement,rep1,Control,median_gene_per_cell,0.0,cr,4,3592
Epidermal/Pavement,rep1,Control,pct_reads,16.9822,cr,4,3592
Epidermal/Pavement,rep1,Control,total,647.0,organelle,4,3592
Epidermal/Pavement,rep1,Control,median_gene,0.0,organelle,4,3592
Epidermal/Pavement,rep1,Control,median_gene_per_cell,0.0,organelle,4,3592
Epidermal/Pavement,rep1,Control,pct_reads,18.0122,organelle,4,3592
Epidermal/Pavement,rep1,Drought,total,371.0,cp,19,20882
Epidermal/Pavement,rep1,Drought,median_gene,1.0,cp,19,20882
Epidermal/Pavement,rep1,Drought,median_gene_per_cell,0.0526,cp,19,20882
Epidermal/Pavement,rep1,Drought,pct_reads,1.7766,cp,19,20882
Epidermal/Pavement,rep1,Drought,total,50.0,ct,19,20882
Epidermal/Pavement,rep1,Drought,median_gene,0.0,ct,19,20882
Epidermal/Pavement,rep1,Drought,median_gene_per_cell,0.0,ct,19,20882
Epidermal/Pavement,rep1,Drought,pct_reads,0.2394,ct,19,20882
Epidermal/Pavement,rep1,Drought,total,5708.0,cr,19,20882
Epidermal/Pavement,rep1,Drought,median_gene,0.0,cr,19,20882
Epidermal/Pavement,rep1,Drought,median_gene_per_cell,0.0,cr,19,20882
Epidermal/Pavement,rep1,Drought,pct_reads,27.3345,cr,19,20882
Epidermal/Pavement,rep1,Drought,total,6129.0,organelle,19,20882
Epidermal/Pavement,rep1,Drought,median_gene,0.0,organelle,19,20882
Epidermal/Pavement,rep1,Drought,median_gene_per_cell,0.0,organelle,19,20882
Epidermal/Pavement,rep1,Drought,pct_reads,29.3506,organelle,19,20882
Epidermal/Pavement,rep1,Heat,total,20.0,cp,2,1645
Epidermal/Pavement,rep1,Heat,median_gene,0.0,cp,2,1645
Epidermal/Pavement,rep1,Heat,median_gene_per_cell,0.0,cp,2,1645
Epidermal/Pavement,rep1,Heat,pct_reads,1.2158,cp,2,1645
Epidermal/Pavement,rep1,Heat,total,1.0,ct,2,1645
Epidermal/Pavement,rep1,Heat,median_gene,0.0,ct,2,1645
Epidermal/Pavement,rep1,Heat,median_gene_per_cell,0.0,ct,2,1645
Epidermal/Pavement,rep1,Heat,pct_reads,0.0608,ct,2,1645
Epidermal/Pavement,rep1,Heat,total,342.0,cr,2,1645
Epidermal/Pavement,rep1,Heat,median_gene,0.0,cr,2,1645
Epidermal/Pavement,rep1,Heat,median_gene_per_cell,0.0,cr,2,1645
Epidermal/Pavement,rep1,Heat,pct_reads,20.7903,cr,2,1645
Epidermal/Pavement,rep1,Heat,total,363.0,organelle,2,1645
Epidermal/Pavement,rep1,Heat,median_gene,0.0,organelle,2,1645
Epidermal/Pavement,rep1,Heat,median_gene_per_cell,0.0,organelle,2,1645
Epidermal/Pavement,rep1,Heat,pct_reads,22.0669,organelle,2,1645
Epidermal/Pavement,rep1A,Control,total,3411.0,cp,135,170829
Epidermal/Pavement,rep1A,Control,median_gene,16.0,cp,135,170829
Epidermal/Pavement,rep1A,Control,median_gene_per_cell,0.1185,cp,135,170829
Epidermal/Pavement,rep1A,Control,pct_reads,1.9967,cp,135,170829
Epidermal/Pavement,rep1A,Control,total,312.0,ct,135,170829
Epidermal/Pavement,rep1A,Control,median_gene,0.0,ct,135,170829
Epidermal/Pavement,rep1A,Control,median_gene_per_cell,0.0,ct,135,170829
Epidermal/Pavement,rep1A,Control,pct_reads,0.1826,ct,135,170829
Epidermal/Pavement,rep1A,Control,total,32302.0,cr,135,170829
Epidermal/Pavement,rep1A,Control,median_gene,0.5,cr,135,170829
Epidermal/Pavement,rep1A,Control,median_gene_per_cell,0.0037,cr,135,170829
Epidermal/Pavement,rep1A,Control,pct_reads,18.909,cr,135,170829
Epidermal/Pavement,rep1A,Control,total,36025.0,organelle,135,170829
Epidermal/Pavement,rep1A,Control,median_gene,1.5,organelle,135,170829
Epidermal/Pavement,rep1A,Control,median_gene_per_cell,0.0111,organelle,135,170829
Epidermal/Pavement,rep1A,Control,pct_reads,21.0883,organelle,135,170829
Epidermal/Pavement,rep3,Control,total,1679.0,cp,277,249732
Epidermal/Pavement,rep3,Control,median_gene,8.5,cp,277,249732
Epidermal/Pavement,rep3,Control,median_gene_per_cell,0.0307,cp,277,249732
Epidermal/Pavement,rep3,Control,pct_reads,0.6723,cp,277,249732
Epidermal/Pavement,rep3,Control,total,210.0,ct,277,249732
Epidermal/Pavement,rep3,Control,median_gene,0.0,ct,277,249732
Epidermal/Pavement,rep3,Control,median_gene_per_cell,0.0,ct,277,249732
Epidermal/Pavement,rep3,Control,pct_reads,0.0841,ct,277,249732
Epidermal/Pavement,rep3,Control,total,290.0,cr,277,249732
Epidermal/Pavement,rep3,Control,median_gene,0.0,cr,277,249732
Epidermal/Pavement,rep3,Control,median_gene_per_cell,0.0,cr,277,249732
Epidermal/Pavement,rep3,Control,pct_reads,0.1161,cr,277,249732
Epidermal/Pavement,rep3,Control,total,2179.0,organelle,277,249732
Epidermal/Pavement,rep3,Control,median_gene,2.0,organelle,277,249732
Epidermal/Pavement,rep3,Control,median_gene_per_cell,0.0072,organelle,277,249732
Epidermal/Pavement,rep3,Control,pct_reads,0.8725,organelle,277,249732
Epidermal/Pavement,rep3,Drought,total,522.0,cp,87,76528
Epidermal/Pavement,rep3,Drought,median_gene,2.0,cp,87,76528
Epidermal/Pavement,rep3,Drought,median_gene_per_cell,0.023,cp,87,76528
Epidermal/Pavement,rep3,Drought,pct_reads,0.6821,cp,87,76528
Epidermal/Pavement,rep3,Drought,total,69.0,ct,87,76528
Epidermal/Pavement,rep3,Drought,median_gene,0.0,ct,87,76528
Epidermal/Pavement,rep3,Drought,median_gene_per_cell,0.0,ct,87,76528
Epidermal/Pavement,rep3,Drought,pct_reads,0.0902,ct,87,76528
Epidermal/Pavement,rep3,Drought,total,97.0,cr,87,76528
Epidermal/Pavement,rep3,Drought,median_gene,0.0,cr,87,76528
Epidermal/Pavement,rep3,Drought,median_gene_per_cell,0.0,cr,87,76528
Epidermal/Pavement,rep3,Drought,pct_reads,0.1268,cr,87,76528
Epidermal/Pavement,rep3,Drought,total,688.0,organelle,87,76528
Epidermal/Pavement,rep3,Drought,median_gene,1.0,organelle,87,76528
Epidermal/Pavement,rep3,Drought,median_gene_per_cell,0.0115,organelle,87,76528
Epidermal/Pavement,rep3,Drought,pct_reads,0.899,organelle,87,76528
Epidermal/Pavement,rep3,HD,total,375.0,cp,51,52009
Epidermal/Pavement,rep3,HD,median_gene,1.0,cp,51,52009
Epidermal/Pavement,rep3,HD,median_gene_per_cell,0.0196,cp,51,52009
Epidermal/Pavement,rep3,HD,pct_reads,0.721,cp,51,52009
Epidermal/Pavement,rep3,HD,total,48.0,ct,51,52009
Epidermal/Pavement,rep3,HD,median_gene,0.0,ct,51,52009
Epidermal/Pavement,rep3,HD,median_gene_per_cell,0.0,ct,51,52009
Epidermal/Pavement,rep3,HD,pct_reads,0.0923,ct,51,52009
Epidermal/Pavement,rep3,HD,total,96.0,cr,51,52009
Epidermal/Pavement,rep3,HD,median_gene,0.0,cr,51,52009
Epidermal/Pavement,rep3,HD,median_gene_per_cell,0.0,cr,51,52009
Epidermal/Pavement,rep3,HD,pct_reads,0.1846,cr,51,52009
Epidermal/Pavement,rep3,HD,total,519.0,organelle,51,52009
Epidermal/Pavement,rep3,HD,median_gene,0.0,organelle,51,52009
Epidermal/Pavement,rep3,HD,median_gene_per_cell,0.0,organelle,51,52009
Epidermal/Pavement,rep3,HD,pct_reads,0.9979,organelle,51,52009
Epidermal/Pavement,rep3,Heat,total,953.0,cp,167,153540
Epidermal/Pavement,rep3,Heat,median_gene,4.0,cp,167,153540
Epidermal/Pavement,rep3,Heat,median_gene_per_cell,0.024,cp,167,153540
Epidermal/Pavement,rep3,Heat,pct_reads,0.6207,cp,167,153540
Epidermal/Pavement,rep3,Heat,total,97.0,ct,167,153540
Epidermal/Pavement,rep3,Heat,median_gene,0.0,ct,167,153540
Epidermal/Pavement,rep3,Heat,median_gene_per_cell,0.0,ct,167,153540
Epidermal/Pavement,rep3,Heat,pct_reads,0.0632,ct,167,153540
Epidermal/Pavement,rep3,Heat,total,455.0,cr,167,153540
Epidermal/Pavement,rep3,Heat,median_gene,0.0,cr,167,153540
Epidermal/Pavement,rep3,Heat,median_gene_per_cell,0.0,cr,167,153540
Epidermal/Pavement,rep3,Heat,pct_reads,0.2963,cr,167,153540
Epidermal/Pavement,rep3,Heat,total,1505.0,organelle,167,153540
Epidermal/Pavement,rep3,Heat,median_gene,1.0,organelle,167,153540
Epidermal/Pavement,rep3,Heat,median_gene_per_cell,0.006,organelle,167,153540
Epidermal/Pavement,rep3,Heat,pct_reads,0.9802,organelle,167,153540
Guard cells,rep1,Control,total,2498.0,cp,95,166571
Guard cells,rep1,Control,median_gene,10.0,cp,95,166571
Guard cells,rep1,Control,median_gene_per_cell,0.1053,cp,95,166571
Guard cells,rep1,Control,pct_reads,1.4997,cp,95,166571
Guard cells,rep1,Control,total,284.0,ct,95,166571
Guard cells,rep1,Control,median_gene,0.0,ct,95,166571
Guard cells,rep1,Control,median_gene_per_cell,0.0,ct,95,166571
Guard cells,rep1,Control,pct_reads,0.1705,ct,95,166571
Guard cells,rep1,Control,total,27455.0,cr,95,166571
Guard cells,rep1,Control,median_gene,0.0,cr,95,166571
Guard cells,rep1,Control,median_gene_per_cell,0.0,cr,95,166571
Guard cells,rep1,Control,pct_reads,16.4825,cr,95,166571
Guard cells,rep1,Control,total,30237.0,organelle,95,166571
Guard cells,rep1,Control,median_gene,3.0,organelle,95,166571
Guard cells,rep1,Control,median_gene_per_cell,0.0316,organelle,95,166571
Guard cells,rep1,Control,pct_reads,18.1526,organelle,95,166571
Guard cells,rep1,Drought,total,332.0,cp,12,16177
Guard cells,rep1,Drought,median_gene,1.0,cp,12,16177
Guard cells,rep1,Drought,median_gene_per_cell,0.0833,cp,12,16177
Guard cells,rep1,Drought,pct_reads,2.0523,cp,12,16177
Guard cells,rep1,Drought,total,32.0,ct,12,16177
Guard cells,rep1,Drought,median_gene,0.0,ct,12,16177
Guard cells,rep1,Drought,median_gene_per_cell,0.0,ct,12,16177
Guard cells,rep1,Drought,pct_reads,0.1978,ct,12,16177
Guard cells,rep1,Drought,total,4094.0,cr,12,16177
Guard cells,rep1,Drought,median_gene,0.0,cr,12,16177
Guard cells,rep1,Drought,median_gene_per_cell,0.0,cr,12,16177
Guard cells,rep1,Drought,pct_reads,25.3075,cr,12,16177
Guard cells,rep1,Drought,total,4458.0,organelle,12,16177
Guard cells,rep1,Drought,median_gene,0.0,organelle,12,16177
Guard cells,rep1,Drought,median_gene_per_cell,0.0,organelle,12,16177
Guard cells,rep1,Drought,pct_reads,27.5576,organelle,12,16177
Guard cells,rep1,HD,total,544.0,cp,34,43219
Guard cells,rep1,HD,median_gene,2.0,cp,34,43219
Guard cells,rep1,HD,median_gene_per_cell,0.0588,cp,34,43219
Guard cells,rep1,HD,pct_reads,1.2587,cp,34,43219
Guard cells,rep1,HD,total,93.0,ct,34,43219
Guard cells,rep1,HD,median_gene,0.0,ct,34,43219
Guard cells,rep1,HD,median_gene_per_cell,0.0,ct,34,43219
Guard cells,rep1,HD,pct_reads,0.2152,ct,34,43219
Guard cells,rep1,HD,total,5711.0,cr,34,43219
Guard cells,rep1,HD,median_gene,0.0,cr,34,43219
Guard cells,rep1,HD,median_gene_per_cell,0.0,cr,34,43219
Guard cells,rep1,HD,pct_reads,13.2141,cr,34,43219
Guard cells,rep1,HD,total,6348.0,organelle,34,43219
Guard cells,rep1,HD,median_gene,0.0,organelle,34,43219
Guard cells,rep1,HD,median_gene_per_cell,0.0,organelle,34,43219
Guard cells,rep1,HD,pct_reads,14.688,organelle,34,43219
Guard cells,rep1,Heat,total,376.0,cp,28,25939
Guard cells,rep1,Heat,median_gene,2.0,cp,28,25939
Guard cells,rep1,Heat,median_gene_per_cell,0.0714,cp,28,25939
Guard cells,rep1,Heat,pct_reads,1.4496,cp,28,25939
Guard cells,rep1,Heat,total,23.0,ct,28,25939
Guard cells,rep1,Heat,median_gene,0.0,ct,28,25939
Guard cells,rep1,Heat,median_gene_per_cell,0.0,ct,28,25939
Guard cells,rep1,Heat,pct_reads,0.0887,ct,28,25939
Guard cells,rep1,Heat,total,4386.0,cr,28,25939
Guard cells,rep1,Heat,median_gene,0.0,cr,28,25939
Guard cells,rep1,Heat,median_gene_per_cell,0.0,cr,28,25939
Guard cells,rep1,Heat,pct_reads,16.9089,cr,28,25939
Guard cells,rep1,Heat,total,4785.0,organelle,28,25939
Guard cells,rep1,Heat,median_gene,0.0,organelle,28,25939
Guard cells,rep1,Heat,median_gene_per_cell,0.0,organelle,28,25939
Guard cells,rep1,Heat,pct_reads,18.4471,organelle,28,25939
Guard cells,rep1A,Control,total,1122.0,cp,41,49879
Guard cells,rep1A,Control,median_gene,4.0,cp,41,49879
Guard cells,rep1A,Control,median_gene_per_cell,0.0976,cp,41,49879
Guard cells,rep1A,Control,pct_reads,2.2494,cp,41,49879
Guard cells,rep1A,Control,total,84.0,ct,41,49879
Guard cells,rep1A,Control,median_gene,0.0,ct,41,49879
Guard cells,rep1A,Control,median_gene_per_cell,0.0,ct,41,49879
Guard cells,rep1A,Control,pct_reads,0.1684,ct,41,49879
Guard cells,rep1A,Control,total,9439.0,cr,41,49879
Guard cells,rep1A,Control,median_gene,0.0,cr,41,49879
Guard cells,rep1A,Control,median_gene_per_cell,0.0,cr,41,49879
Guard cells,rep1A,Control,pct_reads,18.9238,cr,41,49879
Guard cells,rep1A,Control,total,10645.0,organelle,41,49879
Guard cells,rep1A,Control,median_gene,1.0,organelle,41,49879
Guard cells,rep1A,Control,median_gene_per_cell,0.0244,organelle,41,49879
Guard cells,rep1A,Control,pct_reads,21.3416,organelle,41,49879
Guard cells,rep2,Control,total,350.0,cp,35,46266
Guard cells,rep2,Control,median_gene,1.0,cp,35,46266
Guard cells,rep2,Control,median_gene_per_cell,0.0286,cp,35,46266
Guard cells,rep2,Control,pct_reads,0.7565,cp,35,46266
Guard cells,rep2,Control,total,20.0,ct,35,46266
