run_id,metric,collaborator,realigned,abs_diff,pct_diff
HD_3,valid umi sequences,0.9990000000000001,0.9690000000000001,0.030000000000000027,3.0030030030030055
HD_3,sequencing saturation,0.973,0.973,0.0,0.0
HD_3,q30 bases in barcode,0.971,0.971,0.0,0.0
HD_3,q30 bases in rna read,0.9570000000000001,0.9570000000000001,0.0,0.0
HD_3,q30 bases in umi,0.978,0.978,0.0,0.0
HD_3,reads mapped to genome,0.863,0.863,0.0,0.0
HD_3,reads mapped confidently to genome,0.792,0.792,0.0,0.0
HD_3,reads mapped confidently to intergenic regions,0.17,0.17,0.0,0.0
HD_3,reads mapped confidently to intronic regions,0.09,0.09,0.0,0.0
HD_3,reads mapped confidently to exonic regions,0.532,0.532,0.0,0.0
HD_3,reads mapped confidently to transcriptome,0.563,0.563,0.0,0.0
HD_3,reads mapped antisense to gene,0.057,0.057,0.0,0.0
HD_3,fraction reads in cells,0.304,0.304,0.0,0.0
HD_3,total genes detected,33351.0,33351.0,0.0,0.0
HD_3,median umi counts per cell,616.0,616.0,0.0,0.0
