GeneID,Means-CK,Means-D_24,log2Ratio (D_24/CK),Up-Down-Regulation (D_24/CK),Probability
GLYMA06G16490,3.723333333,18.95,2.347531163,Up,0.809890421
GLYMA11G19160,0.31,6.963333333,4.489437966,Up,0.834764935
GLYMA20G06680,1.32,10.61333333,3.007268,Up,0.81330152
GLYMA03G12070,10.23333333,141.14,3.785778855,Up,0.92261223
GLYMA04G02330,36.79,137.2033333,1.898929951,Up,0.812000707
GLYMA11G29080,1.92,26.41,3.781906085,Up,0.89466596
GLYMA13G32180,0.53,10.97333333,4.371865665,Up,0.871000353
GLYMA09G31381,1.61,11.36666667,2.819676645,Up,0.808550725
GLYMA10G31890,0.426666667,6.28,3.87958325,Up,0.801120537
GLYMA20G00410,3.416666667,18.01333333,2.398403765,Up,0.810060092
GLYMA06G21910,2.306666667,22.39333333,3.279187853,Up,0.86718982
GLYMA05G25690,0.233333333,7.906666667,5.082605278,Up,0.863078826
GLYMA12G01410,1.406666667,11.04333333,2.972823299,Up,0.811049841
GLYMA15G39472,0.01,17.16,10.74483384,Up,0.951519972
GLYMA11G29460,42.94,421.9266667,3.296598176,Up,0.905270414
GLYMA08G21410,4.843333333,33.54666667,2.792097219,Up,0.854489219
GLYMA16G32733,5.926666667,26.39666667,2.155062936,Up,0.807221633
GLYMA03G37140,0.326666667,12.91333333,5.304898394,Up,0.907186285
GLYMA17G13720,2.163333333,47.1,4.444399177,Up,0.932841994
GLYMA08G39340,3.15,36.51333333,3.534999646,Up,0.894358431
GLYMA10G32850,6.093333333,27.55,2.176748749,Up,0.810028279
GLYMA08G22455,0.976666667,13.27,3.764158302,Up,0.862078473
GLYMA08G12450,0.08,5.71,6.157346935,Up,0.848398727
GLYMA09G27490,1.476666667,12.96,3.133649615,Up,0.831109933
GLYMA15G03040,4.106666667,28.35666667,2.787648198,Up,0.849586426
GLYMA13G01870,13.38,106.7966667,2.996716597,Up,0.889130435
GLYMA18G34280,11.66666667,48.79,2.064193062,Up,0.816747967
GLYMA17G11940,17.19,103.81,2.594303975,Up,0.866645458
GLYMA15G08420,0.596666667,20.99333333,5.136862265,Up,0.92854012
GLYMA15G09110,1.443333333,14.58666667,3.337173808,Up,0.851410392
GLYMA09G32440,0.906666667,9.713333333,3.421322321,Up,0.823623188
GLYMA05G08950,1.853333333,20.19,3.445446623,Up,0.869749028
GLYMA01G20700,7.746666667,45.35333333,2.54956102,Up,0.847582185
GLYMA03G03500,1.01,11.05333333,3.452054308,Up,0.834612937
GLYMA16G15166,4.233333333,24.13,2.510961919,Up,0.827868505
GLYMA16G32740,3.143333333,18.22,2.535155784,Up,0.817083775
GLYMA08G11490,13.55,58.29666667,2.105120543,Up,0.823343938
GLYMA08G18150,4.223333333,30.74333333,2.863819573,Up,0.85903146
GLYMA18G52610,3.673333333,27.47333333,2.90287024,Up,0.856677271
GLYMA09G37280,4.04,20.77333333,2.362305535,Up,0.814722517
GLYMA10G24620,4.206666667,19.76666667,2.232320194,Up,0.800106045
GLYMA16G29420,0.92,11.31333333,3.620246393,Up,0.84602333
GLYMA10G15034,31.59,135.43,2.100007513,Up,0.832212796
GLYMA05G38220,12.86666667,158.9633333,3.626983778,Up,0.918250265
GLYMA14G24860,0.05,9.276666667,7.535534598,Up,0.907239307
GLYMA05G32040,0.593333333,7.436666667,3.647741367,Up,0.81009544
GLYMA19G04410,1.07,34.05333333,4.992113323,Up,0.94028632
GLYMA15G12580,4.623333333,35.59333333,2.944601761,Up,0.865277483
GLYMA08G44590,25.97333333,128.6666667,2.308535265,Up,0.844750795
GLYMA03G18990,2.536666667,23.63,3.219613771,Up,0.86804878
GLYMA09G24790,35.76666667,124.1033333,1.79485429,Up,0.801512902
GLYMA02G10300,0.216666667,5.363333333,4.629580798,Up,0.80893602
GLYMA07G06750,0.02,5.556666667,8.118075888,Up,0.857490279
GLYMA13G04720,21.16333333,127.5,2.590858465,Up,0.868335101
GLYMA14G11420,0.233333333,6.453333333,4.78958022,Up,0.835655709
GLYMA03G21690,6.223333333,58.89,3.242263247,Up,0.89155532
GLYMA07G39490,0.266666667,6.58,4.62497818,Up,0.832760693
GLYMA07G32050,11.57333333,350.4733333,4.920428325,Up,0.962308236
GLYMA08G18760,78.56666667,307.09,1.966672276,Up,0.821594203
GLYMA13G31400,26.95666667,108.66,2.011106936,Up,0.823771651
GLYMA19G44420,2.316666667,17.53333333,2.919977917,Up,0.838879463
GLYMA05G01390,33.38666667,121.0566667,1.858338565,Up,0.80776953
GLYMA16G28447,2.57,24.62666667,3.260381101,Up,0.870385295
GLYMA12G31090,2.766666667,18.26666667,2.722992652,Up,0.829635914
GLYMA08G27010,8.94,91.29666667,3.35221545,Up,0.903276776
GLYMA18G03740,0.936666667,10.64333333,3.506270517,Up,0.836348533
GLYMA03G04920,3.803333333,19.13333333,2.330751945,Up,0.809338989
GLYMA18G43980,0.736666667,10.82666667,3.877433358,Up,0.851922941
GLYMA05G23680,1.54,11.34333333,2.880842395,Up,0.81028632
GLYMA20G29770,0.756666667,32.34333333,5.41766667,Up,0.948632025
GLYMA08G36590,0.703333333,14.80333333,4.395569667,Up,0.892484977
GLYMA17G06660,6.783333333,56.62333333,3.061330387,Up,0.882686462
GLYMA06G12400,7.16,35.05666667,2.291657333,Up,0.824001414
GLYMA18G06510,739.1,2957.293333,2.000435872,Up,0.829734889
GLYMA07G10030,1.75,31.41333333,4.165950211,Up,0.915754684
GLYMA06G35330,2.676666667,14.97,2.483564829,Up,0.80340403
GLYMA15G02350,5.086666667,28.2,2.470902701,Up,0.831608342
GLYMA09G33170,16.59333333,81.31333333,2.292888208,Up,0.839561683
GLYMA11G20180,17.29,77.90666667,2.17180892,Up,0.831760339
GLYMA05G35190,3.55,18.84666667,2.408418453,Up,0.812665253
GLYMA18G07495,46.27666667,203.42,2.136104675,Up,0.837016614
GLYMA06G02380,12.92333333,167.2866667,3.694272323,Up,0.919130435
GLYMA07G01730,75.16666667,1337.433333,4.153230142,Up,0.93999293
GLYMA13G09140,2.31,16.62,2.846955625,Up,0.833980205
GLYMA06G15211,0.263333333,5.366666667,4.349064225,Up,0.800441852
GLYMA09G02170,23.64333333,103.01,2.123279046,Up,0.831392718
GLYMA01G07390,0.53,17.77333333,5.06757811,Up,0.919469777
GLYMA20G25471,1.116666667,12.83333333,3.522625445,Up,0.850229763
GLYMA02G07990,65.27,13.26666667,-2.298614109,Down,0.837023683
GLYMA19G37124,254.9866667,65.72,-1.956017425,Down,0.820236833
GLYMA12G08010,77.19666667,7.463333333,-3.370646526,Down,0.901838105
GLYMA06G14810,68.23,18.42666667,-1.888611101,Down,0.804199364
GLYMA16G00980,60.85666667,16.3,-1.90054335,Down,0.803280311
GLYMA08G15960,83.67333333,8.816666667,-3.246462688,Down,0.896687876
GLYMA11G00230,83.28,9.883333333,-3.074900465,Down,0.888511842
GLYMA02G09220,32.27333333,2.016666667,-4.000298047,Down,0.910519618
GLYMA09G12198,39.06333333,2.516666667,-3.956229013,Down,0.912675857
GLYMA05G15191,10.55333333,1.443333333,-2.870222325,Down,0.804319548
GLYMA03G06420,546.24,36.38,-3.908317515,Down,0.932767762
GLYMA16G26990,80.29333333,16.86666667,-2.251105323,Down,0.837055497
GLYMA19G37116,81.07666667,17.93333333,-2.176643104,Down,0.832788971
GLYMA13G29760,24.27666667,5.103333333,-2.250058562,Down,0.809710145
GLYMA13G34066,11.81666667,1.773333333,-2.736287477,Down,0.803852952
GLYMA15G42680,49.85666667,8.753333333,-2.509882014,Down,0.847748321
GLYMA15G00570,44.06,8.6,-2.35706093,Down,0.83815836
GLYMA09G05090,30.65666667,1.173333333,-4.707516006,Down,0.931339696
GLYMA14G35340,42,2.32,-4.178192617,Down,0.92311064
GLYMA01G00730,65.25666667,14.12666667,-2.207704209,Down,0.831778013
GLYMA13G09820,57.40666667,7.643333333,-2.908944433,Down,0.874492754
GLYMA17G32100,92.39,15.88666667,-2.539920257,Down,0.857995758
GLYMA19G43420,104.06,28.76,-1.855280032,Down,0.80660304
GLYMA19G41090,49.91666667,8.02,-2.637847455,Down,0.858596677
GLYMA01G31300,272.5333333,18.73333333,-3.862753161,Down,0.928518911
GLYMA14G10620,259.68,50.34666667,-2.366766736,Down,0.856041004
GLYMA01G33080,22.72666667,2.866666667,-2.986940035,Down,0.852357724
GLYMA13G09730,171.61,49.24666667,-1.801035641,Down,0.804337222
GLYMA20G33880,85.41,8.713333333,-3.293108353,Down,0.897645811
GLYMA16G28590,16.79,2.8,-2.584103498,Down,0.820183811
GLYMA02G00820,7.553333333,0.566666667,-3.73654121,Down,0.816270767
GLYMA05G25851,88.03666667,18.97,-2.214384843,Down,0.835768823
GLYMA03G38000,14.33,1.813333333,-2.982322554,Down,0.829423825
GLYMA14G35330,14.13,1.37,-3.366513667,Down,0.850134323
GLYMA03G28050,29.45,2.81,-3.389625598,Down,0.882697066
GLYMA07G16850,13.95333333,1.543333333,-3.176488213,Down,0.841375044
GLYMA13G28090,35.96666667,3.273333333,-3.45782803,Down,0.892884411
GLYMA08G11870,44.16,9.313333333,-2.245370652,Down,0.827165076
GLYMA02G11151,19.56666667,3.746666667,-2.384718468,Down,0.812962177
GLYMA15G38091,695.6466667,144.9366667,-2.262932098,Down,0.846737363
GLYMA09G09236,11.46666667,0.036666667,-8.288761231,Down,0.925705196
GLYMA01G41450,25.25333333,5.07,-2.316416178,Down,0.820473666
GLYMA16G13601,10.08666667,1.02,-3.30580843,Down,0.820600919
GLYMA20G32570,216.3066667,6.466666667,-5.063912074,Down,0.964217038
GLYMA06G08190,60.04666667,15.17,-1.984863075,Down,0.810392365
GLYMA19G36791,4.63,0.01,-8.854868383,Down,0.835510781
GLYMA10G07050,103.4866667,15.79333333,-2.712057298,Down,0.871010958
GLYMA17G15480,36.15666667,7.883333333,-2.197383997,Down,0.819445034
GLYMA15G11410,13.25333333,1.926666667,-2.782176359,Down,0.813382821
GLYMA12G02385,129.1033333,23.09,-2.483186172,Down,0.858091198
GLYMA04G40710,27.60333333,5.543333333,-2.316016827,Down,0.823655002
GLYMA11G20020,154.7966667,38.85666667,-1.994140356,Down,0.820653941
GLYMA0737S00250,36.32666667,8.426666667,-2.107995027,Down,0.813609049
GLYMA04G00550,14.25333333,2.506666667,-2.507457286,Down,0.801873454
GLYMA12G10620,17.26333333,1.42,-3.603748223,Down,0.8717462
GLYMA16G07750,79.1,14.32666667,-2.464974713,Down,0.852718275
GLYMA08G40705,13.03,0.896666667,-3.861121507,Down,0.864796748
GLYMA07G38780,139.0566667,8.986666667,-3.951743011,Down,0.929406151
GLYMA16G31401,12.65333333,1.33,-3.250019341,Down,0.836550018
GLYMA19G41900,13.56666667,0.3,-5.498959983,Down,0.914662425
GLYMA20G16920,158.3233333,33.26,-2.251013819,Down,0.8426193
GLYMA08G18200,24.59666667,0.173333333,-7.148769882,Down,0.960321668
GLYMA10G30340,24.77,1.166666667,-4.408129542,Down,0.915691057
GLYMA02G11630,13.16,0.933333333,-3.817623258,Down,0.864994698
GLYMA20G33800,11.69333333,0.416666667,-4.810648748,Down,0.889388476
GLYMA19G32650,13.6,1.146666667,-3.568088682,Down,0.854637681
GLYMA17G06780,11.9,0.24,-5.631783357,Down,0.908384588
GLYMA16G07533,43.19333333,2.916666667,-3.888416236,Down,0.911661364
GLYMA01G38590,90.50666667,22.90666667,-1.982256528,Down,0.815807706
GLYMA15G04900,18.33666667,3.246666667,-2.497700226,Down,0.815592082
GLYMA11G16120,16.91,3.083333333,-2.45531389,Down,0.809536939
GLYMA18G46033,29.25666667,6.996666667,-2.064025741,Down,0.803951926
GLYMA11G33450,36.83333333,4.996666667,-2.881974081,Down,0.864393779
GLYMA11G07516,34.5,3.186666667,-3.436476339,Down,0.88786497
GLYMA09G28920,20.96333333,3.42,-2.615799905,Down,0.8322234
GLYMA07G33050,32.44666667,7.243333333,-2.1633446,Down,0.813916578
GLYMA13G10360,18.01666667,2.333333333,-2.948867791,Down,0.840996819
GLYMA19G43460,56.72666667,7.98,-2.82956644,Down,0.87195122
GLYMA03G21720,224.4733333,51.25666667,-2.130732503,Down,0.836613644
GLYMA12G12240,61.57666667,16.54,-1.896424537,Down,0.803453517
GLYMA11G21633,1947.266667,392.1033333,-2.312144655,Down,0.849855072
GLYMA14G08810,32.78333333,5.153333333,-2.669384733,Down,0.849925769
GLYMA09G12252,788.21,38.83666667,-4.343088768,Down,0.94737363
GLYMA08G18980,38.10666667,9.29,-2.036292914,Down,0.809840933
GLYMA05G27960,13.65,1.103333333,-3.62896033,Down,0.85902439
GLYMA13G09755,36.37666667,5.36,-2.762708444,Down,0.855599152
GLYMA03G39050,7.363333333,0.47,-3.969626351,Down,0.8217462
GLYMA13G01150,11.46,0.863333333,-3.730545542,Down,0.851728526
GLYMA05G22180,46.20333333,9.05,-2.352007241,Down,0.83863556
GLYMA06G04030,48.41333333,11.66333333,-2.053424266,Down,0.815839519
GLYMA10G02610,19.89333333,0.496666667,-5.3238633,Down,0.930424178
GLYMA06G20830,74.18666667,8.4,-3.142698686,Down,0.888628491
GLYMA09G40590,9.54,0.78,-3.612443237,Down,0.83212796
GLYMA14G20440,44.45,6.903333333,-2.686818366,Down,0.857995758
GLYMA02G09210,236.7166667,14.44666667,-4.034352729,Down,0.934595263
GLYMA12G08930,771.7466667,158.3066667,-2.285405335,Down,0.84854719
GLYMA12G36200,228.2333333,21.32,-3.420230168,Down,0.909925769
GLYMA16G33340,8.316666667,0.81,-3.360011597,Down,0.809190527
GLYMA02G45170,14.37666667,1.493333333,-3.267121079,Down,0.845231531
GLYMA04G33610,207.8333333,28.20333333,-2.88148947,Down,0.885061859
GLYMA09G41850,13.94666667,0.93,-3.906545824,Down,0.872149169
GLYMA06G14090,48.50333333,8.246666667,-2.556200899,Down,0.84932485
GLYMA15G06790,72.52333333,17.18,-2.0777152,Down,0.82457052
GLYMA18G46111,20.22666667,4.246666667,-2.251855808,Down,0.802308236
GLYMA05G23170,13.46333333,0.36,-5.224894929,Down,0.908172499
GLYMA11G20010,34.52,7.076666667,-2.286290594,Down,0.823524214
GLYMA09G08330,12.06333333,0.766666667,-3.975885341,Down,0.863453517
GLYMA15G23830,65.73,5.996666667,-3.454319299,Down,0.900887239
GLYMA03G36080,66.68333333,3.86,-4.11065347,Down,0.928557794
GLYMA18G44310,37.29,6.23,-2.581484729,Down,0.849982326
GLYMA03G38260,164.57,8.73,-4.236575902,Down,0.939540474
GLYMA14G06110,8.786666667,0.546666667,-4.00658265,Down,0.841010958
GLYMA02G37990,129.5066667,16.64333333,-2.960010055,Down,0.885153765
GLYMA10G06940,473.09,61.23666667,-2.949647007,Down,0.888967833
GLYMA02G03230,794.89,95.43,-3.058240451,Down,0.896648993
GLYMA15G06090,7.773333333,0.206666667,-5.233155763,Down,0.865284553
GLYMA09G07100,74.86666667,18.55,-2.012904335,Down,0.81980912
GLYMA19G43360,6.396666667,0.07,-6.513821573,Down,0.86533404
GLYMA19G44645,5.18,0.203333333,-4.671033451,Down,0.806171792
GLYMA18G05160,151.4333333,37.37666667,-2.018472987,Down,0.82699187
GLYMA15G15730,16.71,1.256666667,-3.733037806,Down,0.874987628
GLYMA11G10445,818.68,231.5533333,-1.821955126,Down,0.80971368
GLYMA14G39190,38.81,8.08,-2.264001235,Down,0.824733121
GLYMA10G01690,127.8333333,25.21666667,-2.34181459,Down,0.851392718
GLYMA02G46100,44.18666667,11.02666667,-2.002614368,Down,0.810250972
GLYMA01G31320,12.69333333,0.693333333,-4.194378045,Down,0.875860728
GLYMA07G32650,24.17333333,1.863333333,-3.697458737,Down,0.890540827
GLYMA01G45200,43.42333333,7.173333333,-2.5977549,Down,0.854220573
GLYMA16G08940,56.03666667,13.15666667,-2.090577121,Down,0.821399788
GLYMA02G02790,20.73333333,4.526666667,-2.195431101,Down,0.800332273
GLYMA11G18320,51.44,7.37,-2.803154118,Down,0.86447508
GLYMA17G08090,45.41666667,6.573333333,-2.788524773,Down,0.861742665
GLYMA18G46091,18.20666667,3.64,-2.322456458,Down,0.806557087
GLYMA14G38640,125.3366667,30.80666667,-2.024494036,Down,0.825687522
GLYMA09G05440,22.77666667,2.266666667,-3.328912475,Down,0.872697066
GLYMA15G16990,10.40333333,1.266666667,-3.037937034,Down,0.8126193
GLYMA06G09410,31.44333333,6.316666667,-2.315518819,Down,0.8277766
GLYMA10G23460,42.89333333,8.436666667,-2.346008429,Down,0.837013079
GLYMA03G35990,49.74333333,11.38,-2.128002629,Down,0.822060799
GLYMA03G38251,63.00333333,3.063333333,-4.362253894,Down,0.935768823
GLYMA07G07150,52.05333333,10.80333333,-2.268514032,Down,0.831640156
GLYMA03G24060,4.876666667,0.18,-4.759826552,Down,0.801247791
GLYMA09G09220,86.56,6.42,-3.753055297,Down,0.918345705
GLYMA01G43880,22.21666667,4.516666667,-2.298312024,Down,0.80922234
GLYMA15G24560,37.12,8.573333333,-2.114268569,Down,0.814128667
GLYMA07G37280,60.77333333,5.4,-3.492407111,Down,0.90398374
GLYMA18G46920,31.90333333,7.643333333,-2.061433314,Down,0.80659597
GLYMA19G03010,38.48,9.256666667,-2.055544123,Down,0.811505832
GLYMA17G03365,11.68666667,1.373333333,-3.089109754,Down,0.823029339
GLYMA04G14361,35.66666667,8.1,-2.138582578,Down,0.815351714
GLYMA19G37108,61.64,13.92333333,-2.146362219,Down,0.827101449
GLYMA04G10870,19.35666667,2.026666667,-3.255649805,Down,0.86067515
GLYMA16G07520,8.883333333,0.996666667,-3.155918143,Down,0.802301166
GLYMA01G24945,35.07666667,6.056666667,-2.533915736,Down,0.840572641
GLYMA13G09865,32.46333333,7.876666667,-2.043154015,Down,0.805719335
GLYMA15G07720,134.97,36.48333333,-1.887329319,Down,0.811099328
GLYMA13G09700,80.97333333,10.63333333,-2.928852945,Down,0.880053022
GLYMA1000S00300,10.24333333,1.306666667,-2.970722207,Down,0.804948745
GLYMA03G05481,6.066666667,0.22,-4.785328616,Down,0.828822906
GLYMA07G33950,77.28333333,17.22,-2.166072178,Down,0.831647225
GLYMA05G37860,33.7,6.613333333,-2.349299066,Down,0.831124072
GLYMA13G43870,29.59333333,4.19,-2.820250059,Down,0.856599505
GLYMA01G37820,14.35333333,2.01,-2.836118412,Down,0.825199717
GLYMA20G10920,21.61,4.236666667,-2.350697543,Down,0.81581831
GLYMA02G11610,54.38,4.26,-3.674150816,Down,0.907642276
GLYMA04G10880,37.07333333,9.32,-1.991979976,Down,0.801293743
GLYMA04G04500,24.43333333,0.63,-5.277355059,Down,0.93699187
GLYMA01G35030,31.89666667,7.626666667,-2.064281113,Down,0.806599505
GLYMA12G09940,12.43333333,0.47,-4.725408563,Down,0.891039236
GLYMA08G21420,29.76333333,2.213333333,-3.749243464,Down,0.897999293
GLYMA20G01910,34.32,7.14,-2.265053573,Down,0.822226935
GLYMA06G43630,11.31666667,1.163333333,-3.282112633,Down,0.829370802
GLYMA13G40501,67.93333333,13.87666667,-2.291458588,Down,0.837090845
GLYMA11G36850,45.02333333,10.33333333,-2.123367157,Down,0.819445034
GLYMA19G26400,16.61333333,1.786666667,-3.216999163,Down,0.852460233
GLYMA16G04740,192.9266667,51.99666667,-1.891561524,Down,0.812990456
GLYMA09G41440,5.136666667,0.136666667,-5.232099142,Down,0.819056204
GLYMA08G03940,45.77333333,11.83333333,-1.951650833,Down,0.802654648
GLYMA13G09722,35.42,7.526666667,-2.234481227,Down,0.820834217
GLYMA15G23520,5.206666667,0.163333333,-4.994468894,Down,0.814641216
GLYMA13G09807,51.22,7.143333333,-2.842037904,Down,0.870487805
GLYMA06G45020,18.23666667,3.203333333,-2.50919622,Down,0.815744079
GLYMA01G35660,72.18666667,11.68,-2.627692113,Down,0.864135737
GLYMA15G06081,11.91666667,0.646666667,-4.203814684,Down,0.871565924
GLYMA08G37670,9.82,1.013333333,-3.276614202,Down,0.817741251
GLYMA09G34770,46.80666667,10.83,-2.111680784,Down,0.819441499
GLYMA14G09670,15.42666667,1.666666667,-3.210388864,Down,0.848147755
GLYMA18G00620,19.36,3.336666667,-2.536599479,Down,0.81991163
GLYMA07G15930,57.71,9.076666667,-2.668586849,Down,0.862294097
GLYMA05G36100,23.46333333,4.243333333,-2.467138067,Down,0.824775539
GLYMA10G33810,7.65,0.55,-3.797956224,Down,0.818271474
GLYMA10G33650,161.4933333,20.18333333,-3.000238245,Down,0.891845175
GLYMA03G33340,11.52,0.026666667,-8.754887502,Down,0.92679392
GLYMA20G38930,21.54333333,1.543333333,-3.803119893,Down,0.887345352
GLYMA18G40652,9.986666667,0.35,-4.834576391,Down,0.877621068
GLYMA10G39060,64.88333333,4.783333333,-3.761759703,Down,0.914803818
GLYMA01G37810,11.5,1.496666667,-2.941809012,Down,0.813195475
GLYMA18G06800,6.49,0.38,-4.094147155,Down,0.814535171
GLYMA09G07070,63.02333333,15.02,-2.069001248,Down,0.821922941
GLYMA10G04210,17.49666667,0.28,-5.965509459,Down,0.936037469
GLYMA18G05890,38.7,1.873333333,-4.368654032,Down,0.926567692
GLYMA10G36990,220.63,58.62666667,-1.912000037,Down,0.815252739
GLYMA10G14980,49.41,8.046666667,-2.61833988,Down,0.857606928
GLYMA03G40860,93.71333333,13.21,-2.826623859,Down,0.878639095
GLYMA13G09690,46.16666667,8.213333333,-2.490811815,Down,0.845227996
GLYMA10G05420,8.783333333,0.28,-4.971269824,Down,0.870148462
GLYMA08G44700,19.1,0.59,-5.016713874,Down,0.921474019
GLYMA02G14460,17.38,1.32,-3.718818247,Down,0.876811594
GLYMA06G43760,23.23333333,3.383333333,-2.779678929,Down,0.842195122
GLYMA17G11310,25.81,5.88,-2.134042081,Down,0.80456345
GLYMA18G32231,246.9466667,73.81333333,-1.742246148,Down,0.800063627
GLYMA0079S00250,13.63,1.686666667,-3.014538773,Down,0.831534111
GLYMA10G06880,74.37666667,10.37333333,-2.841970533,Down,0.87641216
GLYMA13G03770,30.17333333,5.2,-2.536690556,Down,0.836861082
GLYMA09G30300,27.34333333,4.493333333,-2.605331132,Down,0.842057264
GLYMA06G14100,42.29666667,9.733333333,-2.119538103,Down,0.818041711
GLYMA14G00993,494.6033333,139.0966667,-1.830184115,Down,0.810219159
GLYMA03G40770,236.3066667,21.10666667,-3.484889671,Down,0.914521032
GLYMA15G06816,138.2533333,8.33,-4.052853959,Down,0.932622835
GLYMA07G36986,18.15333333,2.983333333,-2.605237395,Down,0.825309297
GLYMA09G38600,61.01333333,13.58333333,-2.167286993,Down,0.828299753
GLYMA08G07540,162.8533333,32.07333333,-2.344127046,Down,0.852771297
GLYMA09G05376,12.72333333,0.886666667,-3.842941036,Down,0.863018735
GLYMA08G16190,55.39,11.46,-2.273018494,Down,0.83272181
GLYMA07G33670,6054.93,1839.35,-1.718914253,Down,0.800332273
GLYMA01G41520,21.98666667,3.09,-2.830950155,Down,0.846185931
GLYMA11G31515,14.21333333,2.526666667,-2.491937685,Down,0.800714033
GLYMA18G46050,16.6,3.01,-2.463347849,Down,0.808617886
GLYMA01G02400,53.67,8.19,-2.712180531,Down,0.862410746
GLYMA15G27660,108.1466667,15.28,-2.82327275,Down,0.879597031
GLYMA15G26370,30.94333333,4.636666667,-2.738468699,Down,0.850597384
GLYMA18G43650,209.3066667,47.86333333,-2.128625485,Down,0.836387416
GLYMA19G27060,45.31,4.953333333,-3.193357876,Down,0.885768823
GLYMA08G23540,361.84,106.5333333,-1.764046994,Down,0.802697066
GLYMA10G09750,130.3833333,11.60333333,-3.490148246,Down,0.912120891
GLYMA06G04740,9.33,0.6,-3.958842675,Down,0.843121244
GLYMA03G28483,12.06333333,1.603333333,-2.911482309,Down,0.815942029
GLYMA04G04760,55.46,11.14666667,-2.31483527,Down,0.834888653
GLYMA18G35720,21.19,3.773333333,-2.48947213,Down,0.821686108
GLYMA07G25710,42.93333333,5.173333333,-3.052932131,Down,0.877129728
GLYMA12G02410,34.55,5.29,-2.707346083,Down,0.852675857
GLYMA18G52480,31.70666667,5.576666667,-2.50731127,Down,0.836977731
GLYMA02G41280,8.13,0.573333333,-3.825809288,Down,0.827108519
GLYMA10G06210,48.96,12.10666667,-2.015801856,Down,0.813856486
GLYMA17G01930,18.59666667,2.28,-3.027938321,Down,0.849204666
GLYMA08G44010,30.63333333,4.613333333,-2.731220919,Down,0.849964652
GLYMA07G37240,201.2666667,16.59666667,-3.600142836,Down,0.918882998
GLYMA15G05820,8.596666667,0.296666667,-4.856862627,Down,0.866012725
GLYMA07G09220,48.76666667,6.126666667,-2.992721098,Down,0.87379286
GLYMA02G44070,109.4566667,31.45666667,-1.79892212,Down,0.801420997
GLYMA12G06310,17.79,1.353333333,-3.716477379,Down,0.878052315
GLYMA13G33780,27.11666667,2.443333333,-3.472257242,Down,0.885030046
GLYMA12G06760,128.8666667,25.09666667,-2.360311473,Down,0.852513256
GLYMA01G37550,89.24,17.27333333,-2.369143999,Down,0.849759632
GLYMA08G14900,18.49666667,2.866666667,-2.689819238,Down,0.829169318
GLYMA17G12481,19.95333333,2.046666667,-3.285281718,Down,0.86251679
GLYMA06G10700,33.05333333,5.45,-2.600467636,Down,0.847500884
GLYMA06G15441,22.62333333,4.536666667,-2.318106946,Down,0.816178862
GLYMA05G36963,131.49,24.00333333,-2.453646413,Down,0.856861082
GLYMA15G13880,22.52666667,0.88,-4.677986516,Down,0.919798515
GLYMA06G45031,142.2,30.94666667,-2.200065538,Down,0.839105691
GLYMA04G14800,57.24666667,10.51333333,-2.444971532,Down,0.846988335
GLYMA01G31750,58.68666667,14.34,-2.032987743,Down,0.81776246
GLYMA19G25070,8.276666667,0.866666667,-3.255500733,Down,0.8026193
GLYMA06G18710,67.95333333,18.11333333,-1.907492257,Down,0.805835984
GLYMA07G37265,180.0133333,11.43,-3.97720646,Down,0.930993284
GLYMA08G18470,35.23666667,7.29,-2.273086734,Down,0.823004595
GLYMA17G03330,11.24,1.27,-3.145741633,Down,0.821463415
GLYMA09G41840,28.58,2.073333333,-3.784981932,Down,0.897150937
GLYMA15G15370,31.81333333,7.736666667,-2.03984752,Down,0.805111347
GLYMA10G33710,43.68,2.396666667,-4.187871681,Down,0.924047367
GLYMA06G12900,78.93,13.14,-2.586608474,Down,0.863803464
GLYMA09G33540,11.74666667,1.64,-2.840483704,Down,0.811816896
GLYMA05G38290,42.45,5.443333333,-2.963202264,Down,0.870180276
GLYMA14G00870,24.86666667,5.496666667,-2.177584232,Down,0.806263697
GLYMA16G28605,680.8333333,24.63666667,-4.788422694,Down,0.959766702
GLYMA17G07470,36.9,6.63,-2.476540041,Down,0.839551078
GLYMA09G25056,66.23666667,4.056666667,-4.029263404,Down,0.925457759
GLYMA02G19380,266.42,63.41666667,-2.070768436,Down,0.832955108
GLYMA16G27995,116.51,13.89333333,-3.067989104,Down,0.891636621
GLYMA03G36100,11.81666667,1.21,-3.287744174,Down,0.832728879
GLYMA18G53480,20.36666667,2.566666667,-2.988242029,Down,0.847794274
GLYMA07G05910,200.7466667,39.94,-2.329469795,Down,0.853269707
GLYMA11G10460,198.9166667,34.20666667,-2.539814731,Down,0.863025804
GLYMA01G01510,39.44,4.083333333,-3.271840303,Down,0.884337222
GLYMA06G10830.10,30.01666667,5.726666667,-2.38999624,Down,0.829954047
GLYMA06G11060,15.39333333,0.75,-4.359271267,Down,0.892792506
GLYMA12G03390,58.40333333,5.886666667,-3.31052787,Down,0.89271474
GLYMA13G35220,85.25333333,24.09666667,-1.822922654,Down,0.801081654
GLYMA15G06780,292.7,25.01333333,-3.548653514,Down,0.916122305
GLYMA13G26290,15.30333333,2.616666667,-2.548043873,Down,0.808091198
GLYMA13G35320,234.1633333,59.44666667,-1.977847366,Down,0.821767409
GLYMA03G40941,14.39333333,0.98,-3.876475183,Down,0.871279604
GLYMA06G03920,79.85333333,17.08,-2.225044657,Down,0.835828915
