GeneID,Means-CK,Means-H_24,log2Ratio (H_24/CK),Up-Down-Regulation (H_24/CK),Probability
GLYMA04G03581,154.7366667,40.54,-1.932397107,Down,0.803170303
GLYMA17G09170,130.1533333,33.84333333,-1.943268685,Down,0.803138803
GLYMA09G15450,241.78,62.75333333,-1.945930911,Down,0.806782307
GLYMA08G43230,89.28666667,23.12666667,-1.948887411,Down,0.801087801
GLYMA13G01891,170.32,44.01,-1.952344578,Down,0.805536306
GLYMA15G00515,255.9866667,66.11333333,-1.953055508,Down,0.806922307
GLYMA19G43410,115.33,29.70333333,-1.957071094,Down,0.803978804
GLYMA06G18710,67.95333333,17.19333333,-1.982695049,Down,0.800573301
GLYMA08G07880,343.3066667,86.35333333,-1.9911741,Down,0.810712811
GLYMA07G36973,77.43333333,19.45,-1.993184593,Down,0.802694303
GLYMA09G38610,1023.84,256.09,-1.999267453,Down,0.816638317
GLYMA07G40290,63.17666667,15.79666667,-1.999771659,Down,0.804916805
GLYMA02G45190,1177.716667,294.1533333,-2.001352209,Down,0.816697817
GLYMA06G05810,557.44,138.8066667,-2.005739669,Down,0.816918317
GLYMA0466S00200,160.06,39.84,-2.006323262,Down,0.813904814
GLYMA03G38260,164.57,40.95,-2.006766009,Down,0.814030814
GLYMA06G11430,58.24666667,14.42333333,-2.01377087,Down,0.804297304
GLYMA18G29605,222.4733333,54.55,-2.027981317,Down,0.816701317
GLYMA02G04320,657.7966667,160.7366667,-2.032942629,Down,0.818549319
GLYMA18G32221,328.51,80.10666667,-2.03594307,Down,0.818538819
GLYMA05G34130,76.36333333,18.61666667,-2.036285299,Down,0.81038381
GLYMA18G32211,383.2466667,93.29,-2.038478896,Down,0.818783819
GLYMA14G39820,113.75,27.36666667,-2.055374919,Down,0.815619816
GLYMA14G07841,58.65,13.87,-2.080163321,Down,0.80971531
GLYMA06G00710,301.38,70.99666667,-2.085760485,Down,0.822175322
GLYMA03G38251,63.00333333,14.83666667,-2.08626116,Down,0.811601812
GLYMA11G08750,57.30333333,13.48,-2.087798566,Down,0.81010031
GLYMA18G51320,583.68,136.0066667,-2.101500265,Down,0.823904324
GLYMA10G02451,136.7733333,31.69333333,-2.109535668,Down,0.820572321
GLYMA06G20830,74.18666667,17.11666667,-2.115758143,Down,0.816008316
GLYMA08G41460,729.42,167.4966667,-2.122617373,Down,0.825489825
GLYMA13G09807,51.22,11.71333333,-2.128555562,Down,0.810957811
GLYMA03G38930,473.5666667,107.9233333,-2.133560723,Down,0.825706826
GLYMA11G14820,109.97,25.06,-2.133651688,Down,0.82046382
GLYMA01G35681,132.5633333,30.07666667,-2.139965195,Down,0.822483322
GLYMA10G36990,220.63,49.98666667,-2.142013744,Down,0.824782825
GLYMA11G11280,52.48,11.86333333,-2.145258288,Down,0.812648313
GLYMA11G05550,49.84666667,11.26666667,-2.145436287,Down,0.811671812
GLYMA08G37270,1011.126667,228.4866667,-2.145781855,Down,0.827453327
GLYMA19G01650,43.98666667,9.933333333,-2.146716447,Down,0.809172809
GLYMA07G05320,1088.766667,245.7466667,-2.147451051,Down,0.827481327
GLYMA01G22554,68.38,15.43,-2.147836361,Down,0.816729317
GLYMA13G35950,54.05666667,12.17,-2.151143385,Down,0.813096313
GLYMA16G27995,116.51,26.05,-2.161098508,Down,0.822731823
GLYMA06G12470,99.22333333,22.17,-2.162070654,Down,0.821471821
GLYMA18G06510,739.1,165.1266667,-2.162196451,Down,0.827908328
GLYMA03G21720,224.4733333,49.89,-2.169721493,Down,0.826868827
GLYMA12G15560,32.01666667,7.05,-2.183127951,Down,0.803163303
GLYMA11G12560,43.71666667,9.61,-2.185575066,Down,0.811689312
GLYMA01G02950,43.79666667,9.623333333,-2.186212465,Down,0.811720812
GLYMA14G11160,54.75666667,12.02,-2.187597729,Down,0.815913816
GLYMA09G17260,38.48333333,8.43,-2.190629231,Down,0.808878809
GLYMA08G24180,53.98,11.81666667,-2.19160185,Down,0.815679316
GLYMA06G45370,36.77333333,7.98,-2.204199305,Down,0.808462308
GLYMA03G35990,49.74333333,10.77666667,-2.20659218,Down,0.815626816
GLYMA10G05520,28.7,6.176666667,-2.216150356,Down,0.802130802
GLYMA13G35220,85.25333333,18.25333333,-2.223596298,Down,0.824163324
GLYMA12G36098,1531.513333,326.1866667,-2.231188211,Down,0.832871333
GLYMA02G16620,75.06,15.91666667,-2.237506058,Down,0.823830824
GLYMA08G43330,105.3633333,22.27,-2.24219943,Down,0.827194327
GLYMA20G38100,370.0833333,78.00666667,-2.246180834,Down,0.833105833
GLYMA06G14100,42.29666667,8.79,-2.266608901,Down,0.815917316
GLYMA02G41070,38.29,7.94,-2.269756748,Down,0.813698314
GLYMA11G33450,36.83333333,7.626666667,-2.271887412,Down,0.812648313
GLYMA13G01560,32.96666667,6.82,-2.273164376,Down,0.80952281
GLYMA14G07830,58.54333333,12.06666667,-2.278477695,Down,0.822735323
GLYMA18G04940,66.97,13.78333333,-2.280590139,Down,0.824716325
GLYMA03G28360,80.79,16.59,-2.283862844,Down,0.827138327
GLYMA01G28396,233.2,47.87,-2.284374077,Down,0.833886334
GLYMA06G17520,186.33,38.23,-2.285082868,Down,0.833739334
GLYMA10G06210,48.96,10.04,-2.285844289,Down,0.82013832
GLYMA16G25860,587.05,120.3633333,-2.286087419,Down,0.836154336
GLYMA16G01870,773.0666667,157.82,-2.292312788,Down,0.836315336
GLYMA20G08275,250.6233333,51.13666667,-2.293090711,Down,0.834726335
GLYMA20G35270,44.87,9.106666667,-2.300756201,Down,0.819004319
GLYMA09G00560,25.72666667,5.22,-2.301142831,Down,0.802778303
GLYMA07G06800,47.74,9.673333333,-2.303113548,Down,0.82025382
GLYMA09G31810,67.20333333,13.59333333,-2.305633519,Down,0.826350826
GLYMA11G37920,149.1133333,30.12333333,-2.307455938,Down,0.833627334
GLYMA01G03260,1116.506667,223.2366667,-2.322345951,Down,0.843136843
GLYMA11G35610,26.70666667,5.336666667,-2.323189113,Down,0.81026831
GLYMA06G09730,29.15333333,5.816666667,-2.325396312,Down,0.813848814
GLYMA13G38910,83.86,16.68666667,-2.32928704,Down,0.835184835
GLYMA09G35250,24.42333333,4.85,-2.332203463,Down,0.807240807
GLYMA12G32580,679.9633333,134.83,-2.334315417,Down,0.843315343
GLYMA18G52280,60.59333333,11.96,-2.340941683,Down,0.831299831
GLYMA02G34171,244.4366667,48.10666667,-2.34515197,Down,0.842734343
GLYMA04G37140,107.2366667,21.04666667,-2.349134616,Down,0.838467838
GLYMA02G04420,97.41333333,19.1,-2.350546615,Down,0.837715338
GLYMA07G00900,31.81666667,6.226666667,-2.353250743,Down,0.817695318
GLYMA09G28870,22.70666667,4.436666667,-2.355567864,Down,0.805963306
GLYMA17G37160,96.55,18.86,-2.355946583,Down,0.838173838
GLYMA16G04740,192.9266667,37.59333333,-2.359503822,Down,0.842541843
GLYMA19G43940,27.24,5.28,-2.367116869,Down,0.813603814
GLYMA14G10820,863.9233333,167.29,-2.368552081,Down,0.845607846
GLYMA15G19510,30.97666667,5.986666667,-2.371357058,Down,0.818003318
GLYMA13G37880,762.76,147.2966667,-2.372504407,Down,0.845523846
GLYMA10G39460,1925.913333,369.4366667,-2.382143817,Down,0.846454846
GLYMA01G45200,43.42333333,8.23,-2.399506141,Down,0.828482328
GLYMA01G41450,25.25333333,4.776666667,-2.402397721,Down,0.812305312
GLYMA04G10870,19.35666667,3.64,-2.410820178,Down,0.801364301
GLYMA18G10760,406.04,76.15,-2.414705916,Down,0.846990347
GLYMA07G01680,36.67333333,6.863333333,-2.417750073,Down,0.825472325
GLYMA18G01830,336.0033333,62.76,-2.420558288,Down,0.847284347
GLYMA05G35940,34.15,6.32,-2.433889115,Down,0.824016324
GLYMA09G30171,22,4.05,-2.441509711,Down,0.808812309
GLYMA07G04010,88.34,16.22666667,-2.444700165,Down,0.841502342
GLYMA07G38390,58.03666667,10.63333333,-2.448370737,Down,0.836346836
GLYMA07G19060,58.62,10.73666667,-2.448846808,Down,0.836507837
GLYMA11G01470,92.17666667,16.78,-2.457658881,Down,0.842972343
GLYMA17G34690,377.9833333,68.73666667,-2.459170826,Down,0.84956985
GLYMA16G05350,91.49333333,16.53666667,-2.467998169,Down,0.843297843
GLYMA02G17351,231.48,41.60333333,-2.47611652,Down,0.849205849
GLYMA18G32241,151.0733333,27.11,-2.478352008,Down,0.847459347
GLYMA09G24900,23.07666667,4.136666667,-2.479894233,Down,0.812560813
GLYMA08G23540,361.84,64.64666667,-2.484704013,Down,0.85030835
GLYMA18G03220,345.7233333,61.53333333,-2.490177924,Down,0.850805351
GLYMA15G06730,26.57666667,4.696666667,-2.500451057,Down,0.819196819
GLYMA18G01730,26.59,4.696666667,-2.501174666,Down,0.819207319
GLYMA01G35660,72.18666667,12.73333333,-2.503122249,Down,0.842114842
GLYMA06G14090,48.50333333,8.553333333,-2.503525228,Down,0.835545336
GLYMA07G16400,96.49,17.00333333,-2.504561833,Down,0.845264845
GLYMA14G16704,157.06,27.62666667,-2.507182395,Down,0.849142849
GLYMA09G07070,63.02333333,11.07666667,-2.508362269,Down,0.840529341
GLYMA04G20640,3619.513333,635.63,-2.509536608,Down,0.853059353
GLYMA13G30450,21.64333333,3.793333333,-2.512384652,Down,0.811468811
GLYMA13G14190,20.61,3.59,-2.521288756,Down,0.80976781
GLYMA07G33670,6054.93,1054.026667,-2.522198914,Down,0.853524854
GLYMA06G11090,18.32666667,3.19,-2.522316077,Down,0.804136304
GLYMA06G20960,1086.123333,187.6233333,-2.533276774,Down,0.853682354
GLYMA06G00630,77.98333333,13.4,-2.540932822,Down,0.844974345
GLYMA15G15730,16.71,2.86,-2.546624681,Down,0.800860301
GLYMA16G00291,24.64333333,4.213333333,-2.54816345,Down,0.818475818
GLYMA08G08770,1944.58,332.3033333,-2.548885919,Down,0.854910855
GLYMA12G13920,120.0033333,20.43,-2.554313371,Down,0.849394849
GLYMA12G12240,61.57666667,10.44666667,-2.559341093,Down,0.842552343
GLYMA18G46111,20.22666667,3.423333333,-2.562784904,Down,0.810779311
GLYMA19G44805,101.35,16.96666667,-2.578571028,Down,0.854910855
GLYMA11G06491,197.0366667,32.9,-2.582304638,Down,0.859019859
GLYMA07G18225,46.47666667,7.756666667,-2.582997892,Down,0.843917344
GLYMA02G00380,20.40333333,3.396666667,-2.586613317,Down,0.817856318
GLYMA10G32330,56.57666667,9.416666667,-2.586918813,Down,0.847861848
GLYMA17G37020,30.48333333,5.066666667,-2.588911846,Down,0.833298333
GLYMA19G28574,539.86,89.49333333,-2.592733207,Down,0.861508362
GLYMA18G32231,246.9466667,40.77333333,-2.598501684,Down,0.86038136
GLYMA15G08300,1392.156667,226.0033333,-2.622905618,Down,0.863314363
GLYMA06G12340,26.33,4.25,-2.631172775,Down,0.82991733
GLYMA09G05090,30.65666667,4.946666667,-2.631672248,Down,0.835163835
GLYMA19G27060,45.31,7.253333333,-2.643113435,Down,0.845849346
GLYMA18G46091,18.20666667,2.913333333,-2.643724129,Down,0.814478814
GLYMA07G09880,14.45,2.31,-2.645104736,Down,0.801987302
GLYMA13G35800,1432.343333,227.64,-2.653551359,Down,0.864609365
GLYMA08G47113,14.58333333,2.296666667,-2.666707129,Down,0.803478303
GLYMA05G17432,261.03,41.05333333,-2.668644353,Down,0.863601364
GLYMA18G00926,53.82333333,8.453333333,-2.670639497,Down,0.85032585
GLYMA10G32260,21.52666667,3.38,-2.671029789,Down,0.823547324
GLYMA16G28070,97.84666667,15.25333333,-2.681398152,Down,0.858690859
GLYMA18G03035,182.6766667,28.21666667,-2.694672897,Down,0.863121863
GLYMA05G37550,16.57333333,2.543333333,-2.704071334,Down,0.812098812
GLYMA12G06760,128.8666667,19.76333333,-2.704980936,Down,0.861623862
GLYMA20G27580,18.50333333,2.836666667,-2.705516656,Down,0.817940318
GLYMA04G11005,24.23,3.713333333,-2.706007673,Down,0.82985433
GLYMA17G20020,98.42,15.06,-2.708229746,Down,0.85981786
GLYMA16G15790,326.63,49.67333333,-2.717113837,Down,0.865991866
GLYMA16G33030,951.4266667,144.4566667,-2.719455676,Down,0.867174867
GLYMA14G00993,494.6033333,74.98,-2.721694232,Down,0.866688367
GLYMA01G00930,205.4366667,31.10666667,-2.723397987,Down,0.864654865
GLYMA15G16560,81.10666667,12.21333333,-2.731363501,Down,0.858603359
GLYMA20G35210,67.06,10.06333333,-2.736344227,Down,0.856335356
GLYMA02G40670,26.58333333,3.963333333,-2.745735804,Down,0.834908335
GLYMA17G10820,41.67,6.193333333,-2.750221099,Down,0.848075348
GLYMA16G12090,15.95666667,2.37,-2.751200341,Down,0.811857312
GLYMA03G28050,29.45,4.36,-2.755867594,Down,0.838796839
GLYMA20G24930,15.17666667,2.246666667,-2.755996963,Down,0.809060809
GLYMA06G45031,142.2,20.99,-2.760147393,Down,0.864231364
GLYMA02G07180,831.09,122.6666667,-2.760261452,Down,0.868452368
GLYMA11G12410,43.99333333,6.49,-2.760994534,Down,0.84955585
GLYMA15G09820,133.1866667,19.63666667,-2.761827704,Down,0.863825364
GLYMA04G33610,207.8333333,30.46333333,-2.770281342,Down,0.866415366
GLYMA01G43040,53.04333333,7.756666667,-2.77366273,Down,0.853598354
GLYMA05G36290,13.23,1.933333333,-2.774650757,Down,0.800877801
GLYMA02G41810,48.97666667,7.12,-2.782145442,Down,0.852338352
GLYMA04G01400,74.77666667,10.86666667,-2.782678698,Down,0.859233359
GLYMA09G35210,13.9,2.006666667,-2.792211992,Down,0.804636805
GLYMA05G25810,2902.513333,416.4233333,-2.80117988,Down,0.87007287
GLYMA17G13690,13.57666667,1.933333333,-2.811967009,Down,0.808581309
GLYMA15G42980,81.23333333,11.56,-2.812930447,Down,0.865991866
GLYMA04G33360,1613.343333,228.0033333,-2.822926668,Down,0.875483875
GLYMA14G24810,14.11333333,1.986666667,-2.828637034,Down,0.811787312
GLYMA05G35170,22.06666667,3.103333333,-2.829978144,Down,0.834834835
GLYMA19G44790,29.58333333,4.14,-2.837081946,Down,0.846276346
GLYMA16G31290,344.7433333,48.09666667,-2.841513836,Down,0.874881875
GLYMA13G27725,77.59333333,10.77666667,-2.848021697,Down,0.866821367
GLYMA08G16190,55.39,7.636666667,-2.858610581,Down,0.861998362
GLYMA14G12202,44.44333333,6.093333333,-2.866663456,Down,0.858116858
GLYMA05G37860,33.7,4.62,-2.866783835,Down,0.851291851
GLYMA06G06110,14.63,2.003333333,-2.868455374,Down,0.815357315
GLYMA14G20440,44.45,6.046666667,-2.877971464,Down,0.858382858
GLYMA06G45043,355.01,48.02,-2.886152355,Down,0.876512877
GLYMA09G08300,76.98333333,10.35666667,-2.8939864,Down,0.867958868
GLYMA06G45350,36.78,4.83,-2.928826386,Down,0.855435855
GLYMA15G07691,16.29333333,2.133333333,-2.933100475,Down,0.823333823
GLYMA12G08930,771.7466667,101.0433333,-2.933153208,Down,0.878812379
GLYMA12G29471,40.83666667,5.326666667,-2.938560202,Down,0.858431858
GLYMA17G14330,23.33666667,3.03,-2.945208807,Down,0.840910841
GLYMA10G32080,863.38,111.1733333,-2.957184897,Down,0.87989738
GLYMA05G36963,131.49,16.89666667,-2.960142516,Down,0.875032375
GLYMA14G01470,194.3066667,24.76,-2.972252181,Down,0.877387877
GLYMA06G10700,33.05333333,4.19,-2.979773622,Down,0.854151354
GLYMA11G15920,14.57333333,1.83,-2.993415347,Down,0.818636819
GLYMA17G01930,18.59666667,2.333333333,-2.994579724,Down,0.832038332
GLYMA01G02060,11.16333333,1.4,-2.995269143,Down,0.805228305
GLYMA19G02600,11.78333333,1.476666667,-2.996331611,Down,0.809284809
GLYMA1784S00200,34.56666667,4.33,-2.996942558,Down,0.860500361
GLYMA07G32650,24.17333333,3.006666667,-3.007179586,Down,0.848530349
GLYMA08G40420,84.07333333,10.45666667,-3.007225246,Down,0.877104377
GLYMA15G04570,37.13,4.556666667,-3.026534573,Down,0.863135863
GLYMA0079S00240,21.87333333,2.683333333,-3.027074906,Down,0.844977845
GLYMA08G21340,81.11,9.826666667,-3.045105771,Down,0.877888378
GLYMA07G40110,29.03666667,3.516666667,-3.045595347,Down,0.856450856
GLYMA15G04620,19.46666667,2.35,-3.050273206,Down,0.84045584
GLYMA18G09920,11.89333333,1.433333333,-3.05270705,Down,0.811416311
GLYMA04G05970,19.78333333,2.38,-3.055252051,Down,0.841456841
GLYMA19G01460,23.19666667,2.786666667,-3.05730516,Down,0.848299348
GLYMA10G31110,38.10666667,4.573333333,-3.058725435,Down,0.864689865
GLYMA16G26130,818.2033333,98.16666667,-3.059154281,Down,0.887331387
GLYMA07G38780,139.0566667,16.57,-3.069027404,Down,0.883008883
GLYMA03G36100,11.81666667,1.406666667,-3.070470723,Down,0.811461811
GLYMA07G09840,61,7.213333333,-3.080071244,Down,0.874678875
GLYMA20G16920,158.3233333,18.66666667,-3.084337661,Down,0.884055384
GLYMA07G29990,56.82333333,6.693333333,-3.085686696,Down,0.873831874
GLYMA09G09220,86.56,10.17333333,-3.088908038,Down,0.87970488
GLYMA07G07150,52.05333333,6.083333333,-3.097056589,Down,0.872473872
GLYMA11G04130,11.12,1.296666667,-3.100277228,Down,0.807772808
GLYMA04G06110,66.35666667,7.62,-3.122378514,Down,0.877034377
GLYMA07G15070,80.37666667,9.173333333,-3.131258779,Down,0.87985188
GLYMA15G04610,17.30333333,1.97,-3.134782452,Down,0.836602337
GLYMA02G28212,19.39333333,2.203333333,-3.13780112,Down,0.842646843
GLYMA08G16251,33.37,3.76,-3.14974712,Down,0.863475363
GLYMA09G14880,10.59666667,1.193333333,-3.150541524,Down,0.805319305
GLYMA13G19610,114.25,12.83,-3.15460109,Down,0.883824384
GLYMA11G35130,186.2533333,20.82666667,-3.160762388,Down,0.886862387
GLYMA19G01050.10,499.5966667,55.78666667,-3.162771595,Down,0.889466389
GLYMA01G35910,130.72,14.56,-3.166397628,Down,0.88953989
GLYMA12G03390,58.40333333,6.48,-3.171984994,Down,0.880632381
GLYMA10G01400,58.83333333,6.49,-3.180343394,Down,0.880894881
GLYMA14G38970,23.57666667,2.593333333,-3.184480201,Down,0.856216356
GLYMA12G12230,71.17,7.813333333,-3.187259167,Down,0.884104384
GLYMA18G41650,21.95,2.4,-3.193114629,Down,0.853559854
GLYMA11G01990,11.35,1.24,-3.194280272,Down,0.815878816
GLYMA10G40010,16.63333333,1.816666667,-3.194711681,Down,0.84034734
GLYMA10G09750,130.3833333,14.23666667,-3.195076162,Down,0.89017689
GLYMA11G36210,9.83,1.063333333,-3.208597493,Down,0.805074305
GLYMA05G21346,357.1033333,38.11,-3.228100087,Down,0.894880895
GLYMA12G32710,31.64,3.353333333,-3.238081795,Down,0.868203868
GLYMA04G35130,317.9433333,32.98,-3.269106355,Down,0.895566896
GLYMA06G38160,40.47,4.193333333,-3.270683428,Down,0.875525876
GLYMA19G38670,25.77,2.66,-3.276194386,Down,0.862127862
GLYMA06G43630,11.31666667,1.163333333,-3.282112633,Down,0.817709318
GLYMA07G36805,22.85,2.346666667,-3.283509332,Down,0.857220857
GLYMA08G19170,52.83,5.406666667,-3.288546091,Down,0.881584382
GLYMA07G30810,17.7,1.803333333,-3.295011362,Down,0.846020846
GLYMA07G05820,17.13666667,1.743333333,-3.297166161,Down,0.844295344
GLYMA06G43490,45.53,4.623333333,-3.299812172,Down,0.878847379
GLYMA14G05550,49.02333333,4.96,-3.305056558,Down,0.88049938
GLYMA18G44340,9.473333333,0.956666667,-3.307783913,Down,0.804374304
GLYMA13G37720,33.68666667,3.396666667,-3.309986128,Down,0.871658372
GLYMA03G33020,12.89666667,1.293333333,-3.317832171,Down,0.831912332
GLYMA20G30720,127.6033333,12.74,-3.324228834,Down,0.896805897
GLYMA10G23460,42.89333333,4.2,-3.352292202,Down,0.882627383
GLYMA13G40830,20.05,1.96,-3.354676677,Down,0.857171857
GLYMA20G35280,30,2.93,-3.355989931,Down,0.873229873
GLYMA16G10880,1582.076667,153.7466667,-3.363192477,Down,0.903179403
GLYMA19G05760,17.78,1.72,-3.369774854,Down,0.851750352
GLYMA14G40220,8.89,0.85,-3.386648673,Down,0.804283304
GLYMA01G02215,49.55333333,4.723333333,-3.39110485,Down,0.886459886
GLYMA07G16760,101.1766667,9.613333333,-3.395696046,Down,0.896550397
GLYMA20G32570,216.3066667,20.42666667,-3.404552429,Down,0.901100401
GLYMA10G01690,127.8333333,12.03,-3.409555529,Down,0.898611899
GLYMA0079S00250,13.63,1.28,-3.412569847,Down,0.837396837
GLYMA12G12613,30.95,2.9,-3.415814604,Down,0.875319375
GLYMA17G08090,45.41666667,4.243333333,-3.419951906,Down,0.885213885
GLYMA03G40430,15.56,1.43,-3.443755008,Down,0.845940346
GLYMA20G35530,392.8733333,35.96666667,-3.449331883,Down,0.903788404
GLYMA08G14670,10.64333333,0.973333333,-3.450872279,Down,0.82046732
GLYMA03G35810,8.19,0.746666667,-3.45532722,Down,0.802155302
GLYMA02G44200,25.58666667,2.326666667,-3.45905577,Down,0.873313873
GLYMA15G36671,8.003333333,0.72,-3.474532186,Down,0.8002023
GLYMA10G30130,37.49333333,3.353333333,-3.482966289,Down,0.885546386
GLYMA14G38111,11.37666667,1.006666667,-3.49841996,Down,0.83028833
GLYMA17G07670,122.13,10.67666667,-3.515884425,Down,0.904211904
GLYMA08G43120,41.06666667,3.556666667,-3.529370175,Down,0.888874889
GLYMA19G01050.12,373.7233333,31.81,-3.554418364,Down,0.909388409
GLYMA13G30250,20.83666667,1.773333333,-3.554588852,Down,0.866499366
GLYMA12G20840,8.256666667,0.7,-3.560132636,Down,0.804881805
GLYMA16G26990,80.29333333,6.713333333,-3.580179025,Down,0.904785905
GLYMA18G09516,65.68666667,5.43,-3.596576453,Down,0.902447902
GLYMA07G40100,12.33333333,1.016666667,-3.600644123,Down,0.841407841
GLYMA15G02440,9.716666667,0.796666667,-3.60841336,Down,0.823417823
GLYMA17G02610,19.30333333,1.576666667,-3.613900408,Down,0.867538868
GLYMA18G15180,8.123333333,0.66,-3.621533916,Down,0.807849808
GLYMA03G33110,7.796666667,0.633333333,-3.621820538,Down,0.803852804
GLYMA10G42100,85.25666667,6.836666667,-3.640447659,Down,0.906416906
GLYMA08G07380,77.76333333,6.226666667,-3.642558107,Down,0.905296905
GLYMA14G38101,12.29333333,0.983333333,-3.644051796,Down,0.841820842
GLYMA17G31330,60.22,4.79,-3.652145147,Down,0.901747902
GLYMA13G25181,45.15,3.58,-3.656694495,Down,0.896511897
GLYMA06G05300,55.49333333,4.323333333,-3.682098485,Down,0.900953401
GLYMA04G05290,50.73333333,3.903333333,-3.700155378,Down,0.902689403
GLYMA02G09780,192.2633333,14.78,-3.701365477,Down,0.916360416
GLYMA08G18200,24.59666667,1.886666667,-3.704551358,Down,0.882434882
GLYMA15G38091,695.6466667,53.07333333,-3.712295651,Down,0.919440419
GLYMA04G40325,7.396666667,0.56,-3.723376529,Down,0.803649804
GLYMA13G26930,208.8866667,15.77666667,-3.726856081,Down,0.917130417
GLYMA17G06780,11.9,0.896666667,-3.730245996,Down,0.844067844
GLYMA11G10445,818.68,59.31,-3.786952374,Down,0.920787921
GLYMA05G28820,16.47333333,1.193333333,-3.787063518,Down,0.865260365
GLYMA06G45050,12.9,0.913333333,-3.820085768,Down,0.853654354
GLYMA17G37750,10.53,0.72,-3.87036472,Down,0.83958084
GLYMA07G07100,35.32666667,2.406666667,-3.875649385,Down,0.899493899
GLYMA14G35330,14.13,0.95,-3.894690142,Down,0.86046186
GLYMA08G44530,9.58,0.64,-3.903881846,Down,0.832220332
GLYMA19G04010,40.18,2.683333333,-3.904379376,Down,0.903035903
GLYMA08G01740,25.84333333,1.69,-3.934697013,Down,0.892700393
GLYMA08G18980,38.10666667,2.483333333,-3.939693586,Down,0.904768405
GLYMA15G37980,157.9866667,10.07333333,-3.971189742,Down,0.924301924
GLYMA20G33800,11.69333333,0.743333333,-3.975533133,Down,0.851186851
GLYMA06G06900,34.92666667,2.213333333,-3.980036315,Down,0.902871403
GLYMA19G40610,7.546666667,0.466666667,-4.015375226,Down,0.816701317
GLYMA06G43411,7.173333333,0.443333333,-4.016179927,Down,0.811769812
GLYMA16G33340,8.316666667,0.513333333,-4.01803756,Down,0.825776826
GLYMA05G28530,15.17333333,0.92,-4.043760386,Down,0.870951371
GLYMA16G32330,9.423333333,0.57,-4.047203653,Down,0.837162337
GLYMA02G37990,129.5066667,7.556666667,-4.099132571,Down,0.928781929
GLYMA09G05230,206.34,11.99,-4.105119958,Down,0.931417431
GLYMA14G37020,25.6,1.48,-4.112474729,Down,0.898709899
GLYMA12G34570,150.4233333,8.616666667,-4.125754687,Down,0.93022393
GLYMA03G39050,7.363333333,0.416666667,-4.143393419,Down,0.818087318
GLYMA11G31515,14.21333333,0.78,-4.187627003,Down,0.873261373
GLYMA12G35290,25.1,1.37,-4.195439566,Down,0.901075901
GLYMA09G27180,25.56,1.393333333,-4.19727549,Down,0.901824902
GLYMA16G25350,24.25,1.3,-4.221401219,Down,0.8998124
GLYMA15G07110,33.35333333,1.76,-4.244183618,Down,0.910879411
GLYMA13G01530,17.83666667,0.94,-4.246041461,Down,0.888339388
GLYMA10G42270,42.81,2.22,-4.269316254,Down,0.91957342
GLYMA13G35560,11.66333333,0.6,-4.280873853,Down,0.862754363
GLYMA11G15580,57.64,2.946666667,-4.289914562,Down,0.925708926
GLYMA20G32870,5.853333333,0.293333333,-4.318645511,Down,0.801255801
GLYMA08G36350,62.37333333,3.08,-4.339927105,Down,0.929446929
GLYMA01G26360,7.73,0.373333333,-4.371932183,Down,0.831152831
GLYMA18G35720,21.19,0.986666667,-4.424677007,Down,0.901418901
GLYMA09G08330,12.06333333,0.556666667,-4.4376711,Down,0.87020587
GLYMA11G21580,153.6833333,7.046666667,-4.446875935,Down,0.941112441
GLYMA12G32725,11.49333333,0.516666667,-4.475419654,Down,0.868543369
GLYMA09G28920,20.96333333,0.91,-4.525857779,Down,0.904999405
GLYMA18G52690,20.55,0.89,-4.529189248,Down,0.904057904
GLYMA17G07210,65.29,2.79,-4.548525014,Down,0.936733937
GLYMA10G05420,8.783333333,0.37,-4.56917138,Down,0.849051849
GLYMA14G09670,15.42666667,0.646666667,-4.576260307,Down,0.891657392
GLYMA08G15960,83.67333333,3.48,-4.587608698,Down,0.941871942
GLYMA06G43470,9.14,0.373333333,-4.613657934,Down,0.854606355
GLYMA10G04210,17.49666667,0.706666667,-4.629906428,Down,0.898814899
GLYMA12G36241,25.47333333,1.01,-4.656560559,Down,0.917088417
GLYMA10G02610,19.89333333,0.786666667,-4.660388771,Down,0.906598907
GLYMA18G53150,128.91,5.086666667,-4.663499816,Down,0.947559448
GLYMA13G37750,31.5,1.203333333,-4.710243587,Down,0.925852426
GLYMA0430S00200,12.66,0.466666667,-4.761741173,Down,0.884447384
GLYMA02G07990,65.27,2.273333333,-4.843538896,Down,0.945140945
GLYMA12G30870,9.886666667,0.336666667,-4.8760914,Down,0.868683369
GLYMA13G02030,6.163333333,0.206666667,-4.898333199,Down,0.824114324
GLYMA15G10870,47.69333333,1.573333333,-4.921891354,Down,0.941889442
GLYMA17G07640,6.243333333,0.196666667,-4.988492135,Down,0.827712328
GLYMA10G34700,12.49666667,0.39,-5.001925391,Down,0.88983739
GLYMA12G36200,228.2333333,7.086666667,-5.00925851,Down,0.96008946
GLYMA13G30463,18.97666667,0.583333333,-5.023762273,Down,0.913756414
GLYMA12G11420,4.903333333,0.146666667,-5.063149913,Down,0.800930301
GLYMA02G14460,17.38,0.5,-5.119356177,Down,0.911684412
GLYMA19G35810,14.52666667,0.413333333,-5.135254171,Down,0.902444402
GLYMA08G07540,162.8533333,4.41,-5.206650784,Down,0.963620964
GLYMA12G07861,43.41,1.166666667,-5.217563096,Down,0.947146447
