GeneID,Means-CK,Means-H_24,log2Ratio (H_24/CK),Up-Down-Regulation (H_24/CK),Probability
GLYMA10G12130,5.59,0.146666667,-5.252235355,Down,0.821720322
GLYMA04G08410,95.79333333,2.51,-5.254165987,Down,0.96045696
GLYMA15G38480,5.786666667,0.15,-5.269698136,Down,0.826123326
GLYMA03G38000,14.33,0.346666667,-5.369345677,Down,0.906934907
GLYMA06G45046,10.95,0.263333333,-5.377896907,Down,0.888657889
GLYMA13G37760,5.6,0.133333333,-5.392317423,Down,0.825188825
GLYMA05G38290,42.45,1.003333333,-5.402891662,Down,0.950733951
GLYMA13G12074,19.84,0.463333333,-5.420217738,Down,0.924851425
GLYMA12G08010,77.19666667,1.77,-5.446717288,Down,0.962014462
GLYMA04G26800,129.3333333,2.86,-5.498935194,Down,0.968181468
GLYMA10G34991,8.213333333,0.176666667,-5.538866086,Down,0.867689368
GLYMA11G10460,198.9166667,4.196666667,-5.566776473,Down,0.971824972
GLYMA09G09236,11.46666667,0.23,-5.639668393,Down,0.897712398
GLYMA19G40590,6.253333333,0.12,-5.703519111,Down,0.843987344
GLYMA02G17190,23.28333333,0.37,-5.975628534,Down,0.942050442
GLYMA18G53480,20.36666667,0.323333333,-5.977043823,Down,0.936187936
GLYMA17G37900,66.09,0.993333333,-6.056010261,Down,0.97006097
GLYMA06G08540,59.43,0.873333333,-6.088515165,Down,0.968926969
GLYMA12G01160,7.273333333,0.093333333,-6.284080464,Down,0.867241367
GLYMA01G42500,7.19,0.09,-6.319922959,Down,0.866688367
GLYMA03G06420,546.24,6.636666667,-6.362932338,Down,0.986104986
GLYMA06G11060,15.39333333,0.183333333,-6.391692744,Down,0.926650427
GLYMA02G09110,5.3,0.06,-6.464886049,Down,0.834250334
GLYMA09G25056,66.23666667,0.526666667,-6.974596109,Down,0.978933479
GLYMA01G31300,272.5333333,2.046666667,-7.05701273,Down,0.99032249
GLYMA09G36640,12.12333333,0.09,-7.073645708,Down,0.917137417
GLYMA12G13020,17.00333333,0.116666667,-7.187281368,Down,0.938347438
GLYMA10G43720,11.98,0.076666667,-7.287812737,Down,0.917445417
GLYMA16G13601,10.08666667,0.05,-7.656305677,Down,0.906038906
GLYMA02G37241,3.81,0.01,-8.573647187,Down,0.801168301
GLYMA08G11660,4.71,0.01,-8.87958325,Down,0.82994883
GLYMA13G12140,4.89,0.01,-8.933690655,Down,0.834764835
GLYMA13G12191,4.89,0.01,-8.933690655,Down,0.834764835
GLYMA13G11866,4.89,0.01,-8.933690655,Down,0.834764835
GLYMA03G04055,4.953333333,0.01,-8.9522559,Down,0.836399336
GLYMA05G27130,4.966666667,0.01,-8.956134115,Down,0.836861337
GLYMA13G11880,6.766666667,0.01,-9.402301511,Down,0.872911373
GLYMA19G41090,49.91666667,0.066666667,-9.548340288,Down,0.980697481
GLYMA13G11969,7.803333333,0.01,-9.607946718,Down,0.887019887
GLYMA04G34530,11.02666667,0.01,-10.10678102,Down,0.916864417
GLYMA06G10830.10,30.01666667,0.01,-11.55154806,Down,0.968345968
