GeneID,Means-CK,Means-DH_24,"log2Ratio (DH_24/CK)","Up-Down-Regulation (DH_24/CK)",Probability
GLYMA03G40941,14.39333333,1.336666667,-3.428689102,Down,0.852876347
GLYMA13G26930,208.8866667,47.16666667,-2.146880855,Down,0.840405742
GLYMA10G35260,0.296666667,6.513333333,4.456481321,Up,0.831859184
GLYMA12G35070,203.7766667,22.48666667,-3.179847143,Down,0.900537012
GLYMA17G14793,29.36333333,6.513333333,-2.172547786,Down,0.81496613
GLYMA18G43640,0.123333333,7.326666667,5.892522305,Up,0.876631217
GLYMA06G03920,79.85333333,11.23333333,-2.829566541,Down,0.87741743
GLYMA15G00515,255.9866667,55.07333333,-2.216642832,Down,0.845003685
GLYMA02G36990,8.12,37.93666667,2.224041288,Up,0.824863992
GLYMA19G31330,1.763333333,11.18666667,2.665403088,Up,0.800544031
GLYMA02G41150,25.06,94.98,1.922237342,Up,0.815780422
GLYMA09G06491,399.3833333,83.84666667,-2.251948793,Down,0.847618546
GLYMA0405S00280,41.38,6.493333333,-2.671902468,Down,0.857056614
GLYMA16G09850,1.16,9.96,3.102020937,Up,0.813681513
GLYMA20G26940,21.91666667,284.7,3.699342194,Up,0.9231617
GLYMA18G36840,13.56666667,56.28666667,2.05272692,Up,0.822803692
GLYMA03G25280,2.28,14.14666667,2.633356426,Up,0.814783616
GLYMA07G12680,4.05,23.73,2.550718287,Up,0.830820259
GLYMA15G15260,0.113333333,5.096666667,5.49090985,Up,0.830634235
GLYMA10G42330,8.36,0.846666667,-3.303636946,Down,0.808255238
GLYMA17G23840,2.243333333,13.64,2.604127735,Up,0.811235127
GLYMA1251S50,10.20333333,114.8033333,3.492052082,Up,0.910094416
GLYMA06G06370,14.96,61.65666667,2.04314672,Up,0.823639044
GLYMA02G41030,7.133333333,0.196666667,-5.180752032,Down,0.860478748
GLYMA15G40065,2.016666667,282.63,7.130798158,Up,0.991706153
GLYMA11G05591,0.576666667,8.006666667,3.795392208,Up,0.826127549
GLYMA06G16490,3.723333333,26.81,2.848104534,Up,0.855259556
GLYMA03G12070,10.23333333,478.1866667,5.546225844,Up,0.976073146
GLYMA02G37060,6.84,46.53666667,2.766299647,Up,0.862521498
GLYMA02G15370,1.983333333,19.05,3.263791925,Up,0.860240076
GLYMA14G39320,20.93,4.006666667,-2.385097916,Down,0.818942824
GLYMA18G47875,5.953333333,28.87333333,2.277968092,Up,0.82052929
GLYMA10G04790,817.4766667,150.5433333,-2.440998731,Down,0.862714541
GLYMA17G13730,19.35333333,191.0433333,3.303245938,Up,0.902463936
GLYMA12G05830,7.47,69.95666667,3.2272814,Up,0.893692745
GLYMA08G43330,105.3633333,25.00333333,-2.075180547,Down,0.832375136
GLYMA01G35600,1.873333333,17.41666667,3.216789002,Up,0.85512969
GLYMA06G18720,591.4633333,3139.15,2.408013329,Up,0.861672107
GLYMA03G38570,13.1,47.83333333,1.868449519,Up,0.802316521
GLYMA09G37430,7.323333333,0.4,-4.194428559,Down,0.834586361
GLYMA07G39950,0.503333333,10.09333333,4.325744751,Up,0.866238461
GLYMA14G09620,34.01666667,158.1833333,2.21728392,Up,0.843080271
GLYMA02G14331,29.93333333,2.636666667,-3.504965845,Down,0.888112035
GLYMA04G02330,36.79,210.4,2.515749123,Up,0.863367379
GLYMA11G29080,1.92,16.17333333,3.074438834,Up,0.844108666
GLYMA15G07691,16.29333333,2.513333333,-2.696607857,Down,0.825035976
GLYMA0079S00240,21.87333333,3.646666667,-2.584522856,Down,0.834431926
GLYMA07G12590,4.523333333,21.04,2.217676485,Up,0.805478923
GLYMA19G01470,9.906666667,1.41,-2.812704547,Down,0.800968727
GLYMA08G05000,5.726666667,39.78666667,2.796517499,Up,0.859882068
GLYMA15G32270,132.97,32.58666667,-2.0287471,Down,0.83049735
GLYMA10G40010,16.63333333,2.203333333,-2.916317639,Down,0.837148573
GLYMA02G11060,175.5666667,25.39333333,-2.789497266,Down,0.877178758
GLYMA11G25660,4.026666667,46.80333333,3.538953328,Up,0.899596364
GLYMA07G39580,14.59666667,2.6,-2.489055421,Down,0.805352567
GLYMA03G29090,3.346666667,23.20333333,2.793535306,Up,0.843666421
GLYMA20G00410,3.416666667,23.73666667,2.796455943,Up,0.844652697
GLYMA09G39650,35.43,3.113333333,-3.508439511,Down,0.892871433
GLYMA16G31331,0.01,3.88,8.599912842,Up,0.818904215
GLYMA15G19580,211.1033333,946.7666667,2.165059554,Up,0.844213962
GLYMA18G49031,13.12666667,1.616666667,-3.021406459,Down,0.8310835
GLYMA14G07841,58.65,15.00666667,-1.966527552,Down,0.813639395
GLYMA11G25670,10.56,52.80666667,2.322110242,Up,0.84224141
GLYMA08G22600,8.013333333,34.7,2.114461267,Up,0.815983995
GLYMA06G46450,1.83,36.02,4.298882628,Up,0.921863044
GLYMA07G30510,0.106666667,14.82333333,7.118616689,Up,0.938331403
GLYMA14G20450,66.39666667,233.3333333,1.813209701,Up,0.812245972
GLYMA06G44600,4.996666667,49.82,3.317687139,Up,0.893731354
GLYMA06G47780,1.35,24.95,4.208008503,Up,0.908858938
GLYMA19G03040,16.74,74.48666667,2.153682674,Up,0.83313327
GLYMA05G25690,0.233333333,196.9033333,9.720879398,Up,0.996104033
GLYMA08G06440,1.65,21.70666667,3.717600269,Up,0.886529079
GLYMA19G31080,112.75,18.78666667,-2.585346417,Down,0.868010951
GLYMA18G44250,0.203333333,35.69333333,7.455664086,Up,0.972461479
GLYMA16G29370,25.16666667,163.5166667,2.699851643,Up,0.874209399
GLYMA04G42960,2.613333333,18.68666667,2.838046185,Up,0.840633884
GLYMA11G12410,43.99333333,5.843333333,-2.912421422,Down,0.869850128
GLYMA08G43120,41.06666667,10.54333333,-1.961636795,Down,0.805815872
GLYMA18G43320,0.01,6.42,9.326429487,Up,0.880537714
GLYMA14G39820,113.75,16.92333333,-2.748780881,Down,0.873517953
GLYMA11G20040,19.54333333,81.39666667,2.058293159,Up,0.828788038
GLYMA02G09710,0.01,4.236666667,8.726785814,Up,0.831020322
GLYMA09G03370,0.026666667,4.91,7.524541715,Up,0.846593661
GLYMA11G29460,42.94,446.1633333,3.377177858,Up,0.909799586
GLYMA10G29980,10.28666667,48.91,2.249353903,Up,0.83196799
GLYMA06G15220,156.8466667,11.69333333,-3.745596717,Down,0.921575234
GLYMA16G29400,3.59,31.84,3.148784587,Up,0.872015724
GLYMA06G48260,0.743333333,17.72666667,4.575768162,Up,0.907644519
GLYMA08G21410,4.843333333,33.03333333,2.769850354,Up,0.854424204
GLYMA19G23640,262.6166667,74.17666667,-1.823921135,Down,0.813376154
GLYMA09G35190,0.25,7.276666667,4.863277724,Up,0.854862939
GLYMA19G44805,101.35,13.77333333,-2.87939643,Down,0.880874662
GLYMA03G37140,0.326666667,133.6266667,8.676172978,Up,0.99325401
GLYMA17G13720,2.163333333,146.9833333,6.086252787,Up,0.980548243
GLYMA14G01360,3.25,21.55333333,2.729399383,Up,0.83899126
GLYMA06G07560,12.62666667,46.63333333,1.884887727,Up,0.802379699
GLYMA08G39340,3.15,42.74,3.762163174,Up,0.90673897
GLYMA13G37130,0.01,4.27,8.73809226,Up,0.832003089
GLYMA10G43720,11.98,0.07,-7.419057271,Down,0.927598189
GLYMA08G22455,0.976666667,29.62,4.922561572,Up,0.935326945
GLYMA08G41403,2.916666667,27.30333333,3.226684672,Up,0.873395107
GLYMA06G08390,4.02,26.08333333,2.697860845,Up,0.845200239
GLYMA11G19800,49.07,203.29,2.050626073,Up,0.834070408
GLYMA05G33610,0.216666667,13.97333333,6.011055189,Up,0.925464182
GLYMA18G08750,231.5233333,61.82666667,-1.904856467,Down,0.819300832
GLYMA18G43676,10.23,0.816666667,-3.646914991,Down,0.840802359
GLYMA12G36106,4299.98,695.1733333,-2.628885303,Down,0.87595381
GLYMA07G06936,35.59,7.13,-2.319497951,Down,0.833572005
GLYMA18G42730,7.983333333,0.253333333,-4.977882427,Down,0.865718999
GLYMA11G35130,186.2533333,51.59666667,-1.851916475,Down,0.8146713
GLYMA13G27260,0.1,20.10333333,7.651290924,Up,0.955048963
GLYMA18G03220,345.7233333,101.6133333,-1.766528257,Down,0.809557404
GLYMA08G41120,29.40333333,2.333333333,-3.65551539,Down,0.893089046
GLYMA15G03040,4.106666667,69.28333333,4.076468587,Up,0.925741462
GLYMA16G27900,0.123333333,6.273333333,5.668597547,Up,0.857449721
GLYMA02G16320,13.65666667,48.89666667,1.840130727,Up,0.800045628
GLYMA09G17260,38.48333333,5.373333333,-2.840344524,Down,0.865034572
GLYMA10G40400,23.76333333,162.3366667,2.77217977,Up,0.876220561
GLYMA06G17216,26.01666667,3.843333333,-2.759006119,Down,0.846941139
GLYMA14G10200,6.913333333,28.75666667,2.056443062,Up,0.807493594
GLYMA20G37390,2.596666667,17.20333333,2.727955397,Up,0.828623074
GLYMA13G01870,13.38,301.5966667,4.494470463,Up,0.949166403
GLYMA18G34280,11.66666667,0.01,-10.18817671,Down,0.930374504
GLYMA02G30973,2.35,18.93666667,3.01044974,Up,0.850264996
GLYMA18G08760,28.33333333,5.713333333,-2.310095732,Down,0.821347092
GLYMA17G24193,346.9866667,1383.35,1.995214086,Up,0.833694851
GLYMA08G45070,41.92,145.0466667,1.790806519,Up,0.808262258
GLYMA15G08420,0.596666667,36.43666667,5.932321991,Up,0.960773578
GLYMA18G46120,88.67666667,14.56333333,-2.606213936,Down,0.866898319
GLYMA12G07861,43.41,3.876666667,-3.485138827,Down,0.89736057
GLYMA08G06100,19.17666667,86.58333333,2.174737374,Up,0.836109649
GLYMA16G04380,48.89333333,213.4833333,2.126413772,Up,0.83930013
GLYMA19G44451,21.11666667,1.69,-3.643286967,Down,0.881541539
GLYMA09G32440,0.906666667,10.88333333,3.585404435,Up,0.84456495
GLYMA08G38740,19.61,71.91,1.874602874,Up,0.809118669
GLYMA09G16972,14.29,1.436666667,-3.314208643,Down,0.846586641
GLYMA15G34720,12.39333333,52.65666667,2.087051928,Up,0.824190095
GLYMA06G11090,18.32666667,2.373333333,-2.948957761,Down,0.842715243
GLYMA05G08950,1.853333333,146.21,6.301775795,Up,0.982871784
GLYMA08G45281,145.5866667,28.35666667,-2.360118376,Down,0.854757643
GLYMA12G33420,1.623333333,11.17666667,2.783458806,Up,0.804211856
GLYMA06G04840,36.67666667,141.3466667,1.946303429,Up,0.821006634
GLYMA15G38231,3.62,26.45333333,2.869387923,Up,0.855340283
GLYMA18G16130,0.05,4.146666667,6.373880175,Up,0.817282651
GLYMA01G36590,10.80666667,1.403333333,-2.944991952,Down,0.811112281
GLYMA01G20700,7.746666667,91.80333333,3.56689897,Up,0.909360851
GLYMA07G16840,3.28,24.71333333,2.913521894,Up,0.853985469
GLYMA19G27930,14.37,119.2433333,3.052776643,Up,0.890758485
GLYMA19G43680,27.69,215.89,2.962859461,Up,0.887231055
GLYMA15G10686,21.45666667,2.536666667,-3.08042011,Down,0.857333895
GLYMA15G16780,12.88,0.373333333,-5.108524457,Down,0.903906497
GLYMA18G00450,23.16,5.123333333,-2.176480589,Down,0.807075919
GLYMA02G45460,1.183333333,9.423333333,2.993380953,Up,0.801986592
GLYMA09G37250,0.103333333,7.923333333,6.260729878,Up,0.888073427
GLYMA03G40395,0.436666667,10.09,4.530249958,Up,0.872296515
GLYMA07G39680,4.666666667,36.60666667,2.971642084,Up,0.867140501
GLYMA13G42210,19.77,4.356666667,-2.182016231,Down,0.800270261
GLYMA05G31440,0.26,9.43,5.180674243,Up,0.884047594
GLYMA16G32740,3.143333333,21.00333333,2.740251134,Up,0.838176968
GLYMA14G37480,19.10666667,162.6133333,3.089297541,Up,0.89354884
GLYMA0079S00330,13.52333333,0.793333333,-4.091379824,Down,0.877606964
GLYMA13G01760,5.8,30.86666667,2.411924887,Up,0.833638693
GLYMA08G02690,0.686666667,19.02666667,4.792269092,Up,0.916015584
GLYMA08G11490,13.55,67.93666667,2.325897582,Up,0.846512934
GLYMA06G09310.12,0.01,6.263333333,9.290786851,Up,0.877733319
GLYMA06G15540,2175.67,453.08,-2.263622035,Down,0.849471763
GLYMA06G05020.10,11.64666667,0.956666667,-3.605756966,Down,0.849661297
GLYMA17G03600,1.44,31.38666667,4.446011103,Up,0.922747534
GLYMA12G06730,21.54333333,2.12,-3.345105321,Down,0.870892563
GLYMA13G37300,2.316666667,46.78666667,4.335975065,Up,0.929928749
GLYMA18G05700,10.48666667,45.8,2.126791428,Up,0.823867186
GLYMA08G18150,4.223333333,29.71333333,2.814656436,Up,0.857277737
GLYMA16G29430,1.753333333,13.26333333,2.919271194,Up,0.824586712
GLYMA16G21865,1.646666667,15.96333333,3.277141489,Up,0.852076094
GLYMA14G11151,0.483333333,8.766666667,4.180937994,Up,0.850008775
GLYMA10G36910,12.03666667,50.23666667,2.061304821,Up,0.821392721
GLYMA06G10830,137.3933333,33.80333333,-2.02307458,Down,0.830083184
GLYMA14G22575,1.093333333,23.41333333,4.420525125,Up,0.913383174
GLYMA18G52610,3.673333333,22.20666667,2.59583113,Up,0.835593696
GLYMA06G04320,1.563333333,16.68,3.415421962,Up,0.860520866
GLYMA15G14790,3.663333333,27.63,2.915006677,Up,0.85806044
GLYMA04G16880,16.79,2.553333333,-2.717148434,Down,0.827173493
GLYMA11G13911,0.146666667,10.19333333,6.118941073,Up,0.906387982
GLYMA10G24620,4.206666667,22.22666667,2.401542194,Up,0.82199291
GLYMA08G22420,0.03,6.27,7.707359132,Up,0.875114949
GLYMA16G29420,0.92,10.15666667,3.464649328,Up,0.834140606
GLYMA19G43590,6.73,0.07,-6.587107773,Down,0.876052087
GLYMA05G38220,12.86666667,55.78333333,2.116195798,Up,0.827148924
GLYMA11G15580,57.64,6.676666667,-3.109870415,Down,0.884114282
GLYMA07G03700,2.04,32.14333333,3.97787849,Up,0.907293531
GLYMA14G24860,0.05,36.15,9.497851837,Up,0.976585588
GLYMA11G38230,0.346666667,5.826666667,4.071049751,Up,0.804604963
GLYMA13G43581,11.45666667,1.673333333,-2.775390582,Down,0.805893089
GLYMA02G04850,1.346666667,11.21,3.057321581,Up,0.821476958
GLYMA11G27720,62.09,394.9433333,2.669212833,Up,0.876009968
GLYMA11G13880,1.223333333,13.80333333,3.496127235,Up,0.855375382
GLYMA08G18170,22.97333333,2.05,-3.486264386,Down,0.879368924
GLYMA07G09510,0.92,16.16333333,4.134947082,Up,0.887487277
GLYMA18G32250,83.36666667,22.2,-1.908910975,Down,0.81379383
GLYMA19G40210,0.073333333,35.84666667,8.933154138,Up,0.9759503
GLYMA09G29900,1.186666667,12.25,3.367795104,Up,0.841999228
GLYMA06G10710,84.99333333,6.35,-3.742521187,Down,0.917107157
GLYMA05G32850,69.52666667,20.25666667,-1.779169633,Down,0.800800253
GLYMA14G09510,959.3833333,125.3733333,-2.935876855,Down,0.889266786
GLYMA17G36860,171.85,32.74333333,-2.391876748,Down,0.857221579
GLYMA02G34171,244.4366667,51.05333333,-2.259383648,Down,0.847127163
GLYMA16G15790,326.63,77.73,-2.071113883,Down,0.836801095
GLYMA04G33720,8.51,53.11,2.641752492,Up,0.861071917
GLYMA06G42950,16.42333333,0.1,-7.359603161,Down,0.944772033
GLYMA02G31971,5328.876667,673.68,-2.983696068,Down,0.890590011
GLYMA08G21860,0.153333333,7.54,5.619821258,Up,0.874799059
GLYMA13G27820,2.26,20.76666667,3.199874985,Up,0.862963743
GLYMA04G40861,173.07,26.63666667,-2.69987021,Down,0.87448668
GLYMA19G04410,1.07,45.55666667,5.411979489,Up,0.956582781
GLYMA02G46991,0.01,17.46666667,10.7703886,Up,0.95248324
GLYMA15G12580,4.623333333,23.52666667,2.347291642,Up,0.821578744
GLYMA02G06240,13.66666667,2.25,-2.602664502,Down,0.811329894
GLYMA08G19000,6.203333333,28.74,2.211944507,Up,0.816482398
GLYMA02G36700,0.063333333,28.03,8.789791016,Up,0.969067425
GLYMA15G11950,8.296666667,44.79333333,2.4326803,Up,0.843947211
GLYMA12G05150,74.38666667,675.4433333,3.182718783,Up,0.903064126
GLYMA02G18090,1.696666667,35.69333333,4.394879578,Up,0.925720403
GLYMA19G07557,1979.473333,536.1366667,-1.884443922,Down,0.820259029
GLYMA04G39370,811.98,252.9066667,-1.682839125,Down,0.802119968
GLYMA03G18990,2.536666667,18.79,2.888959209,Up,0.842280018
GLYMA12G01700,23.18,2.636666667,-3.136093467,Down,0.861598399
GLYMA20G33380,30.13333333,124.29,2.044278049,Up,0.830893967
GLYMA02G16365,9.933333333,46.31666667,2.221181599,Up,0.829261872
GLYMA18G38802,2.376666667,43.75333333,4.202381451,Up,0.92374785
GLYMA02G43790,11.66666667,57.33333333,2.296981738,Up,0.837668036
GLYMA17G10500,1.33,15.93666667,3.582851754,Up,0.867775789
GLYMA13G16510,0.096666667,7.143333333,6.20743514,Up,0.87830894
GLYMA15G11800,2.15,39.65666667,4.205154852,Up,0.921662981
GLYMA13G32930,17.13666667,3.483333333,-2.29854607,Down,0.800136885
GLYMA02G11640,1.88,27.32,3.861152917,Up,0.898855779
GLYMA13G23090,10.79,42.68666667,1.984090644,Up,0.808195571
GLYMA10G26380,143.38,34.22,-2.066932132,Down,0.833828226
GLYMA06G19450,3.336666667,19.66333333,2.559028435,Up,0.823400372
GLYMA07G06750,0.02,4.936666667,7.947393425,Up,0.848941771
GLYMA14G07210,33.93666667,156.7666667,2.207702059,Up,0.842381805
GLYMA05G05180,30.26,6.523333333,-2.213730732,Down,0.818167141
GLYMA05G34870,444.93,94.12333333,-2.240954058,Down,0.847179811
GLYMA10G38760,55.37666667,233.69,2.07724588,Up,0.836530834
GLYMA17G15860,4.416666667,35.86666667,3.021613813,Up,0.872247376
GLYMA05G32380,0.416666667,6.206666667,3.896853073,Up,0.804794497
GLYMA12G13090,0.066666667,12.19333333,7.514911265,Up,0.929068829
GLYMA03G21690,6.223333333,38.08,2.613274052,Up,0.852813169
GLYMA17G06980,2.183333333,13.76,2.655876159,Up,0.814243094
GLYMA09G30171,22,5.02,-2.131744254,Down,0.801990102
GLYMA07G39490,0.266666667,6.386666667,4.581953751,Up,0.833758029
GLYMA05G31616,30.84666667,6.866666667,-2.167432761,Down,0.816528026
GLYMA15G17070,36.86666667,128.4666667,1.801005186,Up,0.808346495
GLYMA10G02600,6.38,0.333333333,-4.258518925,Down,0.823126601
GLYMA07G32050,11.57333333,168.7166667,3.865726145,Up,0.925895897
GLYMA08G19180,3.903333333,0.07,-5.801207938,Down,0.801414482
GLYMA17G07740,38.95,199.4733333,2.356500659,Up,0.856235302
GLYMA12G35000,11.36,268.4933333,4.562851527,Up,0.950893265
GLYMA16G33710,0.953333333,17.22666667,4.175519018,Up,0.893489172
GLYMA02G09470,21.96666667,2.453333333,-3.162500794,Down,0.859994384
GLYMA01G24811,12.48,1.103333333,-3.499677313,Down,0.849201502
GLYMA19G43530,3.216666667,16.58,2.36580566,Up,0.80674599
GLYMA15G14290,0.18,9.036666667,5.649721896,Up,0.89032677
GLYMA16G22060,14.41,82.40333333,2.515632362,Up,0.857298796
GLYMA11G12990,18.20333333,95.45333333,2.390592923,Up,0.853451967
GLYMA09G14100,5.416666667,0.276666667,-4.291184571,Down,0.80527184
GLYMA02G12950,12.38333333,86.92333333,2.81134379,Up,0.877800007
GLYMA07G03910,36.55,125.1066667,1.775215358,Up,0.806479239
GLYMA12G31090,2.766666667,19.19666667,2.79463508,Up,0.835793759
GLYMA10G37335,0.27,9.553333333,5.144972891,Up,0.884030045
GLYMA08G27010,8.94,82.97,3.21424305,Up,0.895405567
GLYMA18G03740,0.936666667,10.73666667,3.518866625,Up,0.839156225
GLYMA03G04920,3.803333333,88.32333333,4.53745833,Up,0.944793093
GLYMA01G33070,10.21666667,1.2,-3.089818262,Down,0.815464533
GLYMA03G05530,12.14666667,0.573333333,-4.405042489,Down,0.881253729
GLYMA18G43980,0.736666667,19.77333333,4.746400323,Up,0.917486224
GLYMA12G25740,18.52333333,2.73,-2.762370883,Down,0.833052543
GLYMA05G23680,1.54,83.14333333,5.754598333,Up,0.971973606
GLYMA19G37860,0.4,11.31,4.821455119,Up,0.888771893
GLYMA02G39350,4.57,27.84666667,2.607238572,Up,0.844217472
GLYMA17G02670,16.68333333,83.22333333,2.318580505,Up,0.848829455
GLYMA09G00560,25.72666667,4.633333333,-2.473142161,Down,0.83050788
GLYMA10G44041,34.67333333,7.86,-2.14122532,Down,0.81789337
GLYMA04G35040,15.51666667,83.55666667,2.428936273,Up,0.853792426
GLYMA01G33350,0.04,5.256666667,7.038004444,Up,0.852686813
GLYMA20G29770,0.756666667,574.7266667,9.569002383,Up,0.998494261
GLYMA02G40360,32.98333333,6.433333333,-2.35809886,Down,0.833189428
GLYMA11G11470,6.53,35.15333333,2.428506599,Up,0.838282265
GLYMA20G29860,3.5,21.17333333,2.596821585,Up,0.833508827
GLYMA16G03410,5.796666667,26.71666667,2.204444588,Up,0.813530589
GLYMA17G06660,6.783333333,52.87666667,2.962564939,Up,0.874834158
GLYMA04G03330,17.99333333,1.016666667,-4.145543829,Down,0.892857394
GLYMA10G28610,1.486666667,91.48666667,5.943408385,Up,0.975307992
GLYMA12G32010,143.67,23.41,-2.617562002,Down,0.870776737
GLYMA19G34410,392.64,83.33333333,-2.23624156,Down,0.846983258
GLYMA14G00750,2.676666667,44.75666667,4.063593201,Up,0.918212769
GLYMA13G33620,6.153333333,45.22,2.87752094,Up,0.869621986
GLYMA05G36700,10.1,73.93,2.87180462,Up,0.877617493
GLYMA09G33070,37.64666667,182.6533333,2.278514047,Up,0.847134183
GLYMA17G15710,0.01,17.57666667,10.77944578,Up,0.952806149
GLYMA08G01740,25.84333333,3.533333333,-2.8706904,Down,0.854596188
GLYMA02G17190,23.28333333,0.833333333,-4.804260116,Down,0.924007581
GLYMA18G50501,4.306666667,0.126666667,-5.087462841,Down,0.800529992
GLYMA07G10030,1.75,320.0333333,7.514723446,Up,0.993689235
GLYMA11G10415,16.83666667,2.47,-2.769023594,Down,0.828882805
GLYMA20G27190,12.54666667,0.346666667,-5.177611195,Down,0.904081991
GLYMA13G25181,45.15,1.226666667,-5.201910817,Down,0.951661928
GLYMA08G44090,31.80666667,4,-2.99125728,Down,0.863886841
GLYMA16G04240,51.43333333,345.4766667,2.747812714,Up,0.878217683
GLYMA20G26660,911.4633333,164.7366667,-2.468022918,Down,0.863974588
GLYMA15G02350,5.086666667,25.63666667,2.33341623,Up,0.823923344
GLYMA07G19120,51.34333333,1.2,-5.419070651,Down,0.958846653
GLYMA08G02591,4.47,22.97333333,2.361613464,Up,0.821311993
GLYMA01G16140,0.243333333,6.133333333,4.655665492,Up,0.831655611
GLYMA19G35530,0.19,5.716666667,4.911102847,Up,0.830876417
GLYMA11G08240,1.686666667,15.18333333,3.170241764,Up,0.847341266
GLYMA08G18230,1.33,50.59333333,5.249449143,Up,0.955519287
GLYMA04G40350,12.59666667,67.71,2.426326901,Up,0.851152996
GLYMA09G33170,16.59333333,72.97666667,2.136831525,Up,0.832297919
GLYMA17G33870,8.733333333,0.13,-6.069948878,Down,0.89384367
GLYMA20G29030,2.026666667,23.69,3.547097471,Up,0.881330947
GLYMA08G45291,64.75,9.803333333,-2.723535909,Down,0.866736864
GLYMA04G34530,11.02666667,0.566666667,-4.282352583,Down,0.870334492
GLYMA05G08240,21.9,105.06,2.262210715,Up,0.842795971
GLYMA18G02160,0.19,5.496666667,4.854485669,Up,0.824179565
GLYMA06G43553,159.6266667,26.7,-2.579790036,Down,0.869965954
GLYMA08G10001,81.48,18.05333333,-2.174180742,Down,0.835463831
GLYMA13G09794,33.58333333,4.733333333,-2.826817004,Down,0.861268471
GLYMA03G37441,2.616666667,56.72333333,4.438140256,Up,0.935453301
GLYMA03G03685,1513.116667,337.57,-2.164264627,Down,0.84369099
GLYMA16G21852,1.65,24.18,3.873276315,Up,0.894998421
GLYMA09G05230,206.34,26.63333333,-2.953718614,Down,0.886876558
GLYMA18G06930,1.413333333,10.14666667,2.843832189,Up,0.803534449
GLYMA16G08470,18.55666667,101.7466667,2.454972043,Up,0.856375698
GLYMA09G40860,9.52,0.633333333,-3.909924656,Down,0.846846373
GLYMA08G05940,68.57333333,13.42,-2.353262981,Down,0.84749921
GLYMA17G14350,6.303333333,53.55,3.086699712,Up,0.882590994
GLYMA13G34100,26.62333333,1.163333333,-4.516354772,Down,0.921483977
GLYMA06G02380,12.92333333,449.2833333,5.119575405,Up,0.966473623
GLYMA03G28850,37.61,0.073333333,-9.002431473,Down,0.977161209
GLYMA07G01730,75.16666667,1902.966667,4.662013453,Up,0.956533642
GLYMA17G37900,66.09,3.806666667,-4.117831846,Down,0.927900039
GLYMA06G40740,32.54,4.59,-2.825648192,Down,0.860380471
GLYMA13G19460,41.79666667,4.77,-3.131326719,Down,0.878393177
GLYMA06G21440,69.29,19.1,-1.859074518,Down,0.807584851
GLYMA14G03580,53.77666667,4.616666667,-3.542056857,Down,0.902119968
GLYMA09G02170,23.64333333,86.51,1.871433462,Up,0.811421151
GLYMA10G36200,3.103333333,90.29333333,4.8627289,Up,0.954157453
GLYMA15G40200,86.52,409.54,2.242898797,Up,0.847042926
GLYMA07G16770,1.13,46.70333333,5.369130845,Up,0.956526622
GLYMA02G11600,17.49666667,97.93666667,2.484768997,Up,0.857295286
GLYMA10G07410,0.043333333,14.27666667,8.363966244,Up,0.940574216
GLYMA01G07390,0.53,41.90666667,6.305043602,Up,0.968235583
GLYMA18G49400,13.95,56.73666667,2.024016271,Up,0.82083465
GLYMA14G37500,9.463333333,67.97666667,2.844619271,Up,0.875602822
GLYMA11G10080,83.64,10.32333333,-3.01828418,Down,0.887136289
GLYMA20G27580,18.50333333,0.47,-5.298980625,Down,0.927026078
GLYMA01G39350,11.13666667,81.80333333,2.87684215,Up,0.878965287
GLYMA18G02400,13.45333333,127.9866667,3.249957943,Up,0.899462988
GLYMA16G09120,33.73666667,6.756666667,-2.319933848,Down,0.832118915
GLYMA01G17590,14.97333333,0.01,-10.54817971,Down,0.944757994
GLYMA07G39540,14.44333333,78.23666667,2.437441169,Up,0.853504615
GLYMA12G05890,0.086666667,6.116666667,6.14112463,Up,0.861458004
